46.7s 1 curl: /opt/conda/lib/libcurl.so.4: no version information available (required by curl)
86.3s 2 Google Chrome 114.0.5735.198
87.4s 3 ChromeDriver 114.0.5735.90 (386bc09e8f4f2e025eddae123f36f6263096ae49-refs/branch-heads/5735@{#1052})
88.1s 4 Data imported Project: 1664 records
89.2s 5 Web driver is set up
97.5s 6 1st lat and lon adjustments are calculated
113.5s 7 2nd lat and lon adjustments are calculated
113.5s 8 Start scraping geocodes ...
113.5s 9 ------------------------------
2814.1s 242 Done 232: (12.54111447106645,99.9629057928716) Baan Koo Kiang Hua Hin, Hua Hin Prachaubkirikhan
2828.9s 243 Done 233: (12.56843637106645,99.9555303928716) Baan Kun Koey Hua Hin, Hua Hin Prachaubkirikhan
2834.4s 244 Done 234: (13.715399832432393,100.5505462259578) Baan Lux - Sathon, Yan Nawa Bangkok
2839.3s 245 Done 235: (8.153804732432393,98.2970551259578) Baan Mai Khao Phuket, Thalang Phuket
2844.7s 246 Done 236: (13.743942532432392,100.5716463259578) Baan Mitra, Watthana Bangkok
2849.9s 247 Done 237: (13.741266832432393,100.5434466259578) Baan Na Varang, Pathum Wan Bangkok
2855.2s 248 Done 238: (13.825373432432393,100.6295756259578) Baan Navatara, Bueng Kum Bangkok
2861.2s 249 Done 239: (13.706144732432392,100.5365525259578) Baan Nonsee, Sathon Bangkok
2876.2s 250 Done 240: (12.465179971066451,99.9748948928716) Baan Nub Kluen, Hua Hin Prachaubkirikhan
2930.5s 251 Done 241: (13.75600307106645,100.4986632928716) Baan Nuntaporn
2935.9s 252 Done 242: (13.721870132432393,100.5439495259578) Baan Nunthasiri, Sathon Bangkok
2950.6s 253 Done 243: (13.71993627106645,100.6163180928716) Baan On Nut Sukhumvit 77, Suan Luang Bangkok
2955.9s 254 Done 244: (13.783020532432392,100.5468223259578) Baan Paholyothin Place, Phaya Thai Bangkok
3017.5s 255 Done 245: (13.75498067106645,100.5323780928716) Baan Pathumwan Condo,
3022.5s 256 Done 246: (12.514677532432392,99.9758409259578) Baan Peang Ploen, Hua Hin Prachaubkirikhan
3037.2s 257 Done 247: (13.820618171066451,100.5882769928716) Baan Phayapirom Condominium, Chatuchak Bangkok
3089.3s 258 Done 248: (13.722744032432393,100.5374030259578) Baan Piya Sathorn Condo,
3110.4s 259 Done 249: (12.969774332432392,100.8850556259578) Baan Plai Haad Pattaya, Chonburi
3116.0s 260 Done 250: (13.736981432432392,100.5505727259578) Baan Ploenchit, Pathum Wan Bangkok
3122.2s 261 Done 251: (13.782761832432392,100.5440833259578) Baan Prachachuen, Bang Sue Bangkok
3127.4s 262 Done 252: (13.840896232432392,100.5486207259578) Baan Prachaniwet, Chatuchak Bangkok
3133.2s 263 Done 253: (13.738466532432392,100.5563362259578) Baan Prida, Khlong Toei Bangkok
3138.8s 264 Done 254: (13.742978632432392,100.5720936259578) Baan Prompong, Watthana Bangkok
3153.9s 265 Done 255: (13.72043037106645,100.5385573928716) Baan Prueksasiri Suanplu, Sathon Bangkok
3169.1s 266 Done 256: (13.73887487106645,100.54101529287159) Baan Rajprasong, Pathum Wan Bangkok
3174.7s 267 Done 257: (13.735159432432393,100.5391060259578) Baan Ratchadamri, Pathum Wan Bangkok
3180.5s 268 Done 258: (13.753692632432392,100.5336926259578) Baan Ratchathawi Ville, Ratchathewi Bangkok
3185.6s 269 Done 259: (12.952118432432393,100.8832893259578) Baan Rimpha, Bang Lamung Chonburi
3191.4s 270 Done 260: (13.670193032432392,100.6429457259578) Baan Ruanrom Bangna, Bang Na Bangkok
3197.4s 271 Done 261: (12.831985132432392,99.9968856259578) Baan Ruenrom, Cha-Am Petchburi
3203.1s 272 Done 262: (13.791016332432392,100.5162448259578) Baan Samsen, Dusit Bangkok
3210.1s 273 Done 263: (12.663211932432393,99.9567300259578) Baan San Kraam, Cha-Am Petchburi
3215.3s 274 Done 264: (12.649523632432393,99.9554157259578) Baan San Ngam HuaHin, Cha-Am Petchburi
3220.7s 275 Done 265: (12.528567332432392,99.9692129259578) Baan San Suk, Hua Hin Prachaubkirikhan
3226.2s 276 Done 266: (12.558900432432392,99.9609603259578) Baan Sandao Hua Hin, Hua Hin Prachaubkirikhan
3231.6s 277 Done 267: (13.740148732432392,100.5420722259578) Baan Sansiri, Pathum Wan Bangkok
3237.1s 278 Done 268: (13.745953932432393,100.5691153259578) Baan Saraan Sukhumvit 31, Watthana Bangkok
3267.9s 279 Done 269: (13.72060027106645,100.5455573928716) Baan Sathorn, Bangkok
3273.4s 280 Done 270: (13.718917832432393,100.50913902595781) Baan Sathorn Chaopraya, Khlong San Bangkok
3288.5s 281 Done 271: (13.73826277106645,100.5434482928716) Baan Sindhorn, Pathum Wan Bangkok
3293.8s 282 Done 272: (13.726191632432393,100.5679407259578) Baan Siri 24, Khlong Toei Bangkok
3299.8s 283 Done 273: (13.737881732432392,100.5663366259578) Baan Siri 31, Watthana Bangkok
3305.5s 284 Done 274: (13.741228832432393,100.5497257259578) Baan Siri Ruedee, Pathum Wan Bangkok
3311.0s 285 Done 275: (13.708731132432392,100.5382077259578) Baan Siri Sathon Suanplu, Sathon Bangkok
3372.7s 286 Done 276: (13.72062187106645,100.5211886928716) Baan Siri Sathorn Condo,
3378.3s 287 Done 277: (13.720620732432392,100.52119002595781) Baan Siri Silom, Bang Rak Bangkok
3384.2s 288 Done 278: (13.736989832432393,100.5567620259578) Baan Siri Sukhumvit 10, Khlong Toei Bangkok
3389.7s 289 Done 279: (13.747488232432392,100.5583734259578) Baan Siri Sukhumvit 13, Watthana Bangkok
3452.1s 290 Done 280: (13.72619277106645,100.5679393928716) Baan Siriyenakat Condo,
3467.1s 291 Done 281: (12.81657657106645,100.91254659287159) Baan Somprasong, Sattahip Chonburi
3472.2s 292 Done 282: (13.739087732432392,100.5406050259578) Baan Somthavil, Pathum Wan Bangkok
3477.5s 293 Done 283: (13.753986632432392,100.4763945259578) Baan Suan Bangkhen, Bang Khen Bangkok
3482.9s 294 Done 284: (13.940763432432393,100.5663964259578) Baan Suan Chaengwattana, Don Mueang Bangkok
3488.6s 295 Done 285: (18.82314843243239,98.96144562595781) Baan Suan Greenery Hill, Muang Chiang Mai Chiang Mai
3494.3s 296 Done 286: (13.654552232432392,100.6451215259578) Baan Suan La Salle, Bang Na Bangkok
3499.7s 297 Done 287: (12.876277932432393,100.89307632595781) Baan Suan Lalana, Bang Lamung Chonburi
3520.9s 298 Done 288: (12.876277932432393,100.89307632595781) Baan Suan Lalana - Suan Luang, Bangkok
3526.3s 299 Done 289: (13.840216432432392,100.5096992259578) Baan Suan Palm, Pak Kret Nonthaburi
3532.1s 300 Done 290: (13.706835932432393,100.6327420259578) Baan Suan Sukhumvit, Suan Luang Bangkok
3547.2s 301 Done 291: (13.82670197106645,100.5834441928716) Baan Suan Thon, Thung Khru Bangkok
3552.8s 302 Done 292: (13.826700832432392,100.5834455259578) Baan Suan Thon Ratchada, Chatuchak Bangkok
3558.4s 303 Done 293: (13.731739432432393,100.5714887259578) Baan Suanpetch, Watthana Bangkok
3563.6s 304 Done 294: (13.641290832432393,100.6505437259578) Baan Suanthon Srinakarin, Bang Plee Samut Prakarn
3569.9s 305 Done 295: (13.749842732432393,100.5328326259578) Baan Sukhothai, Dusit Bangkok
3575.2s 306 Done 296: (13.757671632432393,100.6343320259578) Baan Sukhothai Ramkhamhaeng, Bang Kapi Bangkok
3605.7s 307 Done 297: (13.718851671066451,100.5754773928716) Baan Sukhumvit, Bangkok
3620.8s 308 Done 298: (13.71844817106645,100.5734720928716) Baan Sukhumvit ,Sukhumvit 34, Watthana Bangkok
3625.8s 309 Done 299: (13.743045032432393,100.5646932259578) Baan Suksan, Watthana Bangkok
3651.1s 310 Done 300: (7.8745280324323925,98.3863973259578) Baan Tanarak Phuket, Phuket
3656.5s 311 Done 301: (13.745953932432393,100.5691153259578) Baan Thanon Sarasin, Pathum Wan Bangkok
3671.3s 312 Done 302: (13.59953647106645,100.6790646928716) Baan Thepharak, Muang Samut Prakarn Samut Prakarn
3676.4s 313 Done 303: (12.771817932432393,99.9728927259578) Baan Thew Lom Cha Am, Cha-Am Petchburi
3681.5s 314 Done 304: (12.759279132432393,99.9694820259578) Baan Thew Talay Aquamarine, Cha-Am Petchburi
3686.5s 315 Done 305: (12.757048032432392,99.9706193259578) Baan Thew Talay Blue Sapphire (Phase II), Cha-Am Petchburi
3692.0s 316 Done 306: (13.728871732432392,100.5668096259578) Baan Thippayadej, Khlong Toei Bangkok
3697.2s 317 Done 307: (13.711442732432392,100.5435645259578) Baan Yen Akard, Yan Nawa Bangkok
3702.4s 318 Done 308: (7.779648432432393,98.3307332259578) Babylon Sky Garden, Muang Phuket Phuket
3746.6s 319 Done 309: (13.557098032432393,100.7663393259578) Ban Auea Arthorn Muang Mai Bang Phli
3819.9s 320 Done 310: (14.02816917106645,100.6635979928716) Ban Auea Arthorn Na Chom Thian Condo,
3825.6s 321 Done 311: (12.671511732432393,101.0546801259578) Ban Chang Cliff Beach, Ban Chang Rayong
3903.1s 322 Done 312: (8.154121032432393,98.2978603259578) Ban Uae R-Thorn Phuket (Sirea) Authority CondoThalang Phuket
3908.5s 323 Done 313: (13.804033532432392,100.5137366259578) Bang Aor Riverside Tower, Bang Phlat Bangkok
3923.3s 324 Done 314: (13.84695587106645,100.5607074928716) Bang Khen Housing (Klong Thanon ), Sai Mai Bangkok
3928.3s 325 Done 315: (13.301119032432393,100.9007657259578) Bang Saen Condotel, Muang Chon Buri Chonburi
3934.1s 326 Done 316: (12.765193932432393,100.8967011259578) Bang Saray Beach Resort, Sattahip Chonburi
3979.3s 327 Done 317: (12.765000371066451,100.8968769928716) Bang Saray Condominium
3984.9s 328 Done 318: (13.772632632432392,100.6440762259578) Bangkapi Condotown, Bang Kapi Bangkok
4000.3s 329 Done 319: (13.75911057106645,100.6506643928716) Bangkapi Grand Condo, Bang Kapi Bangkok
4005.8s 330 Done 320: (13.734656132432393,100.5584873259578) Bangkapi Mansion, Khlong Toei Bangkok
4044.5s 331 Done 321: (13.713124871066452,100.4221116928716) Bangkhae Condotown, Phasi Charoen Bangkok
4050.2s 332 Done 322: (13.710975732432393,100.4198476259578) Bangkok Feliz @ Bangkae Station, Bang Khae Bangkok
4055.6s 333 Done 323: (13.722437932432392,100.5044078259578) Bangkok Feliz @ Krungthonburi 5 - 2, Thon Buri Bangkok
4061.2s 334 Done 324: (13.829287232432392,100.5701533259578) Bangkok Feliz Major Ratchayothin, Chatuchak Bangkok
4066.9s 335 Done 325: (13.721859632432393,100.5048331259578) Bangkok Feliz Sathorn - Taksin, Khlong San Bangkok
4072.7s 336 Done 326: (13.715548132432392,100.5919495259578) Bangkok Feliz Sukhumvit 69, Watthana Bangkok
4078.7s 337 Done 327: (13.715548132432392,100.5919495259578) Bangkok Feliz Sukhumvit 69 - 2, Phra Khanong Bangkok
4084.3s 338 Done 328: (13.823174732432392,100.5629145259578) Bangkok Feliz Vibhavadi 30, Chatuchak Bangkok
4137.0s 339 Done 329: (13.701612232432392,100.5359639259578) Bangkok Garden Condo,
4151.8s 340 Done 330: (13.71751397106645,100.4458698928716) Bangkok Horizon Lite @ Phekasem 48 Station, Phasi Charoen Bangkok
4166.6s 341 Done 331: (13.715716071066451,100.4456279928716) Bangkok Horizon P 48, Phasi Charoen Bangkok
4181.5s 342 Done 332: (13.71393507106645,100.4410065928716) Bangkok Horizon Phetkasem, Phasi Charoen Bangkok
4186.7s 343 Done 333: (13.762414832432393,100.6487708259578) Bangkok Horizon Ramkhamhaeng, Bang Kapi Bangkok
4192.6s 344 Done 334: (13.707709332432392,100.4800810259578) Bangkok Horizon Ratchada - Thapra, Thon Buri Bangkok
4198.5s 345 Done 335: (13.712737232432392,100.5331414259578) Bangkok Horizon Sathorn - Narathiwas, Sathon Bangkok
4218.7s 346 Done 336: (13.787824932432393,100.5041889259578) Bangkok River Marina, Bangkok
4224.7s 347 Done 337: (13.739354032432393,100.5024612259578) Bangkok river park, Samphanthawong Bangkok
4279.1s 348 Done 338: (13.671156471066451,100.6370407928716) Bangna Complex
4294.1s 349 Done 339: (13.672970771066451,100.5954707928716) Bangna Place, Bang Na Bangkok
4309.0s 350 Done 340: (13.674861871066451,100.5990952928716) Bangna Residence, Bang Na Bangkok
4419.0s 351 Error getting lat,lon at 341: (47.61430967106645,-122.3464719071284) Bangrak Condominium Condo, Sathon Bangkok
4419.0s 352 Done 341: (nan,nan) Bangrak Condominium Condo, Sathon Bangkok
4424.1s 353 Done 342: (13.300317132432392,100.9000337259578) Bangsaen Royal Beach, Muang Chon Buri Chonburi
4430.1s 354 Done 343: (13.776095532432393,100.4853155259578) Bangyeekhan Condominium, Bang Phlat Bangkok
4435.6s 355 Done 344: (18.742348332432393,98.9173234259578) Bann Eua Ar Thon Chiang Mai Night Safari, Hang Dong Chiang Mai
4450.4s 356 Done 345: (12.68522897106645,101.2177363928716) Banyan Terrace 1,2,3, Muang Rayong Rayong
4456.0s 357 Done 346: (13.732392932432392,100.5096352259578) Banyan Tree Residences Riverside Bangkok, Khlong San Bangkok
4470.9s 358 Done 347: (13.78661587106645,100.5529853928716) Baxtor Paholyothin 14, Phaya Thai Bangkok
4550.7s 359 Done 348: (12.90911037106645,100.88433609287159) Bay Condo, Bang Lamung Chonburi
4655.8s 360 Done 349: (12.914699371066451,100.8650856928716) Bay View Condo, Bang Lamung Chonburi
4661.0s 361 Done 350: (12.841400332432393,100.9056833259578) Bayphere Premier Suites, Sattahip Chonburi
4666.0s 362 Done 351: (14.034048332432393,100.6147051259578) Be Condo Phaholyothin, Khlong Luang Pathumthani
4671.3s 363 Done 352: (13.799630432432393,100.5971787259578) Be You Chokchai 4, Wang Thonglang Bangkok
4676.6s 364 Done 353: (12.841163732432392,100.9056908259578) Beach Villa Viphavadi, Sattahip Chonburi
4691.4s 365 Done 354: (12.88179307106645,100.8923535928716) Beach and Mountain, Bang Lamung Chonburi
4696.7s 366 Done 355: (12.855365532432392,100.8992319259578) Beachfront Jomtien Residence, Sattahip Chonburi
4702.0s 367 Done 356: (13.716219432432393,100.4556807259578) Beat Bangwa Interchange, Phasi Charoen Bangkok
4708.3s 368 Done 357: (13.726173032432392,100.57563432595781) Beatniq Sukhumvit 32, Khlong Toei Bangkok
4713.2s 369 Done 358: (7.820922232432393,98.4004195259578) Bel Air Panwa Resort, Muang Phuket Phuket
4718.5s 370 Done 359: (13.726314032432393,100.5738180259578) Belgravia Residences, Khlong Toei Bangkok
4723.5s 371 Done 360: (12.420020932432392,99.98031502595781) Bella costa Hua - hin, Pran Buri Prachaubkirikhan
4729.2s 372 Done 361: (13.760068532432392,100.56919412595781) Belle Grand Rama 9 (Belle Avenue), Huai Khwang Bangkok
4735.1s 373 Done 362: (13.699657732432392,100.5371794259578) Belle Park Residence, Yan Nawa Bangkok
4859.1s 374 Error getting lat,lon at 363: (30.270289471066448,-87.58049160712841) Best Western Premier Bayphere Pattaya Condo, Sattahip Chonburi
4859.1s 375 Done 363: (nan,nan) Best Western Premier Bayphere Pattaya Condo, Sattahip Chonburi
4864.4s 376 Done 364: (13.420005432432392,101.0427698259578) Beston Condo, Muang Chon Buri Chonburi
4869.4s 377 Done 365: (13.419897732432393,101.0408605259578) Beston Condo 2, Muang Chon Buri Chonburi
4874.8s 378 Done 366: (13.735115332432393,100.5676349259578) Beverly 33, Watthana Bangkok
4880.3s 379 Done 367: (13.724225332432393,100.5883583259578) Beverly Hills Mansion, Watthana Bangkok
4935.6s 380 Done 368: (13.747799032432393,100.5572783259578) Beverly Tower CondoWatthana Bangkok
4940.7s 381 Done 369: (12.688257732432392,101.2552775259578) Beyond By Sailomyen, Muang Rayong Rayong
4946.0s 382 Done 370: (13.676559532432393,100.6031477259578) Beyond Sukhumvit, Bang Na Bangkok
4991.7s 383 Done 371: (13.806141332432393,100.5130739259578) Bleisure Charan 96/1
4997.1s 384 Done 372: (13.733311532432392,100.5943385259578) Bless Residence Ekkamai, Watthana Bangkok
5002.7s 385 Done 373: (13.773099832432392,100.6343381259578) Bliz Condominium Ladprao 107, Bang Kapi Bangkok
5008.1s 386 Done 374: (13.739969232432392,100.6442659259578) Bliz Condominium Rama 9 - Hua Mak, Suan Luang Bangkok
5013.4s 387 Done 375: (13.710359532432392,100.6017751259578) Blocs 77, Watthana Bangkok
5028.5s 388 Done 376: (13.818585671066451,100.6798069928716) Blossom Condo @ Fashion, Khan Na Yao Bangkok
5043.5s 389 Done 377: (13.83715067106645,100.6577877928716) Blossom Condo @ Fashion Beyond, Khan Na Yao Bangkok
5049.1s 390 Done 378: (13.710774632432393,100.5198902259578) Blossom Condo @ Sathorn - Charoenrat, Sathon Bangkok
5054.1s 391 Done 379: (12.759255732432392,99.9680070259578) Blu Cha am - Hua hin, Cha-Am Petchburi
5179.5s 392 Error getting lat,lon at 380: (46.23571687106645,-63.1311970071284) Blue Lagoon Resort Hua Hin Condo, Cha-Am Petchburi
5179.5s 393 Done 380: (nan,nan) Blue Lagoon Resort Hua Hin Condo, Cha-Am Petchburi
5194.4s 394 Done 381: (12.57099007106645,99.9602728928716) Blue Mountain Hua Hin, Hua Hin Prachaubkirikhan
5209.2s 395 Done 382: (12.782887371066451,100.9089583928716) Blue Ocean Condo, Muang Chon Buri Chonburi
5214.5s 396 Done 383: (14.113670232432392,100.6044781259578) Blue Sky Condominium, Khlong Luang Pathumthani
5219.6s 397 Done 384: (7.884753732432393,98.2817841259578) Blue point Condominium, Kathu Phuket
5224.8s 398 Done 385: (18.80521713243239,99.0248282259578) Boat Condo, Muang Chiang Mai Chiang Mai
5239.6s 399 Done 386: (12.645218471066451,99.95196839287159) Boat House Hua Hin, Cha-Am Petchburi
5344.9s 400 Done 387: (13.76872737106645,100.6136378928716) Bodin Suite Condo, Wang Thonglang Bangkok
5350.1s 401 Done 388: (18.795687432432395,98.9676795259578) Boonyamas Mansion, Muang Chiang Mai Chiang Mai
5356.2s 402 Done 389: (13.785697732432393,100.5707473259578) Boutique Ratchada 17, Din Daeng Bangkok
5371.1s 403 Done 390: (13.78487087106645,100.5698115928716) Boutique Ratchada 2, Din Daeng Bangkok
5377.1s 404 Done 391: (13.832621032432392,100.5699353259578) Bridge Phaholyothin 37, Chatuchak Bangkok
5382.7s 405 Done 392: (13.703744832432392,100.5399750259578) Bridge Sathorn - Narathiwas, Sathon Bangkok
5388.1s 406 Done 393: (13.723854032432392,100.5663456259578) Bright Sukhumvit 24, Khlong Toei Bangkok
5394.2s 407 Done 394: (13.719532532432392,100.4905908259578) Bright Wongwian Yai, Thon Buri Bangkok
5399.7s 408 Done 395: (13.748418332432392,100.5887913259578) Brighton Place, Huai Khwang Bangkok
5494.4s 409 Done 396: (13.783818432432392,100.4940010259578) Brix Condo, Bang Phlat Bangkok
5499.7s 410 Done 397: (13.281705532432392,100.9294250259578) Brixton Campus Bangsaen, Muang Chon Buri Chonburi
5505.5s 411 Done 398: (13.656926532432392,100.6022468259578) Brixton Pet & Play Phahol 50 Station, Sai Mai Bangkok
5511.0s 412 Done 399: (13.886635032432393,100.6030713259578) Brown Condo Phahol - Saphanmai, Bang Khen Bangkok
5516.8s 413 Done 400: (13.780329232432392,100.5800113259578) Brown Ratchada - Huaikwang, Huai Khwang Bangkok
5522.6s 414 Done 401: (13.818313332432393,100.5846824259578) Brown Ratchada 32, Chatuchak Bangkok
5528.2s 415 Done 402: (13.849020832432393,100.5132769259578) Budget Condo Tiwanon, Muang Nonthaburi Nonthaburi
5543.3s 416 Done 403: (13.28811527106645,100.9240019928716) Burapha Bizz II, Muang Chon Buri Chonburi
5549.0s 417 Done 404: (13.740019532432392,100.5897068259578) C Ekkamai, Watthana Bangkok
5555.3s 418 Done 405: (13.802974932432393,100.5701997259578) C Place Ladprao 18, Chatuchak Bangkok
5560.7s 419 Done 406: (13.784283932432393,100.5827998259578) C Style, Huai Khwang Bangkok
5566.1s 420 Done 407: (12.680307132432393,101.2516058259578) C.K.C Rayong Condo, Muang Rayong Rayong
5571.4s 421 Done 408: (12.941246832432393,100.9203092259578) CC Condominium 1, Bang Lamung Chonburi
5576.6s 422 Done 409: (12.920534632432393,100.9096612259578) CC Condominium 2, Bang Lamung Chonburi
5582.1s 423 Done 410: (13.738253332432393,100.5617982259578) CELES Asoke, Watthana Bangkok
5587.6s 424 Done 411: (13.738912532432392,100.5652364259578) CLOUD Residences - SKV 23, Watthana Bangkok
5593.2s 425 Done 412: (13.746172932432392,100.5767772259578) CLOUD Thonglor - Phetchaburi, Huai Khwang Bangkok
5608.3s 426 Done 413: (18.74262337106645,98.9712579928716) CM Garden, Muang Chiang Mai Chiang Mai
5613.5s 427 Done 414: (13.906818032432392,100.5295920259578) CNP Condominium, Pak Kret Nonthaburi
5619.2s 428 Done 415: (13.722259332432392,100.5532503259578) COCO PARC Rama 4, Khlong Toei Bangkok
5625.0s 429 Done 416: (13.749273532432392,100.6364837259578) COCOON RAMA 9, Suan Luang Bangkok
5630.4s 430 Done 417: (13.740798332432393,100.5254065259578) CU Terrace, Pathum Wan Bangkok
5635.5s 431 Done 418: (7.774662632432393,98.3185595259578) Calypso Garden Residences, Muang Phuket Phuket
5640.8s 432 Done 419: (13.688367932432392,100.5141220259578) Canapaya Residences, Bang Kho Laem Bangkok
5655.7s 433 Done 420: (13.40478957106645,101.0111547928716) Cape Town Condo, Muang Chon Buri Chonburi
5661.3s 434 Done 421: (12.682413732432392,101.25710392595781) Carpidiem Condo Town, Muang Rayong Rayong
5666.2s 435 Done 422: (13.112276332432392,100.9497927259578) Casa 1 Condo Sriracha, Si Racha Chonburi
5671.4s 436 Done 423: (18.793589232432396,98.9486116259578) Casa Condo @ CMU, Muang Chiang Mai Chiang Mai
5676.9s 437 Done 424: (13.875850332432393,100.4185967259578) Casa Condo @ MRT Sam Yaek Bang Yai, Bang Yai Nonthaburi
5682.4s 438 Done 425: (13.760407832432392,100.5553472259578) Casa Condo Asoke - Dindaeng, Din Daeng Bangkok
5687.4s 439 Done 426: (18.830222332432392,98.9782434259578) Casa Condo Chiangmai, Muang Chiang Mai Chiang Mai
5693.0s 440 Done 427: (13.713493432432392,100.4763050259578) Casa Condo Ratchada - Ratchaphruek, Thon Buri Bangkok
5698.7s 441 Done 428: (13.713582032432393,100.4772686259578) Casa Condo Ratchada - Thapra, Thon Buri Bangkok
5713.7s 442 Done 429: (13.11227747106645,100.9497913928716) Casa Condo Sriracha, Si Racha Chonburi
5718.9s 443 Done 430: (13.697984232432393,100.6067947259578) Casa Condo Sukhumvit 97, Phra Khanong Bangkok
5724.0s 444 Done 431: (12.920403332432393,100.8612720259578) Casa Espana, Bang Lamung Chonburi
5729.0s 445 Done 432: (13.591996332432393,100.8294007259578) Casa France ABAC Bangna, Bang Sao Thong Samut Prakarn
5734.5s 446 Done 433: (13.730222732432393,100.5911802259578) Casa Viva, Watthana Bangkok
5739.8s 447 Done 434: (13.880747632432392,100.5965551259578) Casa de Sansara, Bang Khen Bangkok
5760.4s 448 Done 435: (13.337651232432393,100.9671250259578) Casalunar Mesto, Chonburi
5765.3s 449 Done 436: (13.250131932432392,100.9316462259578) Casalunar Paradiso, Muang Chon Buri Chonburi
5780.0s 450 Done 437: (13.626723871066451,100.6356121928716) Casitas Condo, Bang Plee Samut Prakarn
5795.2s 451 Done 438: (13.65799767106645,100.6062071928716) Cassia, Muang Samut Prakarn Samut Prakarn
5815.5s 452 Done 439: (13.726132232432393,100.5864151259578) Castle Hill  Mansion, Bangkok
5821.0s 453 Done 440: (13.658697732432392,100.5984551259578) Cattleya Sukhumvit 72, Muang Samut Prakarn Samut Prakarn
5826.5s 454 Done 441: (13.730556232432393,100.5877999259578) Ceil by Sansiri, Watthana Bangkok
5831.8s 455 Done 442: (12.929072732432392,100.88350972595781) Centara Avenue Residences & Suites, Bang Lamung Chonburi
5836.9s 456 Done 443: (13.158912032432392,100.9143692259578) Centara Grand Residence, Sattahip Chonburi
5842.6s 457 Done 444: (12.924965732432392,100.8776686259578) Center Condotel, Bang Lamung Chonburi
5895.0s 458 Done 445: (13.828632032432392,100.5703569259578) Central Ratchayothin Park Condo,
5900.6s 459 Done 446: (13.777955132432393,100.5425678259578) Centric Ari Station, Phaya Thai Bangkok
5906.3s 460 Done 447: (13.784211032432392,100.5440167259578) Centric Place Ari 4 - Phaholyothin, Phaya Thai Bangkok
5911.8s 461 Done 448: (13.780433732432392,100.5740159259578) Centric Ratchada - Huai Khwang, Huai Khwang Bangkok
5917.6s 462 Done 449: (13.790055332432393,100.5735220259578) Centric Ratchada - Suthisan, Din Daeng Bangkok
5923.5s 463 Done 450: (13.831963532432393,100.5713072259578) Centric Ratchayothin, Chatuchak Bangkok
5929.5s 464 Done 451: (13.718696832432393,100.5268389259578) Centric Sathorn - Saint Louis, Sathon Bangkok
5934.9s 465 Done 452: (13.779864232432393,100.5420741259578) Centric Scene Aree 2, Phaya Thai Bangkok
5940.3s 466 Done 453: (13.786056132432392,100.5460873259578) Centric Scene Phaholyothin 9, Phaya Thai Bangkok
5945.5s 467 Done 454: (13.829646232432392,100.5334617259578) Centric Scene Ratchavipha, Bang Sue Bangkok
5951.4s 468 Done 455: (13.683757432432392,100.6101744259578) Centric Scene Sukhumvit 64, Phra Khanong Bangkok
5957.1s 469 Done 456: (12.939530132432392,100.8883182259578) Centric Sea Pattaya, Bang Lamung Chonburi
5963.0s 470 Done 457: (13.840873132432392,100.5123129259578) Centric Tiwanon Station, Muang Nonthaburi Nonthaburi
5968.1s 471 Done 458: (7.886370532432393,98.3674233259578) Centrio Condominium, Muang Phuket Phuket
5973.8s 472 Done 459: (13.794827632432392,100.5884455259578) Centrio Ladprao 48, Huai Khwang Bangkok
5979.2s 473 Done 460: (13.782735232432392,100.5416292259578) Centurion Park, Phaya Thai Bangkok
5984.6s 474 Done 461: (13.806252832432392,100.5668016259578) Century Park, Chatuchak Bangkok
5989.8s 475 Done 462: (13.663970732432393,100.6343243259578) Cerocco Bangna 36, Thon Buri Bangkok
5995.0s 476 Done 463: (12.874822532432393,100.8871896259578) Cetus Beachfront Pattaya, Bang Lamung Chonburi
6000.2s 477 Done 464: (12.763537432432393,99.9724279259578) Cha Am Grand Condotel, Cha-Am Petchburi
6005.6s 478 Done 465: (13.745207032432392,100.5570826259578) Chaidee Mansion, Watthana Bangkok
6011.2s 479 Done 466: (13.719718532432392,100.5881900259578) Chaiyapruk Place, Watthana Bangkok
6016.6s 480 Done 467: (13.729518532432392,100.57837102595781) Chalermnit Art De Maison, Watthana Bangkok
6021.4s 481 Done 468: (7.818933532432393,98.3395530259578) Chalong Inter Ville Condominium, Muang Phuket Phuket
6026.6s 482 Done 469: (13.820071432432393,100.66733102595781) Chambers Cher Ratchada - Ramintra, Khan Na Yao Bangkok
6031.7s 483 Done 470: (13.705182732432393,100.6035115259578) Chambers On Nut Station, Phra Khanong Bangkok
6036.9s 484 Done 471: (13.819843132432393,100.6626230259578) Chambers Ramintra, Khan Na Yao Bangkok
6042.6s 485 Done 472: (13.826304432432392,100.5920255259578) Chambers chaan, Lat Phrao Bangkok
6047.9s 486 Done 473: (13.122785732432392,100.9298675259578) Chambery Sriracha - Laemchabang, Si Racha Chonburi
6053.9s 487 Done 474: (13.733231232432393,100.5294420259578) Chamchuri Square Residence, Pathum Wan Bangkok
6058.9s 488 Done 475: (13.122724232432393,100.9302840259578) Chamonix, Si Racha Chonburi
6064.3s 489 Done 476: (13.914453332432393,100.5297675259578) Champs Elysees Avenue, Pak Kret Nonthaburi
6079.4s 490 Done 477: (13.939656171066451,100.5479558928716) Champs Elysees Chaengwattana, Pak Kret Nonthaburi
6094.5s 491 Done 478: (13.91445447106645,100.5297661928716) Champs Elysees Tiwanon, Pak Kret Nonthaburi
