project_id,project_name,address,ceiling_height,completed_on,no_building,no_floor,total_units,utility_fee,bicycle_parking,cctv,convenience_store,fingerprint_access_control,fitness,jacuzzi,keycard_access_control,kids_playground,library,lift,massage_room,park_bbq_areas,parking,restaurant,sauna,security,shuttle_service,steam_room,swimming_pool,wifi,lat,lon,gg_address,province,district
1,101 Mansion,Bang Kapi Bangkok,,1991.0,5.0,5.0,834.0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.787405132432392,100.6318833259578,"ซอย ลาดพร้าว 101 ซอย 38 Lat Phrao 101 Rd, Khlong Chan, Bang Kapi District, Bangkok 10240, Thailand",Bangkok,Bang Kapi
2,103 Central Condominium,155/4 Saraphi Chiang Mai,,1994.0,1.0,15.0,208.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,18.750808532432394,99.0358666259578,"154 ซอย 3 คอนโด103 Chai Sathan, Saraphi District, Chiang Mai 50140, Thailand",Chiang Mai,Saraphi
3,103 Condominium 1,Muang Chiang Mai Chiang Mai,,,1.0,4.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.79905073243239,98.9654333259578,"Atm Siam Commercial Bank, ซ 12 สาขา Nimmanahaeminda Road, Suthep, Mueang Chiang Mai District, Chiang Mai 50000泰國",Chiang Mai,Mueang Chiang Mai
4,103 Condominium 2,Muang Chiang Mai Chiang Mai,,,1.0,8.0,170.0,,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,18.79581413243239,98.9634255259578,"QXW7+89F, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200, Thailand",Chiang Mai,Mueang Chiang Mai
5,103 Condominium 3,Muang Chiang Mai Chiang Mai,,2012.0,1.0,11.0,0.0,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.79899353243239,98.9654242259578,"5 สุขเกษม, Suthep, Mueang Chiang Mai District, Chiang Mai 50000, Thailand",Chiang Mai,Mueang Chiang Mai
6,103 Condominium 5,Muang Chiang Mai Chiang Mai,,,1.0,7.0,128.0,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18.783672832432394,98.9687752259578,"Suthep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai
7,107 Baring Condo,Muang Samut Prakarn Samut Prakarn,,,1.0,10.0,324.0,,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,13.65613877106645,100.6063992928716,"130 ซอย Bearing 12 Aly, Samrong Nuea, Mueang Samut Prakan District, Chang Wat Samut Prakan 10270, Thailand",Samut Prakan,Mueang Samut Prakan
8,125 SATHORN,Sathon Bangkok,3 m.,2026.0,2.0,36.0,755.0,,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,13.722589832432392,100.5337761259578,"125 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",Bangkok,Sathon
9,15 Suite,Watthana Bangkok,,1996.0,1.0,8.0,75.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.74582707106645,100.5586808928716,"73, 1 Sukhumvit Soi 15, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
10,15 Sukhumvit Residences,Watthana Bangkok,,2013.0,1.0,25.0,514.0,40.0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,13.742003132432393,100.5580810259578,"50 Sukhumvit Soi 15, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
11,168 Sukhumvit 36,Khlong Toei Bangkok,2.6 m.,2019.0,1.0,8.0,105.0,50.0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,13.716995832432392,100.5762800259578,"168 Soi Sukhumvit 36, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei
12,185 Ratchadamri,Pathum Wan Bangkok,3 m.,2014.0,2.0,35.0,265.0,80.0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,13.735390532432392,100.5392834259578,"185 Ratchadamri Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan
13,28 Chidlom,Pathum Wan Bangkok,3.10 m.,2020.0,2.0,20.0,427.0,100.0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,13.746732532432391,100.5440410259578,"28 Chit Lom Alley, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan
14,33 Tower,Watthana Bangkok,,1996.0,1.0,28.0,70.0,,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,13.735788332432392,100.5683302259578,"399 ถนน สุขุมวิท Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
15,333 Riverside,Bang Sue Bangkok,2.7 m.,2017.0,3.0,4.0,950.0,,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,13.806811432432392,100.5195989259578,"333 Pracharat Sai 2 Bang Sue, Bangkok 10800, Thailand",Bangkok,Bang Sue
16,38 Mansion,Khlong Toei Bangkok,,1992.0,1.0,17.0,137.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,13.718218732432392,100.5779599259578,"อาคาร 38 แมนชั่น, 25/28 Soi Sangchai, Phra Khanong, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei
17,39 Suite,Watthana Bangkok,,1996.0,1.0,9.0,60.0,,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,13.736717732432393,100.5743650259578,"6 Soi Phrom Si 1, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Bangkok,Watthana
18,39 by Sansiri,Watthana Bangkok,,2010.0,1.0,32.0,178.0,45.0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,13.731744732432391,100.5704197259578,"11 Soi Sukhumvit 39, Klongton-Nua Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
19,49 Plus,Watthana Bangkok,,2005.0,1.0,9.0,77.0,,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.730522032432392,100.5756162259578,"41, ซอย Sukhum Vit 49, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
20,49 Plus 2,Watthana Bangkok,,2005.0,1.0,8.0,63.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.730522032432392,100.5756162259578,"41, ซอย Sukhum Vit 49, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
21,49 Suite,Watthana Bangkok,,1996.0,1.0,8.0,56.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,13.729459032432391,100.5760061259578,"ซฮย 49 Sukhumvit Road, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
22,59 Heritage,Watthana Bangkok,,2009.0,2.0,27.0,226.0,35.0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.724468632432393,100.5818067259578,"18 ซอย สุขุมวิท 59 Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
23,624 Condolette Ladprao,Bang Kapi Bangkok,,2011.0,2.0,8.0,471.0,30.0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,13.766523232432393,100.6492294259578,"46 Seri Thai Rd, Khlong Chan, Bang Kapi District, Bangkok 10240, Thailand",Bangkok,Bang Kapi
24,624 Condolette Ratchada 36,Chatuchak Bangkok,2.55 m.,2013.0,3.0,8.0,486.0,30.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,13.822095332432392,100.5767487259578,"RHCG+RMQ, Condolette, ซอย รัขดาภิเษก Chan Kasem, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak
25,88 The Terminal,Bang Kruai Nonthaburi,2.4 m.,,1.0,12.0,278.0,35.0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.791762232432392,100.4740223259578,"วัดชลอ Prachim Ratthaya Expy, Bang Kruai, Bang Kruai District, Nonthaburi 11130, Thailand",Nonthaburi,Bang Kruai
26,9 Sriracha,Si Racha Chonburi,,2013.0,1.0,7.0,73.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.15595137106645,100.9346756928716,"444. ม.2 ถนน เก้ากิโล ซอย 9 Tambon Surasak, Si Racha District, Chon Buri 20110, Thailand",Chonburi,Si Racha
27,98 wireless,Pathum Wan Bangkok,,2017.0,1.0,25.0,77.0,,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,13.741672632432392,100.5469343259578,"98 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan
28,@ City Sukhumvit 101/1,Phra Khanong Bangkok,,2009.0,4.0,11.0,799.0,30.0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,13.68789257106645,100.6243242928716,"MJQF+5P4, Wachiratham Sathit 31 Alley, Bang Chak, Phra Khanong, Bangkok 10260, Thailand",Bangkok,Phra Khanong
29,A Plus 2 @ Rattanathibet,Muang Nonthaburi Nonthaburi,2.4 m.,2015.0,1.0,8.0,134.0,39.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.859562032432391,100.5069372259578,"VG54+RQG, Rattanathibech 11, Tambon Bang Kraso, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi
30,A Plus Condo,Muang Nonthaburi Nonthaburi,,2014.0,1.0,8.0,69.0,,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,13.85390587106645,100.5122406928716,"VG36+HV9 เรวดี ซอย 17 Tambon Talat Kwan, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi
31,A Plus Inspire Rattanathibet 11,Muang Nonthaburi Nonthaburi,2.4 m.,2018.0,1.0,8.0,70.0,42.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.858976532432392,100.5067391259578,"Rattanathibet Rd, Tambon Bang Kraso, อำเภอเมือง, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi
32,A Pool Bangna,Bang Na Bangkok,,2013.0,2.0,8.0,238.0,,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,13.664338532432392,100.6316697259578,"72 Bang Na-Trat 32 Alley, Bang Na Tai, Bang Na, Bangkok 10260, Thailand",Bangkok,Bang Na
33,A Space Asoke - Ratchada,Din Daeng Bangkok,,2010.0,9.0,8.0,2177.0,35.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,13.756893432432392,100.5602191259578,"624 Thanon Asok - Din Daeng, Din Daeng, Bangkok 10400, Thailand",Bangkok,Din Daeng
34,A Space Hideaway Asoke - Ratchada,Din Daeng Bangkok,,2010.0,3.0,14.0,439.0,35.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,13.756893432432392,100.5602191259578,"624 Thanon Asok - Din Daeng, Din Daeng, Bangkok 10400, Thailand",Bangkok,Din Daeng
35,A Space ID Asoke - Ratchada,Din Daeng Bangkok,,2009.0,1.0,30.0,547.0,,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,13.756893432432392,100.5602191259578,"624 Thanon Asok - Din Daeng, Din Daeng, Bangkok 10400, Thailand",Bangkok,Din Daeng
36,A Space Kaset - Nawamin,Lat Phrao Bangkok,,2009.0,1.0,8.0,207.0,,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.832849632432392,100.6164663259578,"112 Prasert-Manukitch Rd, Lat Phrao, Bangkok 10230, Thailand",Bangkok,Lat Phrao
37,A Space ME Bangna,Bang Plee Samut Prakarn,,2015.0,1.0,26.0,945.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,13.640080432432391,100.6806890259578,"ทางคู่ขนาน ถนนบางนา-ตราด Bang Kaeo, Bang Phli District, Samut Prakan 10540, Thailand",Samut Prakan,Bang Phli
38,A Space Me Rattanathibet,Muang Nonthaburi Nonthaburi,,2017.0,1.0,22.0,401.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,13.863347332432392,100.4976082259578,"VF7X+82Q, Tambon Bang Kraso, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi
39,A Space Me Sukhumvit 77,Suan Luang Bangkok,2.5 m.,2013.0,3.0,8.0,832.0,,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,13.713241432432392,100.6346895259578,"2367 ซ. อ่อนนุช 37/1 แขวง อ่อนนุช Suan Luang, Bangkok 10250, Thailand",Bangkok,Suan Luang
40,A Space Mega 2,Bang Plee Samut Prakarn,- m.,,2.0,29.0,1001.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,13.641702332432391,100.6785835259578,"JMRH+MCM, Bang Kaeo, Bang Phli District, Samut Prakan 10540, Thailand",Samut Prakan,Bang Phli
41,A Space Play Ratchada - Sutthisarn,Huai Khwang Bangkok,,2009.0,3.0,8.0,499.0,35.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,13.789645232432392,100.5890624259578,"295 Sutthisan Winitchai Rd, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang
42,A Space Sukhumvit 77,Suan Luang Bangkok,,2007.0,8.0,7.0,1600.0,35.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,13.713592332432391,100.6330416259578,"2345 อาคาร Aเอสเปชคอนโด สุขุมวิท 77 ตึกเอ Suan Luang, Bangkok 10250, Thailand",Bangkok,Suan Luang
43,A space mega,Bang Plee Samut Prakarn,- m.,2022.0,1.0,35.0,1328.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.641223632432393,100.6790563259578,"98/1337 Bang Kaeo, Bang Phli District, Samut Prakan 10540, Thailand",Samut Prakan,Bang Phli
44,A.D Resort,Cha-Am Petchburi,,2014.0,5.0,8.0,1128.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,12.87149567106645,99.9162190928716,"225 Moo 6, Tumbol Khun Don Huay, Hua Hin / Cha-am, Thailand 76120 76120 Thailand",Phetchaburi,Cha-am
45,A.D Resort Cha am - Huahin,Cha-Am Petchburi,,,5.0,8.0,1090.0,,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,12.617031442313646,99.95220116629427,"ชายหาด 43/1 Phet Kasem Rd, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110泰國",Phetchaburi,Cha-am
46,AD Bangsaray Lake & Resort,Sattahip Chonburi,,2013.0,6.0,8.0,1257.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,12.76373527106645,100.9025040928716,"100/1020 Moo 2 Bangsaray Sattahip, 20250, Thailand",Chonburi,Sattahip
47,AD Hyatt,Bang Lamung Chonburi,,2011.0,1.0,33.0,521.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,12.96254627106645,100.8912960928716,"507 Na Kluea 16 Alley, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung
48,AD Racha Residence,Bang Lamung Chonburi,,2009.0,1.0,7.0,1353.0,,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,13.161169632432392,100.9315313259578,"261/4 M.2 T.Surasak A Si Racha District, Chon Buri 20110, Thailand",Chonburi,Bang Lamung
49,AD Wongamat,Bang Lamung Chonburi,,2011.0,1.0,35.0,488.0,,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,12.914622032432392,100.8664451259578,"นาเกลือ 16 Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung
50,ADM Platinum Bay,Kathu Phuket,,2021.0,15.0,4.0,432.0,60.0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,7.964212432432393,98.2852156259578,"Kamala, Kathu District, Phuket 83150泰國",Phuket,Kathu
51,ALBAR PENINSULA,Sattahip Chonburi,2.6 m.,2023.0,4.0,8.0,686.0,50.0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,12.817892532432392,100.9160353259578,"150 หมู่ 4 Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",Chonburi,Sattahip
52,AMF Condominium,Phaya Thai Bangkok,,1991.0,1.0,8.0,101.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.793743332432392,100.5513100259578,"QHV2+FGV, Sutthisan Winitchai 3 Alley, Samsen Nai, Phaya Thai, Bangkok 10400, Thailand",Bangkok,Phaya Thai
53,ANDROMEDA Khao Phra Tamnak,Bang Lamung Chonburi,2.7 m.,2019.0,1.0,36.0,216.0,55.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,12.918912532432392,100.8595845259578,"539 moo 12 kasetsin 11 alley Pattaya NUNGPRUE, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung
54,APUS Condominium,Bang Lamung Chonburi,,,2.0,,158.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,12.935573432432392,100.8964414259578,"333 259 Soi Paniad Chang, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung
55,ARC condominium,Lak Si Bangkok,,,,,,,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,13.870645732432392,100.5775627259578,"299 หมู่ 3 Vibhavadi Rangsit 62 Alley, Lane 2, Talat Bang Khen, Lak Si, Bangkok 10210, Thailand",Bangkok,Lak Si
56,ARISE Condo Ratchada 19,Din Daeng Bangkok,2.4 m.,2019.0,1.0,8.0,132.0,50.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,13.801176571066453,100.5716510928716,"327/1, Chatuchak, Bangkok 10900, Thailand",Bangkok,Din Daeng
57,AROM JOMTIEN - PATTAYA,Bang Lamung Chonburi,,2026.0,2.0,45.0,314.0,70.0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,12.891577732432392,100.8736174259578,"โครงการอารมณ์ จอมเทียน Jomtiensaineung Rd, หนองปรือ Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung
58,AROM WONGAMAT,Bang Lamung Chonburi,3.2 m.,2024.0,1.0,55.0,319.0,70.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,12.965124032432392,100.8842886259578,"Na Kluea 16 Alley, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung
59,AROON,Bangkok Noi Bangkok,- m.,,1.0,8.0,61.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.755558832432392,100.4809944259578,"351 Thanon Phran Nok, Ban Chang Lo, Bangkok Noi, Bangkok 10700, Thailand",Bangkok,Bangkok Noi
60,ASHER PRIVÉ SUTTHISAN,Huai Khwang Bangkok,2.4 m.,2020.0,1.0,8.0,79.0,55.0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,13.792044732432393,100.5811327259578,"Amnuai Wat Alley, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang
61,ASHER Ratchada - Huai Khwang,Huai Khwang Bangkok,2.4 m.,2021.0,1.0,8.0,121.0,49.0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,13.785971532432391,100.5848242259578,"12 20 Mithuna Alley, Lane 5, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang
62,ASPIRE Rattanathibet-Weston,Muang Nonthaburi Nonthaburi,,2023.0,1.0,25.0,856.0,45.0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,13.860515832432393,100.5083269259578,"Rattanathibet Rd, Bang Krasaw, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi
63,Aashiana Sukhumvit 26,Khlong Toei Bangkok,,2016.0,1.0,9.0,13.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.725051032432392,100.5720373259578,"59/29 Soi Sukhumvit 26, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei
64,Abac Condotown,Saphan Sung Bangkok,,1994.0,1.0,58.0,587.0,,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.751799132432392,100.6286936259578,"13 Ramkhamhaeng 24 Alley, Lane 34, Hua Mak, Bang Kapi District, Bangkok 10240, Thailand",Bangkok,Saphan Sung
65,Abaconi Living Condo (ABAC Bangna Campus),Bang Bo Samut Prakarn,,2013.0,1.0,8.0,71.0,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,13.615749032432392,100.8456820259578,"118, ตำบลบางบ่อ อำเภอบางบ่อ จังหวัดสมุทรปราการ, 10550 Thailand",Samut Prakan,Bang Bo
66,Ables Ladprao 27,Chatuchak Bangkok,- m.,2011.0,2.0,8.0,154.0,30.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,13.804572632432391,100.5784722259578,"Lat Phrao 27 Alley, Chan Kasem, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak
67,Abstracts Phahonyothin Park,Chatuchak Bangkok,,2012.0,3.0,34.0,1012.0,,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,13.817683432432393,100.5650900259578,"1076 Phahonyothin Road, Chom Phon, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak
68,Abstracts Sukhumvit 66/1,Bang Na Bangkok,,2011.0,2.0,5.0,112.0,,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,13.679785432432393,100.6071202259578,"MJH4+WR9, Sukhumvit Road, Bang Na Nuea, Bang Na, Bangkok 10260, Thailand",Bangkok,Bang Na
69,Acadamia Grand Tower,Watthana Bangkok,,1993.0,1.0,21.0,98.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.729444132432391,100.5729051259578,"43 9 Sukhumvit Road, Khwaeng Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
70,Acqua,Bang Lamung Chonburi,,2014.0,2.0,8.0,309.0,,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,12.893254232432392,100.8760015259578,"31/360 Bang Lamung District, 20150, Thailand",Chonburi,Bang Lamung
71,Adamas Phahonyotin,Phaya Thai Bangkok,,2001.0,1.0,16.0,71.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.779412132432393,100.5392343259578,"QGHQ+QM9 แขวงพญาไท Phaya Thai, Bangkok 10400, Thailand",Bangkok,Phaya Thai
72,Addera Chaengwattana,Pak Kret Nonthaburi,2.5 m.,2012.0,1.0,8.0,176.0,,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,13.904919932432392,100.5315469259578,"11120 Chaeng Wattana-Parkkred 23 Alley, Tambon Khlong Klua, Pak Kret District, Nonthaburi 11120, Thailand",Nonthaburi,Pak Kret
73,Aequa Sukhumvit 49,Watthana Bangkok,- m.,2012.0,1.0,28.0,153.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,13.727680732432392,100.5754730259578,"19, 1 Sukhum Vit 49, Klogton-Nua Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
74,Aeras Pattaya,Bang Lamung Chonburi,2.7 m.,2018.0,2.0,4.0,309.0,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,12.871145132432392,100.8896353259578,"258/1 หมู่ที่ 12 Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung
75,Aguston Sukhumvit 22,Khlong Toei Bangkok,,2009.0,2.0,24.0,269.0,,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,13.725067032432392,100.5647482259578,"140 Sukhumvit Alley 22, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei
76,Airlink Residence,Lat Krabang Bangkok,2.6 m.,2013.0,6.0,8.0,933.0,35.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,13.736357432432392,100.7446364259578,"52/1 Rom Klao Rd, Khlong Sam Prawet, Lat Krabang, Bangkok 10520, Thailand",Bangkok,Lat Krabang
77,Airport Home Condominium,Muang Chiang Mai Chiang Mai,,2015.0,2.0,5.0,292.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,18.7512683324324,98.9557311259578,"440-444 หมู่ที่ 10 Mae Hia, Mueang Chiang Mai District, Chiang Mai 50100, Thailand",Chiang Mai,Mueang Chiang Mai
78,Akesin Place,Muang Nonthaburi Nonthaburi,- m.,2012.0,1.0,25.0,315.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.857763932432391,100.5267902259578,"90 Ngamwongwan Rd, Bang Khen, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi
79,Akesin Tower,Muang Nonthaburi Nonthaburi,,2008.0,4.0,8.0,960.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,13.857763932432391,100.5267902259578,"90 Ngamwongwan Rd, Bang Khen, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi
80,Aland Condo,Sai Noi Nonthaburi,,2022.0,2.0,8.0,691.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,13.974422332432392,100.3358071259578,"91 หมู่ 3 Bang Kruai - Sai Noi Rd, Sai Noi, Sai Noi District, Nonthaburi 11150, Thailand",Nonthaburi,Sai Noi
81,Alisha Court,Bang Na Bangkok,- m.,2011.0,2.0,8.0,70.0,30.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.650521332432392,100.6301549259578,"Sukhumvit 107 Rd 799 Bearing 33 Aly, Samrong Nuea, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",Bangkok,Bang Na
82,Aliss Tiwanon,Muang Nonthaburi Nonthaburi,- m.,2008.0,2.0,12.0,396.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.855046332432392,100.5193562259578,"Talat Kwan, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi
83,Aliss Wongwianyai,Khlong San Bangkok,- m.,2009.0,2.0,5.0,79.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.723279432432392,100.4927348259578,"385 Somdet Phra Chao Tak Sin Rd, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand",Bangkok,Khlong San
