project_id,project_name,address,ceiling_height,completed_on,no_building,no_floor,total_units,utility_fee,bicycle_parking,cctv,convenience_store,fingerprint_access_control,fitness,jacuzzi,keycard_access_control,kids_playground,library,lift,massage_room,park_bbq_areas,parking,restaurant,sauna,security,shuttle_service,steam_room,swimming_pool,wifi,lat,lon,gg_address,province,district
1548,Nue District R9 Rama 9,Huai Khwang Bangkok,0 m.,2025.0,2.0,33.0,1441.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.756075832432392,100.5675745259578,"59 Thanon Rama 9, Khwaeng Huai Khwang, Khet Huai Khwang, Krung Thep Maha Nakhon 10310, Thailand",Bangkok,Huai Khwang
1549,Nue Mega Plus Bangna,Bang Plee Samut Prakarn,,2022.0,1.0,38.0,1005.0,,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,13.650479932432392,100.6798617259578,"Bang Na-Trat Frontage Rd, Bang Kaeo, Bang Phli District, Samut Prakan 10540, Thailand",Samut Prakan,Bang Phli
1550,Nue Noble Centre Bangna,Bang Na Bangkok,- m.,2022.0,2.0,7.0,204.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.669886832432391,100.6358216259578,"2 Soi Bang Na-Trat 23, Khwaeng Bang Na Nuea Bang Na, Bangkok 10260, Thailand",Bangkok,Bang Na
1551,Nue Noble Chaengwattana,Pak Kret Nonthaburi,2.5 m.,2021.0,1.0,31.0,813.0,40.0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,13.895916232432391,100.5490214259578,"Chaeng Watthana Rd, Bang Talat, Amphoe Pak Kret, Nonthaburi 11120, Thailand",Nonthaburi,Pak Kret
1552,Nue Noble Faichai - Wanglang,Bangkok Noi Bangkok,2.5 m.,2023.0,1.0,22.0,355.0,,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.761243532432392,100.4712914259578,"Charan Sanit Wong Rd, Bang Khun Si, Bangkok Noi, Bangkok 10700, Thailand",Bangkok,Bangkok Noi
1553,Nue Noble Ngamwongwan,Muang Nonthaburi Nonthaburi,- m.,2023.0,1.0,37.0,800.0,,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,13.857040732432392,100.5361916259578,"Ngamwongwan Rd Bang Khen (Lat Tanot, Nonthaburi, Mueang Nonthaburi District, 11000, Thailand",Nonthaburi,Mueang Nonthaburi
1554,Nue Noble Ratchada - Lat Phrao,Chatuchak Bangkok,0 m.,2023.0,1.0,34.0,565.0,,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,13.801954432432392,100.5750049259578,"รัชดา, 39 Lat Phrao Rd, Khwaeng Chan Kasem, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak
1555,Nue Noble Srinakarin - Lasalle,Muang Samut Prakarn Samut Prakarn,0 m.,2022.0,1.0,43.0,1014.0,,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,13.653473732432392,100.6425911259578,"Srinakarin Rd, Samrong Nuea, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",Samut Prakan,Mueang Samut Prakan
1556,Nue Riverest Ratburana,Rat Burana Bangkok,2.6 m.,2025.0,8.0,19.0,1517.0,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,13.675936132432392,100.5166823259578,"Rat Burana Rd, Rat Burana, Bangkok 10140, Thailand",Bangkok,Rat Burana
1557,Nueng Condominium Chaengwattana,Lak Si Bangkok,,1991.0,2.0,9.0,465.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,13.893418832432392,100.5631137259578,"36/51 36/52-283 Chaeng Watthana Rd, Thung Song Hong, Lak Si, Bangkok 10210, Thailand",Bangkok,Lak Si
1558,Numchok Condominium,Bang Kapi Bangkok,,,,12.0,,,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,13.759972932432392,100.6516227259578,"139 1 Ramkhamhaeng 60/3 Alley, Hua Mak, Bang Kapi District, Bangkok 10240, Thailand",Bangkok,Bang Kapi
1559,Nung Condominium Rattanathibet,Muang Nonthaburi Nonthaburi,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.869182332432391,100.4817921259578,"261 Soi Nonthaburi 13/1, Tambon Bang Kraso, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi
1560,Nusa State Tower,Bang Rak Bangkok,,2001.0,1.0,68.0,166.0,,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,13.721481732432393,100.5168924259578,"1055 Si Lom, Silom, Bang Rak, Bangkok 10500, Thailand",Bangkok,Bang Rak
1561,Nusasiri Grand,Khlong Toei Bangkok,,2007.0,2.0,22.0,,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.719293632432391,100.5846131259578,"2/70 ซอย สุขุมวิท 42, Sukhumvit Road, Phra Khanong, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei
1562,Nye by Sansiri,Khlong San Bangkok,2.7 m.,2015.0,2.0,30.0,636.0,,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,13.721834732432391,100.4979593259578,"333 Krung Thon Buri Road, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand",Bangkok,Khlong San
1563,O2 Hip,Pathum Wan Bangkok,2.7 m.,2010.0,1.0,7.0,48.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,13.745061932432392,100.5493796259578,"1041 8 Soi Nai Loet, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan
1564,OKA HAUS Sukhumvit 36,Khlong Toei Bangkok,2.7 m.,2021.0,1.0,47.0,1178.0,65.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,13.715895032432392,100.5748611259578,"3399 Rama IV Rd, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei
1565,ONCE PATTAYA,Bang Lamung Chonburi,2.7 m.,2021.0,1.0,32.0,427.0,50.0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,12.947962432432393,100.8964949259578,"15 99 หมู่ 6 ถนนเฉลิมพระเกียรติ บางละมุง Amphoe Bang Lamung, Chon Buri 20150, Thailand",Chonburi,Bang Lamung
1566,ONEDER Kaset,Chatuchak Bangkok,2.45 m.,2022.0,3.0,8.0,585.0,45.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,13.849574232432392,100.5582790259578,"99 Ngamwongwan Rd, Lat Yao, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak
1567,Ocas Hua Hin,Hua Hin Prachaubkirikhan,,2012.0,7.0,4.0,179.0,50.0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,12.625346732432392,99.9510035259578,"JXG2+4CJ, Petchkasem Rd, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin
1568,Ocean Grand Residence Mittraphap - Khon Kaen,Muang Khon Kaen Khon Kaen,2.55 m.,2022.0,1.0,8.0,236.0,,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,16.447827732432394,102.8293385259578,"789 หมู่ 16 Thanon Mittraphap, Tambon Nai Mueang, Mueang Khon Kaen District, Khon Kaen 40000, Thailand",Khon Kaen,Mueang Khon Kaen
1569,Ocean Horizon Beachfront Condo Pattaya,Sattahip Chonburi,- m.,2022.0,8.0,7.0,1248.0,,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,12.850173832432391,100.9047386259578,"10 224 ม. 2 นาจอมเทียน Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",Chonburi,Sattahip
1570,Ocean Marina - San Marino,Sattahip Chonburi,,2014.0,1.0,32.0,132.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,12.82766647106645,100.9097963928716,"167 Sukhumvit Road, Na Chom Thian, Sattahip District, Chang Wat Chon Buri 20250, Thailand",Chonburi,Sattahip
1571,Ocean Marina Yacht Club,Sattahip Chonburi,,2021.0,1.0,36.0,268.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,12.827665332432392,100.9097977259578,"167 Sukhumvit Road, Na Chom Thian, Sattahip District, Chang Wat Chon Buri 20250, Thailand",Chonburi,Sattahip
1572,Ocean Portofino Jomtien,Sattahip Chonburi,,2008.0,1.0,36.0,268.0,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,12.829889032432392,100.9097273259578,"888 m.4 Sukhumvit Road, Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",Chonburi,Sattahip
1573,Ocean Residence Mittraphap - Khon Kaen,Muang Khon Kaen Khon Kaen,,2019.0,1.0,8.0,221.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,16.447833832432394,102.8301631259578,"243 173 Chan Uthit Rd, Tambon Nai Mueang, Amphoe Mueang Khon Kaen, Khon Kaen 40000泰國",Khon Kaen,Mueang Khon Kaen
1574,Ocean Sands,Thalang Phuket,,,5.0,7.0,213.0,,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,8.017877764718165,98.30540163445919,"26/1 Khok Tanode, Soi 14, Choeng Thale, Thalang District, Phuket 83110",Phuket,Thalang
1575,Okas Sukumvit 105,Bang Na Bangkok,,2015.0,1.0,8.0,74.0,35.0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.662089932432393,100.6121759259578,"20 Lasalle 19 Alley, Bang Na Tai, Bang Na, Bangkok 10260, Thailand",Bangkok,Bang Na
1576,Olympus City Garden,Bang Lamung Chonburi,- m.,2019.0,6.0,8.0,1060.0,40.0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,12.919478032432393,100.8835963259578,"Soi Kho Pai 4, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung
1577,Omni Tower,Khlong Toei Bangkok,- m.,,1.0,34.0,90.0,,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,13.737685332432392,100.5533102259578,"69 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei
1578,One Ladprao 15,Chatuchak Bangkok,,2009.0,1.0,9.0,87.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.809176232432392,100.5709114259578,"7 Lat Phrao 15 Alley, Lane 1, Chom Phon, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak
1579,One Ladprao 18,Chatuchak Bangkok,,2009.0,1.0,8.0,153.0,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,13.80771067106645,100.5698795928716,"33 Lat Phrao Rd, Chom Phon, 10900 Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak
1580,One Ladprao Station,Chatuchak Bangkok,,2009.0,1.0,8.0,142.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,13.807709532432392,100.5698809259578,"33 Lat Phrao Rd, Chom Phon, 10900 Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak
1581,One Plus Business Park 1,Muang Chiang Mai Chiang Mai,- m.,2013.0,1.0,7.0,78.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.805000171066453,99.0248959928716,"คอนโดวันพลัส บิสสิเนสพาร์ค 1 โครงการเชียงใหม่บิสสิเนสพาร์ค หนองป่าครั่ง Mueang Chiang Mai District, Chiang Mai 50000, Thailand",Chiang Mai,Mueang Chiang Mai
1582,One Plus Business Park 2,Muang Chiang Mai Chiang Mai,- m.,2013.0,1.0,7.0,78.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.80489003243239,99.0247653259578,"คอนโดวันพลัส บิสสิเนสพาร์ค 2 เชียงใหม่บิสสิเนสพาร์ค ซอย 2 Nong Pa Khrang Sub-district, Mueang Chiang Mai District, Chiang Mai 50000, Thailand",Chiang Mai,Mueang Chiang Mai
1583,One Plus Business Park 3,Muang Chiang Mai Chiang Mai,- m.,2014.0,1.0,7.0,59.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,18.8050873324324,99.0248526259578,"R24F+2WQ, Tambon Nong Pa Khrang, Mueang Chiang Mai District, Chiang Mai 50000, Thailand",Chiang Mai,Mueang Chiang Mai
1584,One Plus Business Park 4,Muang Chiang Mai Chiang Mai,- m.,2017.0,1.0,7.0,78.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.805841171066447,99.0244977928716,"คอนโดวันพลัส บิสสิเนสพาร์ค 4 โครงการเชียงใหม่บิสสิเนสพาร์ค หนองป่าครั่ง Mueang Chiang Mai District, Chiang Mai 50000, Thailand",Chiang Mai,Mueang Chiang Mai
1585,One Plus Business Park 5,Muang Chiang Mai Chiang Mai,,,1.0,7.0,65.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,18.806203342313644,99.02430516629428,"คอนโดวันพลัส บิสสิเนสพาร์ค 5 ในโครงการเชียงใหม่บิสสิเนสพาร์ค Mueang Chiang Mai District, Chiang Mai 50000泰國",Chiang Mai,Mueang Chiang Mai
1586,One Plus Huay Kaew,Muang Chiang Mai Chiang Mai,- m.,2014.0,1.0,7.0,70.0,,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.804804371066453,98.9643124928716,"Huay Kaew Rd, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Chiang Mai,Mueang Chiang Mai
1587,"One Plus Jed yod 1,2",Muang Chiang Mai Chiang Mai,- m.,2015.0,2.0,7.0,156.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.81309017106645,98.9770846928716,"คอนโดวันพลัส เจ็ดยอด 1 & 2 ซอยรร.พาณิชยการลานนา ติดกรมทางหลวงชนบท ช้างเผือก Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Chiang Mai,Mueang Chiang Mai
1588,One Plus Kamthieng,Muang Chiang Mai Chiang Mai,- m.,2014.0,1.0,7.0,78.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.810782471066453,98.9921167928716,"คอนโดวันพลัสคำเที่ยง Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Chiang Mai,Mueang Chiang Mai
1589,"One Plus Klong Chon 2,3",Muang Chiang Mai Chiang Mai,,2014.0,2.0,7.0,140.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.80077443243239,98.9608460259578,"51 Chonprathan Rd, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200, Thailand",Chiang Mai,Mueang Chiang Mai
1590,One Plus Mahidol,Muang Chiang Mai Chiang Mai,- m.,2013.0,1.0,7.0,72.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.76730917106645,98.9854839928716,"Mahidol Rd, Pa Daet Sub-district, Mueang Chiang Mai District, Chiang Mai 50100, Thailand",Chiang Mai,Mueang Chiang Mai
1591,One Plus Mahidol 5,Muang Chiang Mai Chiang Mai,- m.,2020.0,1.0,7.0,72.0,,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,18.76055843243239,99.0187233259578,"160 Mahidol Rd, Nong Hoi Sub-district, Mueang Chiang Mai District, Chiang Mai 50000, Thailand",Chiang Mai,Mueang Chiang Mai
1592,One Plus Mahidol 6,Muang Chiang Mai Chiang Mai,,2022.0,1.0,7.0,72.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,18.760675871066454,99.0193472928716,"คอนโดวันพลัส มหิดล 6 Mueang Chiang Mai District, Chiang Mai 50000, Thailand",Chiang Mai,Mueang Chiang Mai
1593,"One Plus Suan Dok 1,2,3",Muang Chiang Mai Chiang Mai,- m.,2013.0,3.0,5.0,156.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.786232032432395,98.9678356259578,"2 Suan Dok Rd, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200, Thailand",Chiang Mai,Mueang Chiang Mai
1594,"One Plus Suan Dok 4,5,6",Muang Chiang Mai Chiang Mai,- m.,2015.0,3.0,7.0,194.0,,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,18.786795371066454,98.9736943928716,"คอนโดวันพลัส สวนดอก 5 สุเทพ Mueang Chiang Mai District, Chiang Mai 50200, Thailand",Chiang Mai,Mueang Chiang Mai
1595,"One Plus Suan Dok 7,8",Muang Chiang Mai Chiang Mai,- m.,2020.0,2.0,4.0,121.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,18.78454707106645,98.9678342928716,"คอนโดวันพลัส Suan Dok Road 7, ซ.6, Suthep Road Suan Dok Rd, Mueang Chiang Mai District, Chiang Mai 50200, Thailand",Chiang Mai,Mueang Chiang Mai
1596,One Plus Suandok 10,Muang Chiang Mai Chiang Mai,,2023.0,1.0,4.0,63.0,,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,18.783063371066447,98.9711227928716,"คอนโด วันพลัส สวนดอก 10 Sirorot Rd, Suthep, Mueang Chiang Mai District, Chiang Mai 50200, Thailand",Chiang Mai,Mueang Chiang Mai
1597,One Plus Suandok 9,Muang Chiang Mai Chiang Mai,,2023.0,1.0,4.0,71.0,,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,18.78276967106645,98.9708174928716,"คอนโดวันพลัส สวนดอก 9 Sirorot Rd, Suthep, Mueang Chiang Mai District, Chiang Mai 50200, Thailand",Chiang Mai,Mueang Chiang Mai
1598,One Ratchada-Ladprao,Din Daeng Bangkok,,2009.0,1.0,8.0,103.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,13.799688432432392,100.5737509259578,"QHXF+VGC, Soi Vibhavadi Rangsit 16, Din Daeng, Bangkok 10400, Thailand",Bangkok,Din Daeng
1599,One Sathorn,Yan Nawa Bangkok,,2007.0,1.0,9.0,69.0,45.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.712501032432392,100.5490392259578,"242 ซอย เย็นอากาศ 2 Yen Akat Rd, Chong Nonsi, Yan Nawa, Bangkok 10120, Thailand",Bangkok,Yan Nawa
1600,One Siam,Pathum Wan Bangkok,,2009.0,1.0,8.0,147.0,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,13.74496407106645,100.5338793928716,"388 Rama I Rd, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan
1601,One Soho,Samphanthawong Bangkok,- m.,2009.0,1.0,8.0,48.0,55.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,13.736297732432392,100.5141984259578,"1980 Khao Lam Rd, Talat Noi, Samphanthawong, Bangkok 10100, Thailand",Bangkok,Samphanthawong
1602,One Sukhumvit 52,Phra Khanong Bangkok,,2009.0,1.0,8.0,95.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,13.703992632432392,100.5996244259578,"88 Sukhumvit Road, Phra Khanong, Khlong Toei, Bangkok 10260, Thailand",Bangkok,Phra Khanong
1603,One Thonglor Station,Khlong Toei Bangkok,,2009.0,1.0,8.0,132.0,35.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,13.721655932432393,100.5804694259578,"26 ซ. เหมวงศ์ Phra Khanong, Khet Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei
1604,One Tower Pratamnak,Bang Lamung Chonburi,- m.,2018.0,1.0,20.0,216.0,,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,12.915016032432392,100.8594440259578,"352 428 Phra Tam Nak 4 Alley, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung
1605,One X Sathorn-Narathiwat,Yan Nawa Bangkok,,2009.0,4.0,9.0,493.0,40.0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,13.700039932432391,100.5357138259578,"297 , Soi Wat Phomaen Khunaram, Chong Nonsi, Yan Nawa, Bangkok 10120, Thailand",Bangkok,Yan Nawa
1606,One X Sukhumvit 26,Khlong Toei Bangkok,,2009.0,1.0,28.0,329.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,13.725092632432393,100.5686692259578,"48 Soi Sukhumvit 26, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei
1607,"One plus CMU  (1,2,3)",Muang Chiang Mai Chiang Mai,- m.,2014.0,1.0,5.0,60.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.79993857106645,98.9588575928716,"Suthep, Mueang Chiang Mai District, Chiang Mai 50200, Thailand",Chiang Mai,Mueang Chiang Mai
1608,"One plus Jed Yod 3,4",Muang Chiang Mai Chiang Mai,- m.,2018.0,2.0,7.0,126.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.81236523243239,98.9720000259578,"คอนโดวันพลัส เจ็ดยอด 3 ซ.ท่าจีนชมจันทร์ ช้างเผือก Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Chiang Mai,Mueang Chiang Mai
1609,"One plus nineteen 1,2",Muang Chiang Mai Chiang Mai,- m.,2015.0,2.0,7.0,156.0,,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,18.76880177106645,98.9910593928716,"Mahidol Rd, Chang Khlan Sub-district, Mueang Chiang Mai District, Chiang Mai 50100, Thailand",Chiang Mai,Mueang Chiang Mai
1610,One9Five Asoke - Rama 9,Huai Khwang Bangkok,2.7 m.,2022.0,2.0,61.0,1911.0,55.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,13.756181932432392,100.5682686259578,"195 9 Soi Rama 9 Soi 5, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Huai Khwang
1611,"Oneplus Nineteen 3,4",Muang Chiang Mai Chiang Mai,- m.,,2.0,7.0,78.0,45.0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,18.767820071066453,98.9910638928716,"คอนโดวันพลัส นายน์ทีน 3 ถนนมหิดล ช้างคลาน Mueang Chiang Mai District, Chiang Mai 50100, Thailand",Chiang Mai,Mueang Chiang Mai
1612,Onvida Grand Condo,Muang Samut Prakarn Samut Prakarn,,,,8.0,,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,13.629473432432391,100.6216092259578,"2229 Atthasit Alley, Tambon Thepharak, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",Samut Prakan,Mueang Samut Prakan
1613,Onyx Phaholyothin,Phaya Thai Bangkok,2.65 m.,2013.0,1.0,26.0,620.0,35.0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,13.791598232432392,100.5485474259578,"QGRX+JCV, BTS Saphankwai, Phaholyothin Rd, แขวงพญาไท Phaya Thai, Bangkok 10400, Thailand",Bangkok,Phaya Thai
1614,Orchid Place,Doi Saket Chiang Mai,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.812112032432395,98.9793803259578,"Chotana 22, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Chiang Mai,Doi Saket
1615,Oriental Residence,Pathum Wan Bangkok,,2010.0,1.0,32.0,44.0,70.0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,13.738342932432392,100.5464048259578,"110 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan
1616,Oriental Towers,Watthana Bangkok,,1995.0,1.0,33.0,70.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,13.730528732432392,100.5888359259578,"25 Ekkamai 12 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana
1617,Origin Play Bangkhunnon Triple Station,Bangkok Noi Bangkok,,2025.0,1.0,30.0,,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.765568932432393,100.4726330259578,"Bang Khun Non, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700, Thailand",Bangkok,Bangkok Noi
1618,Origin Play Sri Udom Station,Phra Khanong Bangkok,,,,,0.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.678411232432392,100.6285837259578,"MJHH+9C8, Bang Chak, Phra Khanong, Bangkok 10260, Thailand",Bangkok,Phra Khanong
1619,Origin Plug & Play Nonthaburi Station,Muang Nonthaburi Nonthaburi,"2.6,4.2 m.",2024.0,1.0,33.0,999.0,55.0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,13.868335932432393,100.4908697259578,"34 Rattanathibet Rd, Tambon Bang Kraso, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi
1620,Origin Plug & Play Ramkhamhaeng Triple Station,Bang Kapi Bangkok,4.2 m.,,1.0,23.0,482.0,,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,13.764303632432393,100.6510549259578,"QM72+PCF, Ramkhamhaeng Alley 103, Hua Mak, Bang Kapi District, Bangkok 10240, Thailand",Bangkok,Bang Kapi
1621,Origin Plug & Play Sirindhorn Station,Bang Phlat Bangkok,4.2 m.,2022.0,1.0,28.0,1037.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,13.785705732432392,100.4905897259578,"91 Sirindhorn Rd, Bang Phlat, Bangkok 10700, Thailand",Bangkok,Bang Phlat
1622,Origin place bangna,Bang Na Bangkok,,,1.0,,,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.665403732432392,100.6430615259578,"59 Bang Na-Trat 48 Alley, Bang Na Tai, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na
1623,Origins Bangmod - Rama 2,Bang Khun Thian Bangkok,2.5 m.,2015.0,1.0,19.0,367.0,35.0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,13.674484332432392,100.4581884259578,"666/1 Rama II Rd, Bang Mot, Chom Thong, Bangkok 10150, Thailand",Bangkok,Bang Khun Thian
1624,Origins Rama 2,Chom Thong Bangkok,- m.,2012.0,2.0,8.0,471.0,25.0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,13.67448547106645,100.4581870928716,"666/1 Rama II Rd, Bang Mot, Chom Thong, Bangkok 10150, Thailand",Bangkok,Chom Thong
1625,Oxygen Condominium,Thalang Phuket,,2010.0,4.0,2.0,26.0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7.792934932432392,98.3193338259578,"98/2, SaiYuan road, Rawai, Phuket, Thailand, 83130, Soi Saiyuan, Rawai, Mueang Phuket District, Phuket 83130, Thailand",Phuket,Thalang
