no,project_name,gg_address,province,district,lat,lon
1963,Regent home bangna,"Sanphawut Rd, Bang Na Tai, Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.67368063,100.6024201
1964,Regent on the Park 1,"32 Soi Sukhumvit 26, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72606273,100.5691864
1965,Regent on the Park 2,"43 Sukhumvit 61, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.72682933,100.58333
1966,Regent on the Park 3,"185 Soi Sukhumvit 39, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74230177,100.573409
1967,Rende Sukhumvit 23,"ซอย สุขุมวิท 23 ซอย ประสานมิตร Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73904993,100.5642851
1968,Renova Residence Chidlom,"1049 Soi Nai Loet, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.74559313,100.5494675
1969,Residence 187,"18 Sukhumvit 7 Alley, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74346913,100.555358
1970,Residence 52,"Sukhumvit 52 Alley, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.70231733,100.5990206
1971,Residency Height Condominium,"12 109 Inthamara 33 Alley, Din Daeng, Bangkok 10400泰國",Bangkok,Din Daeng,13.79274393,100.5628846
1972,Resorta Yen-akat,"270, 87 Soi Amon, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.71092327,100.5485966
1973,Resta Resort Condo,"8 Chaeng Watthana 12 Yeak 2 Alley, Thung Song Hong, Lak Si, Bangkok 10210泰國",Bangkok,Lak Si,13.89435707,100.564113
1974,Rewadee Condiminium,"ถนน รัตนาธิเบศร์ บางกระสอ Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.86368617,100.49806
1975,Rhythm  Ratchada,"218 Ratchadaphisek Rd, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.77798567,100.574486
1976,Rhythm Asoke,"299 Thanon Asok - Din Daeng, Makkasan, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi,13.75442703,100.5641077
1977,Rhythm Asoke ll,"388 ถนน อโศก-ดินเเดง เเขวง บางกะปิ Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.75383743,100.5650075
1978,Rhythm Ekkamai,"11 Soi Sukhumvit 63, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.72282457,100.584159
1979,Rhythm Phahol - Ari,"1377 Phahonyothin Road, แขวงพญาไท Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.78895363,100.5454557
1980,Rhythm Rangnam,"10 Rang Nam Alley, Thanon Phaya Thai, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi,13.76103353,100.5369706
1981,Rhythm Ratchada - Huai Khwang,"218 Ratchadaphisek Rd, Huai Khwang, Bangkok 10310泰國",Bangkok,Din Daeng,13.77798567,100.574486
1982,Rhythm Sathorn,"141 Sathon 21 Alley, Yan Nawa, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.71695927,100.5166153
1983,Rhythm Sathorn - Narathiwas,"Rhythm Sathorn-Narathiwas, Thung Maha Mek, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.71885033,100.53241
1984,Rhythm Sukhumvit 36 - 38,"55 Sukhumvit Road, พระโขนง Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72186823,100.5769033
1985,Rhythm Sukhumvit 42,"Sukhumvit 42, Phra Khanong, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.71775273,100.585345
1986,Rhythm Sukhumvit 44/1,"Sukhumvit Road, Phra Khanong, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.71517123,100.5908518
1987,Rhythm Sukhumvit 50,"8 Sukhumvit 50 Aly, Phra Khanong, Khlong Toei, Bangkok 10260泰國",Bangkok,Khlong Toei,13.70651553,100.599504
1988,Rich Park @ Chaophraya,"Rattanathibet Rd, Sai Ma, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.87052573,100.4695488
1989,Rich Park @ Triple Station,"591 Srinakarin Rd, Suan Luang, Bangkok 10250泰國",Bangkok,Suan Luang,13.73732493,100.6429833
1990,Rich Park @Taopoon Interchange,"410 007 Pracha Rat Sai 2 Rd, Khwaeng Bang Sue, Bang Sue, Bangkok 10800泰國",Bangkok,Bang Sue,13.80585283,100.5288502
1991,Rich Park Terminal @Phahonyothin 59,"144 Phahonyothin Road, Anusawari, Bang Khen, Bangkok 10220泰國",Bangkok,Lak Si,13.88243253,100.6004863
1992,Richmond Palace,"26, 141 Soi Sukhumvit 43, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73058833,100.5746876
1993,Richpark @ Bangson Station,"973 Krungthep-Nonthaburi 29 Alley, Wong Sawang, Bang Sue, Bangkok 10800泰國",Bangkok,Bang Sue,13.82288633,100.5322618
1994,Richy Tower,"299 , Phet Kasem Road , Pak Klong Phasi Charoen , 10160 Phasi Charoen , Bangkok, 10160泰國",Bangkok,Phasi Charoen,13.72276923,100.4622977
1995,Rill Condo,"XJC3+GJV, Lak Hok, Mueang Pathum Thani District, Pathum Thani 12130泰國",Pathum Thani,Mueang Pathum Thani,13.97135613,100.6040417
1996,Rim Nam Condominium,"9/52 On Nut Rd, Phra Khanong Nuea, Suan Luang, Bangkok 10250泰國",Bangkok,Suan Luang,13.71226743,100.6156541
1997,Rimtara Residence,"376 243 Rama III Rd, Bang Khlo, Bang Kho Laem, Bangkok 10120泰國",Bangkok,Bang Kho Laem,13.68787373,100.5101381
1998,Rin House,"76/9 Soi Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74187583,100.5717064
1999,Rise Rama 9,"Rama IX Rd, Bang Kapi, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.75109263,100.5985356
2000,River Heaven,"2258 Charoen Krung Rd, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120泰國",Bangkok,Bang Kho Laem,13.70210513,100.5002583
2001,River House Condominium,"764 Lat Ya Rd, Khlong San, Bangkok 10600泰國",Bangkok,Khlong San,13.73013033,100.5104546
2002,River Park Condotel,"XJ6H+M2R, Phahon Yothin 72 Alley, Khu Khot, Lam Luk Ka District, Pathum Thani 12130泰國",Pathum Thani,Lam Luk Ka,13.96172517,100.6274985
2003,Riverine Place,"167 Phibun Songkhram Rd, Tambon Suan Yai, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.82858313,100.5006979
2004,Riverside Villa,"257 Charoen Nakhon Rd, Samre, Thon Buri, Bangkok 10600泰國",Bangkok,Bang Kho Laem,13.70523017,100.4910637
2005,Riviera Muangtongtani,"ถนน จอมเทียนสายสอง ซอย 13 Bang Lamung District, Chon Buri 20150泰國",Nonthaburi,Pak Kret,12.88259917,100.886107
2006,Riviera up,"226/6 Bond St, Ban Mai, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.92793543,100.5328258
2007,Rizzo Condo Bangkrang,"หมู่ที่ 5 เลขที่ 90 Bang Kruai - Sai Noi Rd, Bang Krang, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.84094133,100.4423744
2008,Rooks Condotel,"10/9 Sirorot Rd 1, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.78756773,98.97253563
2009,Royal Beach Condotel,"WVF7+54J, Muang Pattaya, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.92296613,100.8627737
2010,Royal Castle,"30 Soi Sukhumvit 39, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73437257,100.5720082
2011,Royal Cliff Garden,"WVG6+MX4, Muang Pattaya, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.92664153,100.8624612
2012,Royal Hill Resort,"228, Bo Win, Si Racha District, Chon Buri 20230泰國",Chonburi,Si Racha,13.02657647,101.0819623
2013,Royal Nine Residence,"รอยัลไนน์ เรสซิเดนท์ Soi Rama IX 17, Bang Kapi, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.75863983,100.5915724
2014,Royal Park,"19/2 Ari 4 Fang Nua Alley, แขวงพญาไท Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.78358704,100.5441065
2015,Royal Park 3 Ari - Paholyothin,"QGJR+3W4 แขวงพญาไท Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.78014723,100.5423219
2016,Royal Residence Park,"99 Royal Resident Park Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.73450823,100.5464736
2017,Royal River Place,"950 Rama III Rd, Bang Phong Phang, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.67357013,100.5456921
2018,Royal Tower 3,"34 Phaya Thai Rd, Thung Phaya Thai, Ratchathewi, Bangkok 10400泰國",Bangkok,Phaya Thai,13.75771157,100.5337053
2019,Royal Tower Condominium,"Royal Tower Condominium, 40 Chaengwatthana-Pakkret 28, Bang Talat, Pak Kret District, Nonthaburi 11120泰國",Nonthaburi,Pak Kret,13.90193313,100.5293376
2020,Royce Private Residences,"61 Soi Sukhumvit 31, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74035533,100.5660563
2021,Ruamchok Condo View 1,"418 Phra Tamnak, Pattaya City, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.91049017,100.8590201
2022,Ruamchok Condo View 2,"Moo 12 Khao Pratumnak, Soi 5, Bang Lamung District, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.91094123,100.857519
2023,Ruamjai Heights,"85 Sukhumvit Soi 15, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74719123,100.5588343
2024,Ruamrudee Garden House,"179 Ratchadamri Rd, Khwaeng Lumphini, Khet Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.73650867,100.5405168
2025,Ruamrudee House,"50 Soi Ruamrudee Community, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Samphanthawong,13.73468037,100.5482302
2026,Ruamsuk Condo,"พร้อมสุข คอนโดมิเนียม, Promsuk Condominium, 23 Attha Kawi 1 Alley, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72138493,100.5707109
2027,Ruan Kum Tower,"Suthep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.79566083,98.96430693
2028,Ruansap Condo,"9 Sukhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Thung Khru,13.72653097,100.5674453
2029,Rudee Place,"119/15-43 Soi Ruam Rudi 2, Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.73620013,100.5508526
2030,Ruenrom Condominium 2,"579 1 Rama 2 Rd, Bang Mot, Chom Thong, Bangkok 10150泰國",Bangkok,Bang Kapi,13.67887147,100.4683365
2031,Ruenrudee Condominium,"19 Sukhumvit 1 Alley, Khlong Toei Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.74554813,100.551259
2032,Runesu Thonglor 5,"82 Padi Madi Alley, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73094983,100.5794531
2033,Rungrueng Condo Town,"576 Saha Kan Pramun Alley, Wang Thonglang, Bangkok 10130泰國",Bangkok,Wang Thonglang,13.77235043,100.5965958
2034,Rungsit Tower Condo,"XJC3+GJV, Lak Hok, Mueang Pathum Thani District, Pathum Thani 12130泰國",Pathum Thani,Thanyaburi,13.97132804,100.6040409
2035,S 1 park,"153 154 Don Hua Lo, Chon Buri District, Chang Wat Chon Buri 20000泰國",Chonburi,Mueang Chonburi,13.42181777,101.0405901
2036,S Condo Chiangmai,"7 Siri Mangkalajarn Rd, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.79646923,98.97240893
2037,S Condo Sukhumvit 50,"1332 Sukhumvit 50 Aly, Phra Khanong, Khlong Toei, Bangkok 10260泰國",Bangkok,Khlong Toei,13.70348303,100.5907163
2038,S Fifty South Pattaya,"คอนโดมิเนียม S Pattaya Rd, Pattaya City, Amphoe Bang Lamung, Chon Buri 20150泰國",Chonburi,Bang Lamung,12.91137293,100.8940474
2039,S&S Sukhumvit,"125 Sukhumvit Road, Khwaeng Phra Khanong, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.71108723,100.5928955
2040,S.C.C. Residence,"42/3 ซ.สุขุวิท 31, ถ.สุขุมวิท, ข.คลองเตย ข.วัฒนา กรุงเทพมหานคร, 10110 10110泰國",Bangkok,Watthana,13.74023053,100.5677131
2041,S.L.D. Condo,"13 Soi Saladang 1, Rama IV Rd, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72605733,100.540378
2042,S.V. City Rama 3,"900 1-36 Rama III Rd, Bang Phong Phang, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.67249287,100.5440275
2043,S1 Rama 9,"Thanon Rama 9, Suan Luang, Bangkok 10250泰國",Bangkok,Suan Luang,13.74398263,100.6304326
2044,S47 Sukhumvit,"19 Sukhumvit 47 Alley, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73104873,100.5744102
2045,S9,"Bang Rak Yai, Bang Bua Thong District, Nonthaburi 11110泰國",Nonthaburi,Bang Bua Thong,13.87830847,100.4466339
2046,SASARA Hua Hin,"138/2 Soi Ao Hua Don 5, Khao Takiab Beach Khao Takiab Village, Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110泰國",Prachuap Khiri Khan,Hua Hin,12.51389294,99.97853177
2047,SAVVI ARI 4,"35 Soi Chamnan Aksorn, แขวง พญาไท Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.78527203,100.5434361
2048,SCOPE Langsuan,"Lang Suan Road Lumphini, Pathum Wan, Bangkok 10330泰國",Bangkok,Pathum Wan,13.74243823,100.5441277
2049,SCOPE PROMSRI,"PHPG+RFJ, Khwaeng Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.73708723,100.5761278
2050,SD Chiang Mai,"3, 2 Suan Dok Rd, Tambon Su Thep, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.78542497,98.96842329
2051,SENA Kith MRT - Bangkae,"Bang Khae Rd, Bang Khae, บางเเค Bangkok 10160泰國",Bangkok,Bang Khae,13.70377317,100.4217569
2052,SENA Kith MRT Bangkae Phase 2,"940 Bang Khae, Bangkok 10160泰國",Bangkok,Bang Khae,13.70495157,100.4216765
2053,SENA Kith Phetkasem - Phutthamonthon Sai 7,"ถนนพุทธมณฑลสาย 7 หมู่ที่ 3 หอมเกร็ด Sam Phran District, Nakhon Pathom 73110泰國",Nakhon Pathom,Sam Phran,13.76497627,100.232388
2054,SIGN Sukhumvit 50,"211, 217 Saeng Uthai Alley, Phra Khanong, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.70309273,100.5970006
2055,SIRI Sri - Lasalle,"1565 ถนน ลาซาล แขวง บางนาใต้ Bang Na, Bangkok 10260泰國",Bangkok,Bang Na,13.65713363,100.6484729
2056,SJ Residence Bangwaek 63,"3/1 Bang Waek Rd, Bang Waek, Phasi Charoen, Bangkok 10160泰國",Bangkok,Phasi Charoen,13.73688227,100.4381819
2057,SO Origin Phahol 69 Station,"109/108-10 Phahonyothin Road, Anusawari, Bang Khen, Bangkok 10220泰國",Bangkok,Bang Khen,13.89006473,100.6049767
2058,SOCIO Inthamara,"2 ซอย อินทามระ 4 Samsen Nai, Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.78836553,100.5528023
2059,SOCIO Reference 61,"ซอย Sukhumvit 61, Khlong Tan Nuea, Watthana, Bangkok 10110泰國",Bangkok,Watthana,13.72473693,100.5833309
2060,SOHO BANGKOK RATCHADA,"74 Pracha Rat Bamphen Rd, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.77853043,100.5758319
2061,SPACE Condominium Phuket,"168 Soi Na Suaa, Wichit, เมือง, Phuket 83000泰國",Phuket,Mueang Phuket,7.890071532,98.36254183
2062,SR Complex,"619 SR Complex, Charoen Muang Rd, เมือง, Chiang Mai 50000泰國",Chiang Mai,Mueang Chiang Mai,18.78497823,99.02333073
2063,SUN CITY MRT Yaek Fai Chai,"คอนโดซันซิตี้ เลขที่ 275 ซอย จรัญสนิทวงศ์ 29/1 Bang Khun Si, Bangkok Noi, Bangkok 10700泰國",Bangkok,Bangkok Noi,13.75324557,100.4681783
2064,SUPALAI City Resort SUKHUMVIT 107,"ซอย แบริ่ง 18 ตำบล สำโรงเหนือ อำเภอเมืองสมุทรปราการ สำโรงเหนือ Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan,13.65426323,100.6100447
2065,SYM Vibha - Ladprao,"333 733 Vibhavadi Rangsit Rd, Chom Phon, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.80690663,100.5586749
2066,Sabai Sabai Condo Sukhumvit 115,"895 ชอย อภิชาติ 3 Thepharak, Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan,13.63710807,100.59491
2067,Saichol Mansion,"1349 1-208 Charoen Nakhon Rd, Bang Lamphu Lang, Khlong San, Bangkok 10600泰國",Bangkok,Khlong San,13.71561603,100.5078245
2068,Sailom Condotel,"34 หมู่ 4 Thepharak Rd, Thepharak, Mueang Samut Prakan District, Samut Prakan 10270泰國",Samut Prakan,Mueang Samut Prakan,13.64397023,100.6005972
2069,Sailom Suite,"252 จันทร์เกษม, Sana Nikhom 1 Soi 12, Chan Kasem, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.83287893,100.578461
2070,Saitharn Condominium,"111 ซอย ราชวิถี 7 Ratchawithi Rd, Thanon Phaya Thai, Ratchathewi, Bangkok 10400泰國",Bangkok,Ratchathewi,13.76117283,100.5385752
2071,Saladaeng Colonnade,"60/12-15 Si Lom, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72913527,100.5348286
2072,Saladaeng Executive,"19 Yommarat Alley, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72702103,100.5371688
2073,Saladaeng One,"Sala Daeng 1 Alley, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72663197,100.541145
2074,Saladaeng Residences,"29 Sala Daeng 1 Alley, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72535423,100.538188
2075,Salaya Condo,"Moo 4, 81-83 ซอย บ้านตั้งสิน Salaya, Phutthamonthon District, Nakhon Pathom 73170泰國",Nakhon Pathom,Phutthamonthon,13.79921897,100.3124107
2076,Salintara,"376/1 , Salin Thara condo Bang Khlo, Bang Kho Laem, Bangkok 10120泰國",Bangkok,Bang Kho Laem,13.68731633,100.5104157
2077,Sammakorn Ramkhamhaeng,"86 ถนนรามคำแหง Saphan Sung, Bangkok 10240泰國",Bangkok,Saphan Sung,13.77599197,100.673716
2078,Sampoom Garden,"126, 67 Sathon 14 Alley, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72215663,100.5250591
2079,Samran Mansion,"414 Pracha Rat Bamphen Rd, Samsen Nok, Huai Khwang, Bangkok 10310泰國",Bangkok,Huai Khwang,13.77664603,100.5824597
2080,Sands Condominium,"362 Pratamanak Rd Soi 5 Nongprue Bang Lamung District, Chon Buri, 泰國",Chonburi,Bang Lamung,12.91030293,100.857196
2081,Santorini (Huahin Cliff View),"69/26 Soi Mooban Kao Tao phetkasem road nong kae huahin prachubkhirikhan, 77110泰國",Prachuap Khiri Khan,Pran Buri,12.45310387,99.98100989
2082,Sapphire Rama III,"839 Rama III Rd, Bang Phong Phang, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.67348923,100.5384577
2083,Saranjai Mansion,"17/1 Sukhumvit 6 Alley, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.73880823,100.5544175
2084,Saranville @ Happy Land,"594 Happy Land Sai 1 Rd, Khlong Chan, Bang Kapi District, Bangkok 10240泰國",Bangkok,Bang Kapi,13.77781737,100.6410898
2085,Sari by Sansiri,"36 Soi Sukhumvit 64, Bang Chak, Phra Khanong, Bangkok 10260泰國",Bangkok,Phra Khanong,13.68729223,100.6067157
2086,Sarin Place,"165 Ratchadaphisek 46 Alley, Lat Yao, Chatuchak, Bangkok 10900泰國",Bangkok,Chatuchak,13.83014633,100.5645362
2087,Sathitpirom Condo Town,"ถนน รัตนาธิเบศร์ บางกระสอ Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.86365694,100.4980605
2088,Sathorn Bridge Tower,"190 คอนโดสาธรบริดจ ทาวเวอร์, Krung Thon Buri Road, จังหวัดกรุงเทพมหานคร 10600泰國",Bangkok,Khlong San,13.71914103,100.5064648
2089,Sathorn Condo Place,"179 Ratchadamri Rd, Khwaeng Lumphini, Khet Pathum Wan, Bangkok 10330泰國",Bangkok,Yan Nawa,13.73650867,100.5405168
2090,Sathorn Crest,"59 Sukhumvit Road, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Sathon,13.72922743,100.5660732
2091,Sathorn Gallery Residences,"70 Pan Rd, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72103523,100.5237187
2092,Sathorn Gardens,"39 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.72271033,100.5387704
2093,Sathorn Happy Land Tower,"PG8H+PRQ, Soi Sathon 11 Yaek 5, Yan Nawa, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.71682713,100.5296078
2094,Sathorn Heritage,"PG9G+36F, S Sathon Rd, Yan Nawa, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.71767647,100.525547
2095,Sathorn House,"140 N Sathon Rd, Silom, Bang Rak, Bangkok 10500泰國",Bangkok,Bang Rak,13.72012847,100.5211603
2096,Sathorn Park Place,"27, 2 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.72357203,100.5393758
2097,Sathorn Place,"179 Ratchadamri Rd, Khwaeng Lumphini, Khet Pathum Wan, Bangkok 10330泰國",Bangkok,Khlong San,13.73650867,100.5405168
2098,Sathorn Plus By The Garden,"35 Yen Akat Rd, Chong Nonsi, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.71586843,100.5471469
2099,Sathorn Plus On The Pond,"33 Yen Akat Rd, Chong Nonsi, Yan Nawa, Bangkok 10120泰國",Bangkok,Yan Nawa,13.71563603,100.5469675
2100,Sathorn Prime Residence,"36 Naradhiwas Rajanagarindra Rd, Yan Nawa, Sathon, Bangkok 10120泰國",Bangkok,Sathon,13.71611727,100.5309212
2101,Sathorn Residence,"179 Ratchadamri Rd, Khwaeng Lumphini, Khet Pathum Wan, Bangkok 10330泰國",Bangkok,Khlong San,13.73650867,100.5405168
2102,Sathorn Suite,"Narathiwat Soi 6, Bangkok 10500泰國",Bangkok,Sathon,13.71678817,100.529749
2103,Sattanathibet Mansion,"20 Soi Prachachuennonthaburi 5, Tambon Bang Khen, Mueang Nonthaburi District, Nonthaburi 11000泰國",Nonthaburi,Mueang Nonthaburi,13.86482437,100.5443856
2104,Saturdays Residence,"แซทเทอร์เดย์ 136/275-276 ซอย Rawai, Mueang Phuket District, Phuket 83000泰國",Phuket,Mueang Phuket,7.804126432,98.33103573
2105,Savvi Phahol - Ari,"37 Soi Phahon Yothin 2, Samsen Nai, Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.77834973,100.5465967
2106,Savvi Phahol 2,"Alley, Samsen Nai, Phaya Thai, Bangkok 10400泰國",Bangkok,Phaya Thai,13.77730733,100.5466881
