project_id,project_name,address,ceiling_height,completed_on,no_building,no_floor,total_units,utility_fee,bicycle_parking,cctv,convenience_store,fingerprint_access_control,fitness,jacuzzi,keycard_access_control,kids_playground,library,lift,massage_room,park_bbq_areas,parking,restaurant,sauna,security,shuttle_service,steam_room,swimming_pool,wifi
795,Grand Palace,Wang Thonglang Bangkok,,1992.0,2.0,10.0,1004.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
796,Grand Park Town,Wang Thonglang Bangkok,,2006.0,1.0,8.0,133.0,30.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
797,Grand Park View,Watthana Bangkok,,2005.0,1.0,32.0,481.0,,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0
798,Grand Solaire Pattaya,Bang Lamung Chonburi,,2022.0,2.0,64.0,2326.0,,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1
799,Grand View Condo,Sattahip Chonburi,,1995.0,1.0,17.0,275.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
800,Grand Ville House 1,Khlong Toei Bangkok,,1982.0,1.0,13.0,72.0,,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0
801,Grand Ville House 2,Watthana Bangkok,,1985.0,1.0,23.0,80.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
802,Grande Caribbean Pattaya,Bang Lamung Chonburi,- m.,2015.0,4.0,8.0,1064.0,,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
803,Green Lake Condo Sriracha,Si Racha Chonburi,,2015.0,4.0,7.0,1120.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
804,Green Peace Mansion,Phaya Thai Bangkok,,1992.0,1.0,12.0,60.0,34.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1
805,Green Point Prachachuen,Bang Sue Bangkok,,2006.0,3.0,8.0,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
806,Green Point Silom,Bang Rak Bangkok,,1998.0,4.0,8.0,156.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
807,Green Ville Condo @ Sukhumvit 101,Phra Khanong Bangkok,- m.,2019.0,2.0,8.0,98.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
808,Green Ville II,Phra Khanong Bangkok,2.5 m.,2021.0,1.0,8.0,200.0,35.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
809,Greenery Place,Wang Thonglang Bangkok,,,1.0,4.0,,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
810,Grene Chaengwattana,Pak Kret Nonthaburi,- m.,2014.0,1.0,22.0,376.0,,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0
811,Grene Don Mueang - Song Prapha,Don Mueang Bangkok,2.45 m.,2019.0,6.0,8.0,1137.0,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0
812,Grene Suthisarn,Huai Khwang Bangkok,- m.,2011.0,1.0,8.0,128.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0
813,Groove Ratchada - Ladprao,Huai Khwang Bangkok,2.55 m.,2019.0,1.0,8.0,79.0,58.0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1
814,Groove Ratchada - Rama 9,Din Daeng Bangkok,2.55 m.,2020.0,1.0,8.0,154.0,58.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1
815,Groovy Sriracha,Si Racha Chonburi,,2015.0,7.0,8.0,553.0,,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
816,Grove Gardens Phuket,Thalang Phuket,,2012.0,36.0,3.0,36.0,,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
817,Grow Rattanathibet,Muang Nonthaburi Nonthaburi,,2018.0,2.0,34.0,364.0,45.0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0
818,H Sukhumvit 43,Watthana Bangkok,,2014.0,1.0,32.0,276.0,45.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1
819,H.R. Residence,Bang Kapi Bangkok,,2003.0,20.0,9.0,,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
820,H2 Glass and Chrome,Bang Khen Bangkok,2.45 m.,2016.0,2.0,8.0,158.0,45.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
821,H2 Glo,Bang Khen Bangkok,2.4 m.,2014.0,1.0,8.0,79.0,45.0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
822,H2 Ramindra 21,Bang Khen Bangkok,2.45 m.,2015.0,4.0,8.0,308.0,45.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
823,HAMPTON SRIRACHA,Si Racha Chonburi,- m.,2022.0,1.0,26.0,468.0,,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0
824,HI 48 SUTTHISAN,Huai Khwang Bangkok,,2020.0,1.0,8.0,207.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
825,HI Chaengwattana 19,Pak Kret Nonthaburi,2.4 m.,2021.0,2.0,8.0,347.0,45.0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
826,HI Ladprao 130,Bang Kapi Bangkok,2.4 m.,2020.0,1.0,8.0,124.0,45.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
827,HI SUTTHISAN,Huai Khwang Bangkok,2.4 m.,2019.0,3.0,8.0,544.0,37.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
828,HI Seacon Station,Prawet Bangkok,2.4 m.,2022.0,2.0,8.0,268.0,42.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
829,HQ Thonglor,Watthana Bangkok,2.7 m.,2014.0,1.0,36.0,197.0,55.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1
830,HYDE Heritage Thonglor,Watthana Bangkok,3 m.,2022.0,1.0,45.0,311.0,100.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0
831,HYPARC  RESIDENCES HANGDONG,Hang Dong Chiang Mai,,2023.0,1.0,7.0,41.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
832,Hagone,Bang Lamung Chonburi,,,,,,,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0
833,Hallmark Chaengwattana,Pak Kret Nonthaburi,2.45 m.,2015.0,2.0,8.0,427.0,35.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
834,Hallmark Ngamwongwan,Muang Nonthaburi Nonthaburi,- m.,2015.0,4.0,8.0,792.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
835,Hampton Residence Bangkok,Khlong Toei Bangkok,- m.,,3.0,2.0,837.0,,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1
836,Hampton Thonglor 10,Watthana Bangkok,- m.,2005.0,1.0,30.0,73.0,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0
837,Hansar Rajdamri,Pathum Wan Bangkok,,2009.0,1.0,43.0,196.0,50.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1
838,Happy Condo Donmuang The Terminal,Don Mueang Bangkok,2.6 m.,2017.0,5.0,8.0,1071.0,40.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0
839,Happy Condo Ladprao 101,Wang Thonglang Bangkok,2.8 m.,2010.0,8.0,6.0,901.0,35.0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0
840,Happy Condo Laksi - Donmuang,Don Mueang Bangkok,- m.,2007.0,4.0,5.0,180.0,40.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
841,Happy Condo Ratchada 18,Huai Khwang Bangkok,,2009.0,4.0,8.0,500.0,28.0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0
842,Happy Place Tower,Watthana Bangkok,- m.,1996.0,1.0,12.0,210.0,,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
843,Harmony Living Pahonyothin 11,Phaya Thai Bangkok,- m.,2008.0,2.0,8.0,151.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
844,Harmony Living Sukhumvit 15,Watthana Bangkok,,2006.0,1.0,8.0,24.0,40.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1
845,Hasu Haus,Watthana Bangkok,2.7 m.,2016.0,2.0,7.0,324.0,67.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1
846,Haus 23 Ratchada - Ladprao,Chatuchak Bangkok,2.5 m.,2013.0,1.0,27.0,236.0,39.0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1
847,Haven Luxe,Phaya Thai Bangkok,,2014.0,1.0,8.0,,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,Haven Phaholyothin,Phaya Thai Bangkok,2.4 m.,2009.0,1.0,8.0,128.0,35.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
849,Hawaii Tower,Watthana Bangkok,,1994.0,1.0,23.0,60.0,,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0
850,Heritage Condominium,Phasi Charoen Bangkok,,1997.0,1.0,8.0,47.0,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
851,Hi Sukhumvit 93,81 Phra Khanong Bangkok,2.40 m.,2020.0,3.0,8.0,401.0,45.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
852,Hill Myna Condotel,Thalang Phuket,- m.,2015.0,1.0,7.0,67.0,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
853,Hill Side Payap Condominium 7,Muang Chiang Mai Chiang Mai,- m.,2015.0,1.0,8.0,78.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
854,Hillside Condominium 1,Muang Chiang Mai Chiang Mai,,,1.0,8.0,120.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
855,Hillside Condominium 2,Muang Chiang Mai Chiang Mai,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,Hillside Condominium 3,Muang Chiang Mai Chiang Mai,,2009.0,1.0,10.0,370.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
857,Hillside Condominium 4,Muang Chiang Mai Chiang Mai,,,1.0,9.0,31.0,,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0
858,Hillside Payap Condominium 8,Muang Chiang Mai Chiang Mai,- m.,2015.0,1.0,8.0,78.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
859,Hillside Payap Condominium 9,Muang Chiang Mai Chiang Mai,- m.,2015.0,1.0,8.0,78.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
860,Hilltania Chiang Mai,Muang Chiang Mai Chiang Mai,,,1.0,7.0,47.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
861,Himma Garden Condominium,Muang Chiang Mai Chiang Mai,,,3.0,6.0,159.0,40.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
862,Hive Sathorn,Khlong San Bangkok,2.7 m.,2010.0,1.0,31.0,363.0,40.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1
863,Hive Sukhumvit 65,Watthana Bangkok,- m.,2009.0,1.0,8.0,124.0,45.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1
864,Hive Taksin,Khlong San Bangkok,- m.,2009.0,1.0,28.0,365.0,40.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1
865,Holiday Condo View Pattaya,Bang Lamung Chonburi,,2008.0,1.0,6.0,60.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
866,Hua Hin Seaview Paradise,Hua Hin Prachaubkirikhan,- m.,2008.0,1.0,16.0,149.0,,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1
867,Huay Kaew Condotel,Muang Chiang Mai Chiang Mai,,2015.0,1.0,8.0,70.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
868,Hue Sukhumvit,Phra Khanong Bangkok,,2015.0,1.0,8.0,141.0,,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
869,Humble Living @ Chintawet,Huai Khwang Bangkok,,2011.0,2.0,8.0,134.0,45.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
870,Humble Living @ Fueangfu,Huai Khwang Bangkok,2.40 m.,2018.0,1.0,8.0,141.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
871,Humble Living @ Suppalerk,Huai Khwang Bangkok,,2016.0,1.0,8.0,133.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
872,Hyde Park Residence,Bang Lamung Chonburi,- m.,2010.0,2.0,8.0,0.0,,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0
873,Hyde Sukhumvit,Watthana Bangkok,2.8 m.,2014.0,1.0,40.0,455.0,50.0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1
874,Hyde Sukhumvit 11,Watthana Bangkok,2.7 m.,2018.0,1.0,39.0,478.0,,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0
875,Hype Sathorn-Thonburi,Khlong San Bangkok,,2021.0,5.0,8.0,914.0,45.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
876,I - Zen Ekamai - Raminthra,Lat Phrao Bangkok,,2012.0,1.0,8.0,178.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,I CONDO Kaset,Chatuchak Bangkok,- m.,2014.0,1.0,8.0,181.0,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
878,I CONDO Sukhapiban 2,Bueng Kum Bangkok,- m.,2013.0,5.0,8.0,658.0,25.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1
879,I CONDO Sukhumvit 103,Bang Na Bangkok,- m.,2013.0,4.0,8.0,840.0,30.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1
880,I CONDO Sukhumvit 105,Bang Na Bangkok,- m.,2013.0,6.0,8.0,1384.0,25.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
881,I-House Laguna Garden,Huai Khwang Bangkok,,2006.0,4.0,8.0,900.0,25.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
882,I-House Rama IX - Ekamai,Huai Khwang Bangkok,- m.,2005.0,2.0,8.0,473.0,22.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
883,IDEO Blucove Sathorn,Khlong San Bangkok,- m.,2009.0,2.0,8.0,266.0,35.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
884,IDEO Blucove Sukhumvit,Bang Na Bangkok,- m.,2012.0,2.0,15.0,421.0,38.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0
885,IDEO Charan 70,Bang Phlat Bangkok,"2.65,4.55 m.",2022.0,1.0,38.0,1421.0,,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0
886,IDEO Chula - Samyan,Bang Rak Bangkok,2.7 m.,2022.0,2.0,34.0,773.0,55.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
887,IDEO Ladprao 17,Chatuchak Bangkok,- m.,2009.0,2.0,8.0,339.0,30.0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0
888,IDEO Ladprao 5,Chatuchak Bangkok,- m.,2010.0,1.0,24.0,418.0,30.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0
889,IDEO Mix Phaholyothin,Phaya Thai Bangkok,- m.,2010.0,1.0,23.0,449.0,30.0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0
890,IDEO Mix Sukhumvit 103,Bang Na Bangkok,- m.,2010.0,2.0,21.0,1172.0,30.0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0
891,IDEO Mobi Asoke,Huai Khwang Bangkok,2.70 m.,2019.0,1.0,36.0,507.0,,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
892,IDEO Mobi Bangsue Grand Interchange,Bang Sue Bangkok,2.5 m.,2018.0,1.0,32.0,661.0,55.0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0
893,IDEO Mobi Charan - Interchange,Bangkok Noi Bangkok,2.50 m.,2015.0,1.0,22.0,1196.0,45.0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0
894,IDEO Mobi Phayathai,Ratchathewi Bangkok,- m.,2014.0,1.0,24.0,316.0,48.0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
895,IDEO Mobi Rama 9,Huai Khwang Bangkok,- m.,2014.0,1.0,28.0,705.0,45.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0
896,IDEO Mobi Rangnam,Ratchathewi Bangkok,2.7 m.,2019.0,1.0,31.0,366.0,,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
897,IDEO Mobi Sathorn,Khlong San Bangkok,- m.,2014.0,1.0,31.0,530.0,45.0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
898,IDEO Mobi Sukhumvit,Phra Khanong Bangkok,2.6 m.,2014.0,2.0,23.0,935.0,45.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0
899,IDEO Mobi Sukhumvit 40,Khlong Toei Bangkok,2.4 m.,2019.0,2.0,8.0,272.0,65.0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0
900,IDEO Mobi Sukhumvit 66,Bang Na Bangkok,2.70 m.,2018.0,1.0,28.0,298.0,,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0
901,IDEO Mobi Sukhumvit Eastgate,Bang Na Bangkok,2.60 m.,2016.0,1.0,30.0,844.0,,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
902,IDEO Mobi Sukhumvit Eastpoint,Bang Na Bangkok,2.60 m.,2020.0,2.0,32.0,1162.0,55.0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
903,IDEO Mobi Wongsawang Interchange,Bang Sue Bangkok,2.5 m.,2016.0,1.0,29.0,559.0,50.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0
904,IDEO Morph 38,Khlong Toei Bangkok,- m.,2012.0,1.0,32.0,199.0,50.0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
905,IDEO New Rama 9,Bang Kapi Bangkok,"2.8,4.5 m.",2019.0,1.0,24.0,994.0,,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
906,IDEO O2,Bang Na Bangkok,2.50 m.,2018.0,3.0,33.0,1559.0,,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0
907,IDEO Phaholyothin - Chatujak,Phaya Thai Bangkok,2.6 m.,2019.0,1.0,35.0,390.0,68.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0
908,IDEO Q Chula - Samyan,Bang Rak Bangkok,- m.,2013.0,1.0,40.0,1598.0,,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0
909,IDEO Q Phayathai,Ratchathewi Bangkok,2.7 m.,2010.0,1.0,38.0,476.0,48.0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
910,IDEO Q Ratchathewi,Ratchathewi Bangkok,2.6 m.,2015.0,1.0,37.0,323.0,65.0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0
911,IDEO Q Siam - Ratchathewi,Ratchathewi Bangkok,2.6 m.,2017.0,1.0,36.0,550.0,,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0
912,IDEO Q Sukhumvit 36,Khlong Toei Bangkok,2.7 m.,2020.0,2.0,24.0,449.0,85.0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0
913,IDEO Q Victory,Phaya Thai Bangkok,- m.,2020.0,1.0,39.0,348.0,85.0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1
914,IDEO Rama 9 - Asoke,Huai Khwang Bangkok,- m.,2022.0,1.0,36.0,1216.0,,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0
915,IDEO Ratchada - Huaykwang,Huai Khwang Bangkok,- m.,2010.0,1.0,19.0,398.0,35.0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1
916,IDEO Ratchada - Sutthisan,Din Daeng Bangkok,2.65 m.,2020.0,1.0,24.0,410.0,60.0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0
917,IDEO Sathorn - Taksin,Khlong San Bangkok,- m.,2010.0,1.0,27.0,349.0,35.0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
918,IDEO Sathorn - Thapra,Thon Buri Bangkok,2.5 m.,2015.0,1.0,31.0,1339.0,45.0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0
919,IDEO Sathorn - Wongwian Yai,Khlong San Bangkok,2.6 m.,2020.0,1.0,28.0,508.0,60.0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0
920,IDEO Sukhumvit - Rama 4,Khlong Toei Bangkok,2.9 m.,2022.0,1.0,32.0,642.0,55.0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0
921,IDEO Sukhumvit 115,Muang Samut Prakarn Samut Prakarn,2.6 m.,2017.0,1.0,35.0,998.0,45.0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
922,IDEO Sukhumvit 93,Phra Khanong Bangkok,2.65 m.,2018.0,1.0,38.0,1332.0,,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0
923,IDEO Tha Phra Interchange,Bangkok Yai Bangkok,2.6 m.,2018.0,1.0,22.0,844.0,45.0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
924,IDEO Verve Ratchaprarop,Ratchathewi Bangkok,- m.,2011.0,1.0,34.0,447.0,35.0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0
925,IDEO Verve Sukhumvit,Khlong Toei Bangkok,- m.,2009.0,1.0,30.0,490.0,35.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0
926,IDEO Wutthakat,Chom Thong Bangkok,,2016.0,1.0,31.0,979.0,45.0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0
927,IKON Sukhumvit 77,Suan Luang Bangkok,2.4 m.,2020.0,3.0,8.0,442.0,55.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
928,IRIS Avenue Onnuch - Suvarnabhumi,Lat Krabang Bangkok,- m.,2012.0,5.0,8.0,1179.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
929,IRIS Westgate Bangyai,Bang Bua Thong Nonthaburi,2.6 m.,2016.0,5.0,8.0,900.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
930,ISSI Condo Suksawat,Rat Burana Bangkok,,2015.0,1.0,24.0,896.0,,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
931,ITF Silom Palace,Bang Rak Bangkok,,1986.0,1.0,27.0,930.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,IVORY Ratchada - Ladprao,Chatuchak Bangkok,2.4 m.,2022.0,1.0,8.0,204.0,49.0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0
933,Icon I,Watthana Bangkok,,1993.0,1.0,17.0,28.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
934,Icon II,Watthana Bangkok,,1991.0,1.0,8.0,24.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
935,Icon III,Watthana Bangkok,,2006.0,1.0,33.0,161.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
936,Ideal 24,Khlong Toei Bangkok,- m.,2008.0,1.0,41.0,34.0,40.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
937,Im Fine Bangna,Bang Na Bangkok,,2014.0,3.0,8.0,600.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
938,Impress Town Chiangmai,Muang Chiang Mai Chiang Mai,- m.,2003.0,1.0,8.0,,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
939,Impression Ekkamai,Watthana Bangkok,2.9 m.,2022.0,2.0,25.0,380.0,75.0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0
940,Incio,Bueng Kum Bangkok,- m.,2014.0,3.0,8.0,508.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
941,Indra Condo Ville,Khan Na Yao Bangkok,,1995.0,4.0,4.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
942,Indy Condo,Bangkok Yai Bangkok,- m.,2015.0,1.0,8.0,203.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
943,Infiniti Condo,Bang Lamung Chonburi,,2016.0,2.0,7.0,152.0,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1
944,Infinity One Chonburi,Muang Chon Buri Chonburi,,2018.0,2.0,34.0,350.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
945,Inspire Place ABAC-Rama IX,Bang Kapi Bangkok,- m.,2006.0,2.0,19.0,636.0,25.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
946,Inter Lux Premier Sukhumvit 13,Watthana Bangkok,2.5 m.,2016.0,1.0,8.0,143.0,,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0
