project_id,project_name,address,ceiling_height,completed_on,no_building,no_floor,total_units,utility_fee,bicycle_parking,cctv,convenience_store,fingerprint_access_control,fitness,jacuzzi,keycard_access_control,kids_playground,library,lift,massage_room,park_bbq_areas,parking,restaurant,sauna,security,shuttle_service,steam_room,swimming_pool,wifi
88,Altitude Unicorn Sathorn - Thapra,Thon Buri Bangkok,2.7 m.,2021.0,1.0,34.0,711.0,45.0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
89,Amanta Lumpini,Sathon Bangkok,,2009.0,1.0,61.0,286.0,40.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0
90,Amanta Ratchada,Din Daeng Bangkok,,2006.0,3.0,8.0,250.0,30.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0
91,Amaranta Residence,Huai Khwang Bangkok,,2018.0,1.0,8.0,159.0,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0
92,Amari Residence Huahin,Hua Hin Prachaubkirikhan,,,,7.0,,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0
93,Amari Residences Pattaya,Bang Lamung Chonburi,,2013.0,1.0,35.0,279.0,30.0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
94,Amari Residences Phuket,Kathu Phuket,2.4 m.,2015.0,1.0,3.0,148.0,80.0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0
95,Amata Miracle Condo,Muang Chon Buri Chonburi,,,2.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Amazon Residence Pattaya,Bang Lamung Chonburi,2.80 m.,2015.0,4.0,8.0,795.0,,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0
97,Amber by Eastern Star,Muang Nonthaburi Nonthaburi,,2017.0,1.0,37.0,563.0,,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
98,Anantara Baan Rajprasong,Pathum Wan Bangkok,,2009.0,1.0,34.0,220.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1
99,Ananya Beachfront Naklua,Bang Lamung Chonburi,,2008.0,4.0,5.0,95.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0
100,Ananya Beachfront Wong Amat,Bang Lamung Chonburi,,2008.0,2.0,5.0,95.0,40.0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1
101,Angket Condominium,Bang Lamung Chonburi,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Angket Pavillian,Muang Chiang Mai Chiang Mai,,,1.0,12.0,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
103,Anil Sathorn 12,Bang Rak Bangkok,3 m.,2022.0,1.0,42.0,222.0,95.0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0
104,Anna Condo Bang Phlu,Bang Yai Nonthaburi,- m.,2015.0,7.0,7.0,546.0,,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
105,Anna Condo Ladprao,Bang Kapi Bangkok,,,,,,,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
106,Anusoawaree Condominium,Phaya Thai Bangkok,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Apple Sukhumvit - Bearing,Muang Samut Prakarn Samut Prakarn,- m.,2012.0,2.0,7.0,131.0,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
108,Arcadia Beach Continental,Bang Lamung Chonburi,,2019.0,5.0,8.0,1350.0,40.0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1
109,Arcadia Beach Resort,Bang Lamung Chonburi,,2017.0,4.0,8.0,1104.0,40.0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
110,Arcadia Center Suites,Bang Lamung Chonburi,,2022.0,1.0,8.0,260.0,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
111,Arcadia Millennium Tower,Bang Lamung Chonburi,,2021.0,1.0,46.0,803.0,40.0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1
112,Arcadia Tower,Watthana Bangkok,,1989.0,1.0,12.0,22.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
113,Aree Place Phahonyothin,Phaya Thai Bangkok,,2007.0,1.0,10.0,250.0,,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
114,Aree Place Sukhumvit 26,Khlong Toei Bangkok,,1996.0,1.0,8.0,101.0,,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0
115,Arise Condo Mahidol,Muang Chiang Mai Chiang Mai,,2020.0,10.0,5.0,380.0,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
116,Art @ Patong,Kathu Phuket,,2011.0,,,172.0,,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
117,Art @ Thonglor 25,Watthana Bangkok,2.5 m.,2014.0,1.0,8.0,102.0,55.0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1
118,Art on the Hill,Bang Lamung Chonburi,- m.,2013.0,1.0,8.0,159.0,39.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
119,Artemis Sukhumvit 77,Suan Luang Bangkok,,2016.0,1.0,30.0,673.0,40.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
120,Artisan Ratchada,Huai Khwang Bangkok,2.6 m.,2020.0,4.0,32.0,1337.0,45.0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1
121,Arunothai Condo,Bang Lamung Chonburi,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Asa Ayuthaya - Rojana,Bang Pa-In Phra Nakhon Sri Ayutthaya,2.5 m.,2019.0,1.0,8.0,242.0,40.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
123,Asa Garden,Khlong Toei Bangkok,,,1.0,,73.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Asakan City Ramkhamhaeng 186,Min Buri Bangkok,,,3.0,29.0,2427.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
125,Asakan Place Ladprao 85,Wang Thonglang Bangkok,,2013.0,9.0,,479.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
126,Asakan Place Ramkhamhaeng - Wongwean,Saphan Sung Bangkok,,2013.0,2.0,6.0,479.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
127,Asakan Place Ramkhamhaeng 105/1,Bang Kapi Bangkok,,2003.0,9.0,8.0,0.0,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
128,Asakan Place Srinakarindra,Suan Luang Bangkok,,2019.0,1.0,36.0,1024.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
129,Ascott Sathorn,Sathon Bangkok,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Asean Condominium 1,Hat Yai Songkhla,- m.,2003.0,1.0,8.0,133.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Asean city resort,Hat Yai Songkhla,- m.,2014.0,1.0,25.0,618.0,,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0
132,Asher  Ratchada,Huai Khwang Bangkok,2.4 m.,2019.0,1.0,8.0,117.0,42.0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
133,Asher Sutthisan,Huai Khwang Bangkok,2.4 m.,2019.0,1.0,78.0,78.0,49.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
134,Ashton Asoke,Watthana Bangkok,- m.,2017.0,1.0,51.0,783.0,,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
135,Ashton Asoke - Rama 9,Din Daeng Bangkok,- m.,2020.0,2.0,46.0,599.0,,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0
136,Ashton Chula - Silom,Bang Rak Bangkok,2.7 m.,2018.0,1.0,56.0,1182.0,65.0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
137,Ashton Morph 38,Khlong Toei Bangkok,- m.,2012.0,1.0,32.0,199.0,50.0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
138,Ashton Residence 41,Watthana Bangkok,"2.8,4.8 m.",2017.0,2.0,8.0,79.0,110.0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0
139,Ashton Silom,Bang Rak Bangkok,"2.8,3.2,3.5 m.",2019.0,1.0,48.0,428.0,85.0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
140,Asoke Place,Watthana Bangkok,,1996.0,1.0,40.0,344.0,35.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
141,Asoke Tower,Watthana Bangkok,,1986.0,1.0,28.0,99.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Aspen Lasalle,Bang Na Bangkok,2.4 m.,2017.0,2.0,8.0,425.0,,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
143,Aspire  Pinklao - Arunammarin,Bangkok Noi Bangkok,,2023.0,2.0,5.0,396.0,55.0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1
144,Aspire Asoke - Ratchada,Din Daeng Bangkok,2.50 m.,2020.0,6.0,8.0,1025.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
145,Aspire Erawan,Muang Samut Prakarn Samut Prakarn,2.55 m.,2017.0,1.0,31.0,1576.0,33.0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0
146,Aspire Erawan Prime,Muang Samut Prakarn Samut Prakarn,- m.,2021.0,1.0,30.0,1275.0,,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
147,Aspire Ladprao 113,Bang Kapi Bangkok,2.5 m.,2016.0,1.0,8.0,270.0,68.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
148,Aspire Ngamwongwan,Lak Si Bangkok,2.5 m.,2012.0,2.0,28.0,1458.0,35.0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0
149,Aspire Onnut Station,Khlong Toei Bangkok,,2023.0,1.0,37.0,696.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
150,Aspire Rama 4,Khlong Toei Bangkok,2.5 m.,2012.0,1.0,32.0,1427.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0
151,Aspire Rama 9,Huai Khwang Bangkok,2.5 m.,2014.0,2.0,23.0,663.0,35.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
152,Aspire Ratchada - Wongsawang,Bang Sue Bangkok,2.50 m.,2016.0,1.0,27.0,1232.0,38.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
153,Aspire Ratchayothin,Chatuchak Bangkok,,2024.0,3.0,8.0,633.0,,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0
154,Aspire Rattanathibet,Muang Nonthaburi Nonthaburi,- m.,2014.0,1.0,24.0,541.0,40.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
155,Aspire Rattanathibet 2,Muang Nonthaburi Nonthaburi,2.50 m.,2015.0,2.0,25.0,1428.0,40.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
