unit_type_id,project_id,project_name,unit_type
3492,1655,Palm Springs Nimman Parlor,1 Bedroom (27.50 - 40.0 sq.m.)
3493,1656,Palm Springs Nimman Phoenix,1 Bedroom (27.50 - 42.75 sq.m.)
3494,1656,Palm Springs Nimman Phoenix,2 Bedroom (70.25 sq.m.)
3495,1657,Palm Springs Nimman Royal,No information
3496,1658,Panburi,No information
3497,1659,Panchalae Boutique Residences,No information
3498,1660,Panchasarp Suite Ratchada-Ladprao,No information
3499,1661,Pandao Place,No information
3500,1662,Pano Ville,No information
3501,1663,Pansook The Urban Condo,No information
3502,1664,Panya Resort Condominium,No information
3503,1665,Paradise Beach Residence,No information
3504,1666,Paradise Ocean View,No information
3505,1667,Paradise Park Jomtien Resort,No information
3506,1668,Parano Condo @ Chiangmai,No information
3507,1669,Parc Exo Kaset - Navamintra,1 Bedroom (33.50 - 47.75 sq.m.)
3508,1669,Parc Exo Kaset - Navamintra,2 Bedroom (49.50 - 58.0 sq.m.)
3509,1670,Parc Residence @ Phahol,1 Bedroom (29.0 - 37.0 sq.m.)
3510,1671,Park 24,2 Bedrooms (52.0 - 54.0 sq.m.)
3511,1671,Park 24,1 Bedroom (27.0 - 38.0 sq.m.)
3512,1672,Park Beach,No information
3513,1673,Park Condo Dream Buri Ram,No information
3514,1674,Park Condo Dream Kanchanaburi,Type 1B-A (26.66 sq.m.)
3515,1674,Park Condo Dream Kanchanaburi,Type 1B-B (28.77 sq.m.)
3516,1674,Park Condo Dream Kanchanaburi,Type 1B-C (35.74 sq.m.)
3517,1675,Park Condo Dream Maesot,1 Bedroom C (32.80 - 0.0 sq.m.)
3518,1675,Park Condo Dream Maesot,1 Bedroom B (29.76 - 0.0 sq.m.)
3519,1675,Park Condo Dream Maesot,1 Bedroom A (27.42 - 0.0 sq.m.)
3520,1676,Park Condo Dream Nakhon Ratchasima,Type 1B-B (31.0 sq.m.)
3521,1676,Park Condo Dream Nakhon Ratchasima,Type 1B-C (35.0 sq.m.)
3522,1676,Park Condo Dream Nakhon Ratchasima,Type 1B-D (37.0 sq.m.)
3523,1676,Park Condo Dream Nakhon Ratchasima,Type 1B-E (40.0 sq.m.)
3524,1676,Park Condo Dream Nakhon Ratchasima,Type 1B-A (28.0 sq.m.)
3525,1677,Park Condo Dream Nakhonsawan,No information
3526,1678,Park Condo Dream Prachinburi,No information
3527,1679,Park Court Sukhumvit 77,3 Bedroom (282.03 - 287.21 sq.m.)
3528,1680,Park Lane Resort,No information
3529,1681,Park Ploenchit,No information
3530,1682,Park Ramindra,No information
3531,1683,Park Royal 2,No information
3532,1684,Park Royal 3,No information
3533,1685,Park Siri Condo Resort Bangsaen,Deluxe (30.0 - 33.0 sq.m.)
3534,1685,Park Siri Condo Resort Bangsaen,Executive (45.0 - 48.0 sq.m.)
3535,1686,Park View  Vibhavadi,1 Bedroom  (N/A sq.m.)
3536,1686,Park View  Vibhavadi,Studio (N/A sq.m.)
3537,1686,Park View  Vibhavadi,2 Bedroom (N/A sq.m.)
3538,1687,Park Village Onnut - Suvarnabhumi,Studio (31.0 - 37.0 sq.m.)
3539,1687,Park Village Onnut - Suvarnabhumi,2 Bedroom (132.0 sq.m.)
3540,1687,Park Village Onnut - Suvarnabhumi,Duplex (49.0 - 80.0 sq.m.)
3541,1688,Parque Phutthabucha 48,2 Bedrooms (51.0 - 57.0 sq.m.)
3542,1688,Parque Phutthabucha 48,1 Bedroom (26.0 - 38.66 sq.m.)
3543,1689,Pathumwan Oasis,No information
3544,1690,Pathumwan Place,No information
3545,1691,Pathumwan Resort,No information
3546,1692,Patong Bay Hill Phase 2,No information
3547,1693,Patong Bay Seaview Residence,1 Bedroom (45.50 sq.m.)
3548,1694,Patong Loft Condominium,No information
3549,1695,Patong Tower condominium,1 Bedroom (64.0 - 76.0 sq.m.)
3550,1695,Patong Tower condominium,2 Bedroom (64.0 - 0.0 sq.m.)
3551,1695,Patong Tower condominium,2 Bedroom Deluxe (146.0 - 0.0 sq.m.)
3552,1696,Pattanakarn Life Complex,No information
3553,1697,Pattara Condotown,No information
3554,1698,Pattarapa Place,No information
3555,1699,Pattaya Beach,No information
3556,1700,Pattaya City Resort,3 Bedrooms (138.0 sq.m.)
3557,1700,Pattaya City Resort,2 Bedrooms (122.0 - 166.0 sq.m.)
3558,1700,Pattaya City Resort,1 Bedroom (65.0 sq.m.)
3559,1701,Pattaya Condotel Chain,No information
3560,1702,Pattaya Del Rey,No information
3561,1703,Pattaya Heights,No information
3562,1704,Pattaya Hill Resort,No information
3563,1705,Pattaya Housing Authority,No information
3564,1706,Pattaya Klang Center Point,No information
3565,1707,Pattaya Plaza Condotel,No information
3566,1708,Pattaya Posh,Studio  (22.45 - 27.55 sq.m.)
3567,1708,Pattaya Posh,2 Bedrooms (49.35 - 84.40 sq.m.)
3568,1708,Pattaya Posh,3 Bedrooms (147.72 sq.m.)
3569,1708,Pattaya Posh,1 Bedroom (27.10 - 37.25 sq.m.)
3570,1709,Pattaya tower,No information
3571,1710,Pause ID,Studio  (20.50 - 23.80 sq.m.)
3572,1710,Pause ID,1 Bedroom (24.80 - 26.90 sq.m.)
3573,1710,Pause ID,2 Bedroom (30.14 - 36.65 sq.m.)
3574,1711,Pause Sukhumvit 107,2 Bedroom (43.0 - 49.0 sq.m.)
3575,1711,Pause Sukhumvit 107,1 Bedroom (27.0 - 32.0 sq.m.)
3576,1711,Pause Sukhumvit 107,Studio  (25.0 - 29.0 sq.m.)
3577,1712,Pause Sukhumvit 115,Type B (26.50 - 30.90 sq.m.)
3578,1712,Pause Sukhumvit 115,Type Bs (20.80 - 21.80 sq.m.)
3579,1712,Pause Sukhumvit 115,Type B Plus (35.60 sq.m.)
3580,1713,Pavana Pavilion,No information
3581,1714,Peak Condominium,No information
3582,1715,Pearl Garden,1 Bedroom (67.43 sq.m.)
3583,1715,Pearl Garden,2 Bedroom (N/A sq.m.)
3584,1715,Pearl Garden,3 Bedroom (174.41 sq.m.)
3585,1716,Pearl Residences Sukhumvit 24,1 Bedroom (40.0 - 65.0 sq.m.)
3586,1716,Pearl Residences Sukhumvit 24,2 Bedroom (82.0 - 96.0 sq.m.)
3587,1716,Pearl Residences Sukhumvit 24,2 Bedrooms Plus (117.0 - 122.0 sq.m.)
3588,1716,Pearl Residences Sukhumvit 24,3 Bedrooms (109.0 - 117.0 sq.m.)
3589,1717,Pela Wutthakat,1 Bedroom (33.0 - 54.50 sq.m.)
3590,1717,Pela Wutthakat,2 Bedrooms (58.0 - 109.0 sq.m.)
3591,1717,Pela Wutthakat,Duplex (45.50 - 92.0 sq.m.)
3592,1718,Penroong Condo View,No information
3593,1719,Pensiri Place,No information
3594,1720,Penthouse Condominium 2,No information
3595,1721,Penthouse Condominium 3,No information
3596,1722,Petch 9 Tower,No information
3597,1723,Phahol Metro,1 Bedroom (N/A sq.m.)
3598,1723,Phahol Metro,2 Bedrooms (N/A sq.m.)
3599,1723,Phahol Metro,Studio (N/A sq.m.)
3600,1724,Phahonyothin Park Condominium,No information
3601,1725,Phanason City Condominium,No information
3602,1726,Phasuk Place,No information
3603,1727,Phatsana Garden,No information
3604,1728,Phattara Sripat Tower,No information
3605,1729,Phatthara Condominium,No information
3606,1730,Phayapirom Regent Taksin-Sathorn,No information
3607,1731,Phayathai Place,No information
3608,1732,Phayathai Plaza,No information
3609,1733,Phibul Condotown,No information
3610,1734,Phirom Garden Residence,4 Bedroom (320.0 - 0.0 sq.m.)
3611,1734,Phirom Garden Residence,3 Bedroom (280.0 - 0.0 sq.m.)
3612,1735,Phuket Avenue Condo,No information
3613,1736,Phuket Housing (Thalang),No information
3614,1737,Phuket Palace,No information
3615,1738,Phuket Villa Patong Beach,1 Bedroom (40.0 - 70.0 sq.m.)
3616,1738,Phuket Villa Patong Beach,2 Bedrooms (80.0 - 90.0 sq.m.)
3617,1739,Phuphatara Rayong,No information
3618,1740,Phyll Phahol 34,Type A (25.0 sq.m.)
3619,1740,Phyll Phahol 34,Type C (35.0 sq.m.)
3620,1740,Phyll Phahol 34,Type B (28.0 sq.m.)
3621,1741,Pi Condominium,Studio (25.70 - 25.78 sq.m.)
3622,1741,Pi Condominium,1 Bedroom (32.50 - 33.33 sq.m.)
3623,1742,Piboon Condoville,No information
3624,1743,Piemrak Ratchadapisek-Thapra,No information
3625,1744,Pier 93,2 Bedroom (84.20 sq.m.)
3626,1744,Pier 93,1 Bedroom (30.39 sq.m.)
3627,1745,Pikul Place,No information
3628,1746,Pimarn Mansion,No information
3629,1747,Ping Condo The Center piece,Studio (30.0 sq.m.)
3630,1747,Ping Condo The Center piece,2 Bedroom (60.0 sq.m.)
3631,1747,Ping Condo The Center piece,1 Bedroom  (45.0 sq.m.)
3632,1748,Ping plus Condo,No information
3633,1749,Pingpha,No information
3634,1750,Pinklao River Park View,No information
3635,1751,Pinkrao Pavilion,No information
3636,1752,Pipat Place,No information
3637,1753,Pisawit Tower,No information
3638,1754,Piya Residence,No information
3639,1755,Piyaphirom,No information
3640,1756,Platinum Bay,1 Bedroom TYPE E (38.0 - 0.0 sq.m.)
3641,1756,Platinum Bay,1 Bedroom TYPE D (35.80 - 0.0 sq.m.)
3642,1756,Platinum Bay,1 Bedroom TYPE C (38.20 - 0.0 sq.m.)
3643,1756,Platinum Bay,1 Bedroom TYPE A (28.0 - 0.0 sq.m.)
3644,1756,Platinum Bay,1 Bedroom TYPE B (38.0 - 0.0 sq.m.)
3645,1756,Platinum Bay,1 Bedroom TYPE B+ (38.0 - 0.0 sq.m.)
3646,1757,Platinum Place Condo,No information
3647,1758,Platinum Place Condo Eastern Seaboard,No information
3648,1759,Play Condominium,1 Bedroom (30.0 - 49.0 sq.m.)
3649,1759,Play Condominium,2 Bedroom (57.0 - 95.0 sq.m.)
3650,1760,Ploen Ploen Bangbuathong - Westgate,1 Bedroom (29.0 - 35.0 sq.m.)
3651,1760,Ploen Ploen Bangbuathong - Westgate,2 Bedroom (43.0 sq.m.)
3652,1761,Ploen Ploen Bangbuathong - Westgate 2,1 Bedroom (32.0 sq.m.)
3653,1761,Ploen Ploen Bangbuathong - Westgate 2,1 Bedroom (36.0 sq.m.)
3654,1761,Ploen Ploen Bangbuathong - Westgate 2,1 Bedroom (35.0 sq.m.)
3655,1761,Ploen Ploen Bangbuathong - Westgate 2,2 Bedrooms (48.0 sq.m.)
3656,1761,Ploen Ploen Bangbuathong - Westgate 2,2 Bedrooms (43.0 sq.m.)
3657,1761,Ploen Ploen Bangbuathong - Westgate 2,2 Bedrooms (46.0 sq.m.)
3658,1761,Ploen Ploen Bangbuathong - Westgate 2,1 Bedroom (33.50 sq.m.)
3659,1762,Ploen Ploen Chaengwattana - Pak Kret,No information
3660,1763,Ploen Ploen Pak Kret - Chaengwattana 2,No information
3661,1764,Ploen Ploen Plus Rangsit - Future Park,2 Bedrooms (43.50 sq.m.)
3662,1764,Ploen Ploen Plus Rangsit - Future Park,1 Bedroom (36.0 sq.m.)
3663,1764,Ploen Ploen Plus Rangsit - Future Park,1 Bedroom (34.50 sq.m.)
3664,1764,Ploen Ploen Plus Rangsit - Future Park,2 Bedrooms (45.50 sq.m.)
3665,1764,Ploen Ploen Plus Rangsit - Future Park,1 Bedroom (32.50 sq.m.)
3666,1764,Ploen Ploen Plus Rangsit - Future Park,1 Bedroom (27.0 sq.m.)
3667,1764,Ploen Ploen Plus Rangsit - Future Park,2 Bedrooms (44.0 sq.m.)
3668,1764,Ploen Ploen Plus Rangsit - Future Park,1 Bedroom (33.0 sq.m.)
3669,1765,Ploen Ploen Rama 5 - Ratchaphruek,1 Bedroom (34.50 sq.m.)
3670,1765,Ploen Ploen Rama 5 - Ratchaphruek,2 Bedrooms (43.50 sq.m.)
3671,1765,Ploen Ploen Rama 5 - Ratchaphruek,2 Bedrooms (43.0 sq.m.)
3672,1765,Ploen Ploen Rama 5 - Ratchaphruek,1 Bedroom (33.50 sq.m.)
3673,1765,Ploen Ploen Rama 5 - Ratchaphruek,1 Bedroom (33.0 sq.m.)
3674,1766,Ploen Ploen Rama 7 - Bang Kruai 2,2 Bedrooms (43.0 sq.m.)
3675,1766,Ploen Ploen Rama 7 - Bang Kruai 2,1 Bedroom (33.0 sq.m.)
3676,1766,Ploen Ploen Rama 7 - Bang Kruai 2,1 Bedroom (32.50 sq.m.)
3677,1766,Ploen Ploen Rama 7 - Bang Kruai 2,2 Bedrooms (42.50 sq.m.)
3678,1767,"Ploen Ploen Rangsit - Workpoint 1,2",No information
3679,1768,"Ploen Ploen Rangsit - Workpoint 3,4",No information
3680,1769,Ploen Ploen Rangsit - Workpoint 5,1 Bedroom (32.50 - 0.0 sq.m.)
3681,1769,Ploen Ploen Rangsit - Workpoint 5,1 Bedroom (34.0 - 0.0 sq.m.)
3682,1769,Ploen Ploen Rangsit - Workpoint 5,2 Bedroom (43.50 - 0.0 sq.m.)
3683,1769,Ploen Ploen Rangsit - Workpoint 5,1 Bedroom (35.0 - 0.0 sq.m.)
3684,1770,Ploen Ploen Ratchaphruek - Pinklao,1 Bedroom (34.50 sq.m.)
3685,1770,Ploen Ploen Ratchaphruek - Pinklao,1 Bedroom (33.0 sq.m.)
3686,1770,Ploen Ploen Ratchaphruek - Pinklao,1 Bedroom (33.50 sq.m.)
3687,1770,Ploen Ploen Ratchaphruek - Pinklao,1 Bedroom (34.0 sq.m.)
3688,1770,Ploen Ploen Ratchaphruek - Pinklao,1 Bedroom (32.50 sq.m.)
3689,1770,Ploen Ploen Ratchaphruek - Pinklao,2 Bedrooms (43.50 sq.m.)
3690,1770,Ploen Ploen Ratchaphruek - Pinklao,2 Bedrooms (44.0 sq.m.)
3691,1771,Ploen Ploen Ratchaphruek - Pinklao 2,2 Bedrooms (52.50 sq.m.)
3692,1771,Ploen Ploen Ratchaphruek - Pinklao 2,1 Bedroom (31.50 sq.m.)
3693,1771,Ploen Ploen Ratchaphruek - Pinklao 2,1 Bedroom (33.0 sq.m.)
3694,1771,Ploen Ploen Ratchaphruek - Pinklao 2,1 Bedroom (34.0 sq.m.)
3695,1771,Ploen Ploen Ratchaphruek - Pinklao 2,2 Bedrooms (50.0 sq.m.)
3696,1771,Ploen Ploen Ratchaphruek - Pinklao 2,2 Bedrooms (54.0 sq.m.)
3697,1771,Ploen Ploen Ratchaphruek - Pinklao 2,2 Bedrooms (45.50 sq.m.)
3698,1771,Ploen Ploen Ratchaphruek - Pinklao 2,1 Bedroom (33.50 sq.m.)
3699,1772,Ploen Ploen Samakee - Tiwanon,No information
3700,1773,Ploen Ploen Sanambinnam - Rattanathibet,1 Bedroom (32.50 sq.m.)
3701,1773,Ploen Ploen Sanambinnam - Rattanathibet,1 Bedroom (33.50 sq.m.)
3702,1773,Ploen Ploen Sanambinnam - Rattanathibet,2 Bedrooms (43.0 sq.m.)
3703,1773,Ploen Ploen Sanambinnam - Rattanathibet,1 Bedroom (34.50 sq.m.)
3704,1774,Ploen Ploen Tiwanon - Pakkred 2,1 Bedroom (32.0 - 35.0 sq.m.)
3705,1774,Ploen Ploen Tiwanon - Pakkred 2,2 Bedroom (43.0 sq.m.)
3706,1775,Ploen Ploen Tiwanon - Pakkred 3,2 Bedrooms (43.0 sq.m.)
3707,1775,Ploen Ploen Tiwanon - Pakkred 3,1 Bedroom (33.0 sq.m.)
3708,1775,Ploen Ploen Tiwanon - Pakkred 3,1 Bedroom (34.0 sq.m.)
3709,1775,Ploen Ploen Tiwanon - Pakkred 3,2 Bedrooms (44.0 sq.m.)
3710,1775,Ploen Ploen Tiwanon - Pakkred 3,1 Bedroom (33.50 sq.m.)
3711,1776,Ploenchit Terrace,No information
3712,1777,Pluksa Thani Fifth Condotel,1 Bedroom (28.0 - 34.0 sq.m.)
3713,1777,Pluksa Thani Fifth Condotel,2 Bedroom (39.50 - 41.0 sq.m.)
3714,1778,Plum Chaengwattana - Donmuang,1 Bedroom Plus (34.50 - 34.80 sq.m.)
3715,1778,Plum Chaengwattana - Donmuang,Studio (22.35 - 24.35 sq.m.)
3716,1778,Plum Chaengwattana - Donmuang,1 Bedroom (26.0 sq.m.)
3717,1778,Plum Chaengwattana - Donmuang,1 Bedroom with walk-in closet (27.25 - 31.25 sq.m.)
3718,1779,Plum Condo Bangkae,2 Bedroom (45.0 sq.m.)
3719,1779,Plum Condo Bangkae,Studio (22.50 sq.m.)
3720,1779,Plum Condo Bangkae,1 Bedroom  (30.0 sq.m.)
3721,1780,Plum Condo Bangyai Station,1 Bedroom (22.50 sq.m.)
3722,1780,Plum Condo Bangyai Station,2 Bedroom (45.50 sq.m.)
3723,1781,Plum Condo Central Station,2 Bedroom (48.0 - 50.0 sq.m.)
3724,1781,Plum Condo Central Station,1 Bedroom (23.50 - 26.25 sq.m.)
3725,1782,Plum Condo Central Station Phase 2,1 Bedroom (23.50 - 26.25 sq.m.)
3726,1782,Plum Condo Central Station Phase 2,2 Bedrooms (48.0 sq.m.)
3727,1783,Plum Condo Chaengwattana Station,2 Bedroom (34.95 - 45.0 sq.m.)
3728,1783,Plum Condo Chaengwattana Station,1 Bedroom (22.50 - 26.0 sq.m.)
3729,1784,Plum Condo Chaengwattana Station Phase 2,Combine (45.0 sq.m.)
3730,1784,Plum Condo Chaengwattana Station Phase 2,1 Bedroom (23.0 - 26.50 sq.m.)
3731,1785,Plum Condo Chaengwattana Station Phase 3,1 Bedroom (22.50 - 26.0 sq.m.)
3732,1785,Plum Condo Chaengwattana Station Phase 3,2 Bedrooms (34.95 - 45.0 sq.m.)
3733,1786,Plum Condo Chokchai 4,Combine  (48.50 sq.m.)
3734,1786,Plum Condo Chokchai 4,1 Bedroom Plus (32.50 - 35.50 sq.m.)
3735,1786,Plum Condo Chokchai 4,1 Bedroom (22.50 - 24.50 sq.m.)
3736,1787,Plum Condo Extra Rama 2,Studio (22.87 sq.m.)
3737,1787,Plum Condo Extra Rama 2,1 Bedroom  (28.78 sq.m.)
3738,1787,Plum Condo Extra Rama 2,2 Bedroom (46.23 sq.m.)
3739,1788,Plum Condo Ladprao 101,1 Bedroom (22.50 sq.m.)
3740,1789,Plum Condo Laemchabang,2 Bedroom (70.0 sq.m.)
3741,1789,Plum Condo Laemchabang,Studio (22.70 sq.m.)
3742,1789,Plum Condo Laemchabang,1 Bedroom  (28.35 sq.m.)
3743,1790,Plum Condo Mix Chaengwattana,2 Bedroom (Combine) (45.0 sq.m.)
3744,1790,Plum Condo Mix Chaengwattana,1 Bedroom Plus (34.95 sq.m.)
3745,1790,Plum Condo Mix Chaengwattana,1 Bedroom (22.50 - 26.0 sq.m.)
3746,1791,Plum Condo Nawamin,Studio (28.50 sq.m.)
3747,1792,Plum Condo Park Rangsit,1 Bedroom (21.50 - 26.0 sq.m.)
3748,1792,Plum Condo Park Rangsit,2 Bedroom (43.0 - 52.0 sq.m.)
3749,1793,Plum Condo Phaholyothin 89,Studio (28.0 sq.m.)
3750,1793,Plum Condo Phaholyothin 89,PETITE (22.0 sq.m.)
3751,1794,Plum Condo Pinklao Station,2 Bedroom (49.50 sq.m.)
3752,1794,Plum Condo Pinklao Station,1 Bedroom (24.50 - 26.50 sq.m.)
3753,1795,Plum Condo Ram 60 Interchange,1 Bedroom Plus (34.95 sq.m.)
3754,1795,Plum Condo Ram 60 Interchange,1 Bedroom (22.50 - 26.0 sq.m.)
3755,1796,Plum Condo Ramkhamhaeng Station,2 Bedroom  (46.0 sq.m.)
3756,1796,Plum Condo Ramkhamhaeng Station,1 Bedroom (22.50 sq.m.)
3757,1796,Plum Condo Ramkhamhaeng Station,1 Bedroom (26.0 sq.m.)
3758,1796,Plum Condo Ramkhamhaeng Station,1 Bedroom Plus (39.0 sq.m.)
3759,1797,Plum Condo Rangsit Alive,1 Bedroom (26.25 sq.m.)
3760,1797,Plum Condo Rangsit Alive,1 Bedroom Plus (34.50 sq.m.)
3761,1797,Plum Condo Rangsit Alive,Combined (52.50 sq.m.)
3762,1798,Plum Condo Samakkhi,Studio (22.50 - 28.0 sq.m.)
3763,1799,Plum Condo Saphanmai Station,1 Bedroom  (22.75 - 31.25 sq.m.)
3764,1799,Plum Condo Saphanmai Station,1 Bedroom Plus (33.50 - 39.50 sq.m.)
3765,1800,Plum Condo Sukhumvit 62,2 Bedrooms (34.75 - 35.0 sq.m.)
3766,1800,Plum Condo Sukhumvit 62,1 Bedroom (28.50 - 32.50 sq.m.)
3767,1800,Plum Condo Sukhumvit 62,Studio (23.75 - 24.50 sq.m.)
3768,1801,Plum Condo Sukhumvit 97.1,1 Bedroom (25.50 - 31.75 sq.m.)
3769,1801,Plum Condo Sukhumvit 97.1,Studio (22.0 - 23.0 sq.m.)
3770,1801,Plum Condo Sukhumvit 97.1,1 Bedroom Plus (33.75 - 34.25 sq.m.)
3771,1802,Plum Rama 2,No information
3772,1803,Plus 38 Hip,No information
3773,1804,Plus 67,No information
3774,1805,Plus Condo Ayutthaya,1 Bedroom (27.40 - 34.90 sq.m.)
3775,1805,Plus Condo Ayutthaya,2 Bedroom (54.80 sq.m.)
3776,1806,Plus Condo Hat Yai,1 Bedroom (30.0 - 43.0 sq.m.)
3777,1806,Plus Condo Hat Yai,2 Bedroom (57.0 - 60.0 sq.m.)
3778,1807,Plus Condo Hat Yai 2,2 Bedroom (60.0 - 63.0 sq.m.)
3779,1807,Plus Condo Hat Yai 2,Duplex (51.0 - 72.0 sq.m.)
3780,1807,Plus Condo Hat Yai 2,1 Bedroom (30.0 - 43.0 sq.m.)
3781,1808,Plus Condo Hatyai 30 m.,2 Bedroom (56.70 - 66.40 sq.m.)
3782,1808,Plus Condo Hatyai 30 m.,1 Bedroom (29.80 - 34.40 sq.m.)
3783,1809,Plus Condo Korat,1 Bedroom (26.70 - 34.80 sq.m.)
3784,1809,Plus Condo Korat,2 Bedrooms (60.50 sq.m.)
3785,1810,Plus Condo Phuket,1 Bedroom (30.0 sq.m.)
3786,1811,Plus Condo Phuket 2,3 Bedroom (136.0 sq.m.)
3787,1811,Plus Condo Phuket 2,2 Bedroom (60.0 - 76.0 sq.m.)
3788,1811,Plus Condo Phuket 2,1 Bedroom (30.0 - 38.0 sq.m.)
3789,1811,Plus Condo Phuket 2,Penthouse (193.0 sq.m.)
3790,1812,Plus Condo Suratthani,1 Bedroom (29.90 - 47.90 sq.m.)
3791,1812,Plus Condo Suratthani,2 Bedroom (60.30 - 64.80 sq.m.)
3792,1813,Plus Sriracha,1 Bedroom (30.0 - 34.70 sq.m.)
3793,1813,Plus Sriracha,2 Bedroom (51.0 sq.m.)
3794,1814,Poemsin Condotown,No information
3795,1815,Polis Condo Suksawat 64,1 Bedroom (28.0 sq.m.)
3796,1815,Polis Condo Suksawat 64,1 Bedroom Plus (34.50 sq.m.)
3797,1815,Polis Condo Suksawat 64,2 Bedroom (45.0 sq.m.)
3798,1816,Polo Park,No information
3799,1817,Pool Thip Condo House,No information
3800,1818,Popular Condo,Studio (28.40 - 41.40 sq.m.)
3801,1819,Porch Land 2 Jomtien Resort,No information
3802,1820,Porntaweewat Pechkasem,No information
3803,1821,Pradya Place Ratchada - Huai Khwang,1 Bedroom (29.80 - 52.0 sq.m.)
3804,1822,Prasanmit Condominium,No information
3805,1823,Prasarnmit Place,No information
3806,1824,Prasertsuk Place,No information
3807,1825,Pratunam Prestige,No information
3808,1826,Prayapirom Chateau Riverboat,No information
3809,1827,Predee Place,No information
3810,1828,Preen by Sansiri,No information
3811,1829,Prem Mansion,No information
3812,1830,Preme Condo ABAC Bangna,No information
3813,1831,Preme Lakeview,No information
3814,1832,Premier Sukhumvit 24,No information
3815,1833,Premier Thonglor,No information
3816,1834,Premiere Place Rama 9,No information
3817,1835,Premio Fresco,Studio (26.0 sq.m.)
3818,1835,Premio Fresco,2 Bedroom (49.0 sq.m.)
3819,1835,Premio Fresco,1 Bedroom  (32.0 - 40.0 sq.m.)
3820,1836,Premio Prime,Studio (29.0 - 30.0 sq.m.)
3821,1836,Premio Prime,1 Bedroom  (34.0 sq.m.)
3822,1836,Premio Prime,2 Bedroom (50.70 sq.m.)
3823,1837,Premio Quinto,Studio (22.0 - 23.0 sq.m.)
3824,1837,Premio Quinto,2 Bedrooms (42.0 - 0.0 sq.m.)
3825,1838,Premio Vetro,2 Bedroom (47.0 - 48.0 sq.m.)
3826,1838,Premio Vetro,Studio (26.0 sq.m.)
3827,1838,Premio Vetro,1 Bedroom  (32.0 - 40.0 sq.m.)
3828,1839,Premio by Premium Place,No information
3829,1840,Premsiri Boutique Park,2 Bedroom (41.40 - 58.20 sq.m.)
3830,1840,Premsiri Boutique Park,Studio (26.50 - 26.70 sq.m.)
3831,1840,Premsiri Boutique Park,1 Bedroom  (34.35 - 35.30 sq.m.)
3832,1841,Present Condominium,1 Bedroom  (26.0 - 32.0 sq.m.)
3833,1841,Present Condominium,Studio (23.25 sq.m.)
3834,1842,President Park,No information
3835,1843,President Place,No information
3836,1844,Prestige Towers,No information
3837,1845,Prima Srinakarin,No information
3838,1846,Prima Wongamat,No information
3839,1847,Prime I-Zen Condo Ladprao 71,3 Bedrooms (92.80 sq.m.)
3840,1847,Prime I-Zen Condo Ladprao 71,2 Bedrooms (52.80 - 64.25 sq.m.)
3841,1847,Prime I-Zen Condo Ladprao 71,1 Bedroom (38.78 - 40.21 sq.m.)
3842,1848,Prime Mansion Promphong,No information
3843,1849,Prime Mansion Promsri,No information
3844,1850,Prime Mansion Sukhumvit 31,No information
3845,1851,Prime Square,2 Bedroom (60.0 sq.m.)
3846,1851,Prime Square,1 Bedroom (30.0 sq.m.)
3847,1852,Prime Suites,2 Bedroom (N/A sq.m.)
3848,1852,Prime Suites,1 Bedroom (N/A sq.m.)
3849,1853,Prive by Sansiri,1 Bedroom (54.0 - 67.0 sq.m.)
3850,1853,Prive by Sansiri,2 Bedroom (93.0 - 104.0 sq.m.)
3851,1853,Prive by Sansiri,3 Bedroom  (136.0 sq.m.)
3852,1853,Prive by Sansiri,Penthouse (263.0 - 294.0 sq.m.)
3853,1854,Prodigy MRT Bangkhae,2 Bedroom Corner (50.0 sq.m.)
3854,1854,Prodigy MRT Bangkhae,1 Bedroom Plus (33.50 sq.m.)
3855,1854,Prodigy MRT Bangkhae,1 Bedroom  (29.0 sq.m.)
3856,1854,Prodigy MRT Bangkhae,Studio (23.0 sq.m.)
3857,1854,Prodigy MRT Bangkhae,2 Bedroom (50.50 sq.m.)
3858,1855,Prom Phaholyothin 2,No information
3859,1856,Prompak Gardens,No information
3860,1857,Prompimarn,No information
3861,1858,Prompt Condo Hatyai,1 Bedroom (N/A sq.m.)
3862,1858,Prompt Condo Hatyai,2 Bedroom (N/A sq.m.)
3863,1859,Prompt Condominium,No information
3864,1860,Prompto Condo Ratchada 32,2 Bed (53.74 sq.m.)
3865,1860,Prompto Condo Ratchada 32,1 Bedd (25.92 - 44.48 sq.m.)
3866,1861,Proud III Chaengwattana,2 Bedroom (45.0 - 54.0 sq.m.)
3867,1861,Proud III Chaengwattana,1 Bedroom  (46.0 - 35.0 sq.m.)
3868,1861,Proud III Chaengwattana,Duplex (42.0 sq.m.)
3869,1861,Proud III Chaengwattana,Studio (23.0 - 25.0 sq.m.)
3870,1862,Proud Posto Rama 2 - Phutthabucha,Studio (20.0 sq.m.)
3871,1862,Proud Posto Rama 2 - Phutthabucha,1 Bedroom  (31.0 sq.m.)
3872,1863,Proud X2,No information
3873,1864,Proud of Chaengwattana,Studio (25.0 sq.m.)
3874,1864,Proud of Chaengwattana,2 Bedroom (59.0 sq.m.)
3875,1864,Proud of Chaengwattana,1 Bedroom  (33.0 sq.m.)
3876,1865,Prow Life Ngamwongwan 15,No information
3877,1866,Prueksa Thani 3 Condotel,No information
3878,1867,Punna Oasis 1,2 Bedroom  (N/A sq.m.)
3879,1867,Punna Oasis 1,studio (N/A sq.m.)
