project_id,project_name,address,ceiling_height,completed_on,no_building,no_floor,total_units,utility_fee,bicycle_parking,cctv,convenience_store,fingerprint_access_control,fitness,jacuzzi,keycard_access_control,kids_playground,library,lift,massage_room,park_bbq_areas,parking,restaurant,sauna,security,shuttle_service,steam_room,swimming_pool,wifi
578,College View Sriracha,Si Racha Chonburi,,,2.0,8.0,138.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
579,Collezio Sathorn - Pipat,Bang Rak Bangkok,- m.,2011.0,1.0,8.0,95.0,40.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
580,Combs X-1 Bangsaen,Muang Chon Buri Chonburi,,,1.0,8.0,98.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
581,Common TU,Khlong Luang Pathumthani,2.7 m.,2021.0,1.0,31.0,506.0,55.0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0
582,Commonwealth Pinklao,Bang Phlat Bangkok,,1997.0,1.0,22.0,591.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
583,Commune 80 Lat Phrao,Wang Thonglang Bangkok,2.55 m.,2007.0,1.0,5.0,20.0,40.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
584,Condare Maneeya,Chatuchak Bangkok,,1993.0,1.0,5.0,68.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
585,Condo 5 Sor,Suan Luang Bangkok,,1998.0,1.0,9.0,298.0,,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
586,Condo @78 phetkasem,Bang Khae Bangkok,,,2.0,5.0,,,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
587,Condo Chain Hua Hin,Hua Hin Prachaubkirikhan,- m.,1998.0,1.0,19.0,406.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
588,Condo ME Navanakorn,Bang Pa-In Phra Nakhon Sri Ayutthaya,- m.,2021.0,1.0,5.0,79.0,,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
589,Condo Me Onnut - Rama 9,Prawet Bangkok,,2023.0,3.0,5.0,79.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Condo Me Sinsakhon,Muang Samut Sakhon Samut Sakhon,,2022.0,3.0,5.0,49.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
591,Condo One Sukhumvit 67,Watthana Bangkok,,2009.0,1.0,8.0,79.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
592,Condo Sinthavee Park,Ban Chang Rayong,- m.,,5.0,4.0,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
593,Condolette Dwell Sukhumvit 26,Khlong Toei Bangkok,2.55 m.,2014.0,2.0,8.0,224.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
594,Condolette Ize Ratchathewi,Ratchathewi Bangkok,- m.,2014.0,1.0,33.0,306.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
595,Condolette Light Convent,Bang Rak Bangkok,2.5 m.,2014.0,1.0,8.0,111.0,65.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
596,Condolette Midst Rama 9,Huai Khwang Bangkok,2.70 m.,2015.0,1.0,30.0,433.0,55.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
597,Condolette Pixel Sathorn,Yan Nawa Bangkok,,2015.0,1.0,8.0,345.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
598,Condotel Rungroj,Nong Khaem Bangkok,,2009.0,1.0,4.0,79.0,,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
599,Conner Ratchathewi,Ratchathewi Bangkok,"3.0,4.5 m.",2021.0,1.0,38.0,209.0,90.0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
600,Connext Condo,Muang Phuket Phuket,2.60 m.,2015.0,2.0,8.0,346.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1
601,Coo Phitsanulok,Muang Phitsanulok Phitsanulok,2.4 m.,2015.0,3.0,8.0,448.0,37.0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
602,Cool Condo Rama 7,Bang Kruai Nonthaburi,,2016.0,3.0,8.0,434.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
603,Cooper Siam,Pathum Wan Bangkok,- m.,2021.0,1.0,24.0,188.0,,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0
604,Copacabana Beach Jomtien,Bang Lamung Chonburi,- m.,2022.0,1.0,59.0,1644.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
605,Cosmo Villa,Khlong Toei Bangkok,,2003.0,2.0,11.0,35.0,,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
606,Cosy Beach View,Bang Lamung Chonburi,- m.,2013.0,1.0,24.0,256.0,50.0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
607,Country Complex,Bang Na Bangkok,,1993.0,3.0,12.0,718.0,,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0
608,Country Ville Resort Khae-rai Phase 1,Muang Nonthaburi Nonthaburi,,2014.0,1.0,8.0,76.0,,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
609,Craft Ploenchit,Pathum Wan Bangkok,"2.5,2.55 m.",2020.0,1.0,8.0,90.0,80.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
610,Cross Creek,Watthana Bangkok,,2007.0,1.0,8.0,23.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
611,Crystal Beach Condominium,Si Racha Chonburi,,,1.0,8.0,36.0,,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
612,Crystal Garden,Khlong Toei Bangkok,,1992.0,1.0,26.0,112.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
613,Culture Chula,Bang Rak Bangkok,,2025.0,1.0,32.0,612.0,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
614,Culture Thonglor,Khlong Toei Bangkok,,2026.0,1.0,36.0,493.0,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
615,D 25 Thonglor,Watthana Bangkok,2.5 m.,2012.0,1.0,8.0,98.0,55.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
616,D 65,Watthana Bangkok,,2008.0,2.0,8.0,228.0,35.0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
617,D Mark Condo @Sutthisan,Huai Khwang Bangkok,2.50 m.,2018.0,1.0,8.0,112.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
618,D Memoria Phaholyothin 8,Phaya Thai Bangkok,2.45 m.,2015.0,1.0,8.0,123.0,55.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
619,D Mura Ratchayothin,Chatuchak Bangkok,2.5 m.,2016.0,1.0,8.0,216.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
620,D Park Condo Suansear - Sriracha,Si Racha Chonburi,- m.,2018.0,1.0,8.0,209.0,,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0
621,D Ratchada 19,Din Daeng Bangkok,- m.,2015.0,1.0,8.0,70.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
622,D.S. Tower 1 Sukhumvit 33,Watthana Bangkok,,1990.0,2.0,27.0,155.0,,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
623,D.S. Tower 2 Sukhumvit 39,Watthana Bangkok,,1996.0,1.0,30.0,196.0,,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0
624,D5 Condominium,Bueng Kum Bangkok,,2012.0,2.0,5.0,52.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
625,DEFINE by Mayfair Sukhumvit 50,Khlong Toei Bangkok,2.5 m.,2021.0,2.0,8.0,190.0,55.0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0
626,DEN Vibhavadi,Don Mueang Bangkok,- m.,2012.0,3.0,8.0,706.0,25.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
627,DLV Thonglor 20,Watthana Bangkok,- m.,2008.0,1.0,8.0,79.0,35.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0
628,DOLCE LASALLE,Bang Na Bangkok,2.5 m.,2021.0,1.0,8.0,178.0,45.0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1
629,DRouvre Condominium,Phaya Thai Bangkok,,2016.0,1.0,16.0,36.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Dcon Prime Rattanathibet,Muang Nonthaburi Nonthaburi,2.60 m.,2018.0,1.0,38.0,368.0,40.0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0
631,De Amber,Sattahip Chonburi,,2015.0,1.0,7.0,70.0,,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1
632,De LAPIS  Charan 81,Bang Phlat Bangkok,2.75 m.,2019.0,1.0,32.0,635.0,60.0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0
633,Deco Condominium,Bang Na Bangkok,,2017.0,2.0,8.0,158.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
634,Del Mare Bangsaray Beachfront,Sattahip Chonburi,2.8 m.,2017.0,1.0,33.0,399.0,35.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
635,Denim Jatujak,Chatuchak Bangkok,2.5 m.,2022.0,3.0,22.0,1813.0,55.0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0
636,Deves Mansion,Phra Nakhon Bangkok,,1993.0,1.0,6.0,138.0,,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
637,Dhawa Phuket,Thalang Phuket,,2021.0,4.0,7.0,390.0,,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0
638,Diamant Condominium,Muang Chiang Mai Chiang Mai,2.4 m.,2014.0,3.0,5.0,227.0,,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
639,Diamond Ratchada,Huai Khwang Bangkok,,2010.0,1.0,31.0,436.0,35.0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
640,Diamond Ratchada City Plus,Huai Khwang Bangkok,,2009.0,1.0,8.0,119.0,30.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
641,Diamond Ratchada Cool House,Huai Khwang Bangkok,,2009.0,1.0,8.0,136.0,30.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0
642,Diamond Suites,Bang Lamung Chonburi,,2015.0,7.0,7.0,282.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
643,Diamond Suites Resort Condominium,15 Bang Lamung Chonburi,- m.,2013.0,4.0,8.0,282.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
644,Diamond Sukhumvit,Khlong Toei Bangkok,,2011.0,1.0,31.0,485.0,35.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
645,Diamond Tower,Bang Rak Bangkok,,1985.0,1.0,23.0,100.0,,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
646,Diana Estates,Bang Lamung Chonburi,,2005.0,,4.0,200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Dlux Condominium,Muang Phuket Phuket,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Dolce Udomsuk,Bang Na Bangkok,2.85 m.,2016.0,1.0,7.0,79.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
649,Domus 16,Khlong Toei Bangkok,,2006.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Domus 18,Khlong Toei Bangkok,,2006.0,1.0,12.0,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Dormy Residences Sriracha,Si Racha Chonburi,,2019.0,2.0,8.0,287.0,,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0
652,Double Lake Condominium,Pak Kret Nonthaburi,- m.,2013.0,3.0,8.0,298.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1
653,Double Tree Residence,Watthana Bangkok,,2011.0,2.0,8.0,48.0,,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1
654,Double U,Lat Phrao Bangkok,- m.,2010.0,2.0,8.0,357.0,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
655,Downtown Forty Nine,Watthana Bangkok,2.5 m.,2013.0,2.0,8.0,128.0,45.0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0
656,Dream Lampang,Muang Lampang Lamphang,,2017.0,1.0,8.0,212.0,,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0
657,Dsign Ratchada,Huai Khwang Bangkok,,2009.0,1.0,8.0,79.0,,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0
658,Duliya Chalisma,Huai Khwang Bangkok,,1997.0,3.0,8.0,236.0,20.0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0
659,Duliya Place Condo,Lat Phrao Bangkok,- m.,1995.0,6.0,8.0,858.0,15.0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
660,Dusit D2 Residence Hua Hin,Hua Hin Prachaubkirikhan,2.4 m.,2019.0,2.0,8.0,364.0,60.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1
661,Dusit Grand Condo View,Bang Lamung Chonburi,,2014.0,1.0,36.0,531.0,30.0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1
662,Dusit Grand Park,Bang Lamung Chonburi,,2018.0,6.0,8.0,978.0,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1
663,Dusit Grand Park 2,Bang Lamung Chonburi,,2022.0,5.0,8.0,919.0,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1
664,Dusit Residences and Dusit Parkside,Bang Rak Bangkok,,2025.0,3.0,69.0,246.0,,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
665,EASTERN STAR REALESTATE,Bang Rak Bangkok,,2014.0,1.0,20.0,211.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
666,ECOresort Bang Saray,Sattahip Chonburi,,2024.0,2.0,8.0,262.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,EDGE Central Pattaya,Bang Lamung Chonburi,2.7 m.,2021.0,1.0,31.0,603.0,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0
668,EYSE Sukhumvit 43,Watthana Bangkok,,2022.0,2.0,7.0,107.0,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
669,Ease Rama 2,Bang Khun Thian Bangkok,2.6 m.,2020.0,2.0,12.0,329.0,50.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
670,Ease Ratchada,Chatuchak Bangkok,,2009.0,1.0,7.0,108.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,East Tower,Bang Na Bangkok,- m.,2001.0,1.0,31.0,,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0
672,Eastern Seaboard City,Pluak Daeng Rayong,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Eastern Tower Codominium,Si Racha Chonburi,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Eastwood Park,Suan Luang Bangkok,,1995.0,6.0,6.0,224.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,Econdo Bang Saray,70/9 Sattahip Chonburi,- m.,2020.0,1.0,8.0,64.0,,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
676,Edge Sukhumvit 23,Watthana Bangkok,2.9 m.,2016.0,1.0,35.0,443.0,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1
677,Eight Thonglor Residence,Watthana Bangkok,- m.,2009.0,1.0,34.0,196.0,45.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0
678,Ekamai Condo Town,Watthana Bangkok,,1996.0,1.0,8.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,Ekbodin Condominium,Chatuchak Bangkok,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Ekceed Tongkrad Lamchabang,Bang Lamung Chonburi,,,10.0,,770.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0
681,Ekthani Condotown,Muang Pathum Thani Pathumthani,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,El Cielo Khonkaen,Muang Khon Kaen Khon Kaen,,2014.0,1.0,7.0,79.0,,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1
683,Elegance @ Cosy Beach,Bang Lamung Chonburi,,2015.0,1.0,7.0,79.0,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
684,Elements Srinakarin,Prawet Bangkok,2.4 m.,2013.0,7.0,8.0,1058.0,40.0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
685,Elephant Tower,Chatuchak Bangkok,,1997.0,1.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,Elio Condo,Phra Khanong Bangkok,2.4 m.,2014.0,4.0,8.0,962.0,45.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1
687,Elio Del Moss Phaholyothin 34,Chatuchak Bangkok,2.4 m.,2019.0,7.0,8.0,1524.0,50.0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1
688,Elio Del Nest,Bang Na Bangkok,2.60 m.,2020.0,8.0,23.0,1459.0,50.0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0
689,Elio Del Ray,Phra Khanong Bangkok,2.4 m.,2014.0,1.0,8.0,1630.0,45.0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0
690,Elio Sathorn - Wutthakat,Chom Thong Bangkok,2.5 m.,2021.0,2.0,35.0,1161.0,50.0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
691,Elite Residence Rama 9 - Srinakarin,Bang Kapi Bangkok,- m.,2006.0,1.0,7.0,62.0,35.0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0
692,Elite Salaya,Phuttha Mon Thon Nakhon Pathom,,2017.0,2.0,8.0,,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
693,Embassy Place Bearing 45,Bang Na Bangkok,,2016.0,,,74.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
694,Emerald Palace,Bang Lamung Chonburi,,2010.0,1.0,7.0,79.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
695,Emerald Residence Ratchada,Din Daeng Bangkok,2.4 m.,2012.0,3.0,8.0,635.0,35.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
696,Empire House,Watthana Bangkok,,1994.0,1.0,,58.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,Empire Sawasdee,Watthana Bangkok,,2005.0,1.0,12.0,43.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
698,Emporium Suites by Chatrium,Khlong Toei Bangkok,,2009.0,1.0,42.0,378.0,,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0
699,Episode Phahol - Sapanmai,Bang Khen Bangkok,2.45 m.,2017.0,2.0,14.0,465.0,,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1
700,Equinox,Chatuchak Bangkok,2.9 m.,2014.0,2.0,50.0,490.0,30.0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0
701,Escent  Chiangmai,Muang Chiang Mai Chiang Mai,,2018.0,1.0,26.0,400.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
702,Escent Hatyai,Hat Yai Songkhla,,2023.0,1.0,36.0,665.0,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0
703,Escent Khon Kean,Muang Khon Kaen Khon Kaen,,2018.0,,,,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
704,Escent Korat 2,Muang Nakhon Ratchasima Nakhon Ratchasima,,2023.0,1.0,33.0,395.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
705,Escent Nakhonratchasima,Muang Nakhon Ratchasima Nakhon Ratchasima,,2018.0,2.0,17.0,380.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
706,Escent Park Ville Chiangmai,Muang Chiang Mai Chiang Mai,- m.,2020.0,2.0,8.0,450.0,,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
707,Escent Rayong,Muang Rayong Rayong,,2018.0,1.0,25.0,400.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
708,Escent Rayong 2,Muang Rayong Rayong,,2023.0,1.0,23.0,421.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
709,Escent Ubonratchathani,Muang Ubon Ratchathani Ubon Ratchathani,,2022.0,1.0,14.0,395.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
710,Escent Ville Ayutthaya,Phra Nakhon Sri Ayutthaya Phra Nakhon Sri Ayutthaya,,2022.0,1.0,14.0,369.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
711,Escent Ville Chiangmai,Muang Chiang Mai Chiang Mai,,2019.0,2.0,8.0,450.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
712,Esmeralda,Sathon Bangkok,,,2.0,12.0,69.0,,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
713,Espana Condo Resort Pattaya,Bang Lamung Chonburi,,2018.0,7.0,8.0,1094.0,,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1
714,Esta Bliss,Min Buri Bangkok,2.4 m.,2016.0,3.0,8.0,634.0,45.0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0
715,Esta Phahol-Sapanmai,Bang Khen Bangkok,,2015.0,1.0,8.0,150.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
716,Estabe’ @ Phahonyothin 18,Chatuchak Bangkok,2.60 m.,2018.0,3.0,8.0,222.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1
717,Estanan Condo,Bang Lamung Chonburi,,2017.0,2.0,8.0,,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
718,Eua Amornsuk Condo Ramkhamhaeng,Suan Luang Bangkok,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,Euro Classic Condominium,Watthana Bangkok,,2007.0,1.0,8.0,78.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
720,Evergreen View Tower,Bang Na Bangkok,,1993.0,1.0,33.0,368.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
721,Exclusive Place,Chatuchak Bangkok,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,Executive Residence 3,Bang Lamung Chonburi,,2011.0,1.0,7.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Executive Residence 4,Bang Lamung Chonburi,,2010.0,1.0,7.0,,,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1
724,Executive Residence I,Bang Lamung Chonburi,,2005.0,1.0,3.0,27.0,32.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
725,Executive Residence II,Bang Lamung Chonburi,,2007.0,3.0,7.0,0.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
726,FLO by Sansiri,Khlong San Bangkok,,2025.0,1.0,22.0,508.0,,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0
727,FYNN Asoke,Khlong Toei Bangkok,"2.35,2.6 m.",2021.0,2.0,8.0,263.0,70.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0
728,FYNN Sukhumvit 31,Watthana Bangkok,2.65 m.,2020.0,1.0,8.0,63.0,70.0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
729,Fah Dome,Khlong Luang Pathumthani,,,3.0,8.0,,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
730,Fair Tower,Khlong Toei Bangkok,,1992.0,1.0,12.0,,,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
731,Fairview Lat Phrao 31,Chatuchak Bangkok,,1992.0,1.0,8.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,Fairview Tower,Khlong Toei Bangkok,,1993.0,1.0,25.0,54.0,,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0
733,Fak Khao Pode,Bang Kapi Bangkok,,2004.0,3.0,21.0,960.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Family Complex,Phaya Thai Bangkok,,,1.0,19.0,271.0,,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
735,Family House Ladprao 71,Lat Phrao Bangkok,,2008.0,2.0,5.0,45.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,Family Park,Huai Khwang Bangkok,,2006.0,4.0,8.0,725.0,30.0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
