project_id,project_name,address,ceiling_height,completed_on,no_building,no_floor,total_units,utility_fee,bicycle_parking,cctv,convenience_store,fingerprint_access_control,fitness,jacuzzi,keycard_access_control,kids_playground,library,lift,massage_room,park_bbq_areas,parking,restaurant,sauna,security,shuttle_service,steam_room,swimming_pool,wifi,lat,lon,gg_address
270,Baan Sathorn,Sathon Bangkok,,1994.0,1.0,20.0,50.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.72060027106645,100.5455573928716,"57 Ngam Duphli Alley, Thung Maha Mek, Sathon, Bangkok 10120, Thailand"
271,Baan Sathorn Chaopraya,Khlong San Bangkok,,2005.0,1.0,37.0,400.0,30.0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,13.718917832432393,100.50913902595781,"931 1 Charoen Nakhon 15 A Alley, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand"
272,Baan Sindhorn,Pathum Wan Bangkok,3 m.,,1.0,8.0,32.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,13.73826277106645,100.5434482928716,"89 Soi Langsuan, ลุมพินี Pathum Wan, Bangkok 10330, Thailand"
273,Baan Siri 24,Khlong Toei Bangkok,,2007.0,1.0,34.0,150.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.726191632432393,100.5679407259578,"39 Sukhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand"
274,Baan Siri 31,Watthana Bangkok,,2007.0,1.0,24.0,180.0,40.0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,13.737881732432392,100.5663366259578,"บ้านเลขที่ 47 ถนน สุขุมวิท 31 Soi Sawatdi, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand"
275,Baan Siri Ruedee,Pathum Wan Bangkok,,2005.0,1.0,8.0,68.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.741228832432393,100.5497257259578,"7 Soi Ruamrudee Community, Lumphini, Pathum Wan, Bangkok 10330, Thailand"
276,Baan Siri Sathon Suanplu,Sathon Bangkok,,,1.0,8.0,75.0,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.708731132432392,100.5382077259578,"33/1-75 Nang Linchi 4 Alley, Thung Maha Mek, Sathon, Bangkok 10120, Thailand"
277,Baan Siri Sathorn,Sathon Bangkok,,2003.0,2.0,8.0,169.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,13.72062187106645,100.5211886928716,"3 Si Wiang, Silom, Bang Rak, Bangkok 10500, Thailand"
278,Baan Siri Silom,Bang Rak Bangkok,,2006.0,1.0,25.0,137.0,45.0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,13.720620732432392,100.52119002595781,"3 Si Wiang, Silom, Bang Rak, Bangkok 10500, Thailand"
279,Baan Siri Sukhumvit 10,Khlong Toei Bangkok,,2005.0,2.0,8.0,118.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.736989832432393,100.5567620259578,"16 Sukhumvit 10 Alley, Khlong Toei, Bangkok 10110, Thailand"
280,Baan Siri Sukhumvit 13,Watthana Bangkok,,2004.0,1.0,8.0,73.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.747488232432392,100.5583734259578,"ซอย บ้านสิริสุขุมวิทซอย 13 Soi Pha Suk, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand"
281,Baan Siriyenakat,Sathon Bangkok,,2005.0,1.0,8.0,79.0,35.0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,13.72619277106645,100.5679393928716,"39 Sukhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand"
282,Baan Somprasong,Sattahip Chonburi,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.81657657106645,100.91254659287159,"46 Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand"
283,Baan Somthavil,Pathum Wan Bangkok,,1997.0,1.0,21.0,113.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.739087732432392,100.5406050259578,"1 Mahatlek Luang 3 Alley, Lumphini, Pathum Wan, Bangkok 10330, Thailand"
284,Baan Suan Bangkhen,Bang Khen Bangkok,,1995.0,1.0,26.0,1575.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.753986632432392,100.4763945259578,"167 14 Itsaraphap 43 Alley, Ban Chang Lo, Bangkok Noi, Bangkok 10700, Thailand"
285,Baan Suan Chaengwattana,Don Mueang Bangkok,,2002.0,4.0,9.0,257.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.940763432432393,100.5663964259578,"Na Wong Pracha Patthana Rd, Si Kan, Don Mueang, Bangkok 10210, Thailand"
286,Baan Suan Greenery Hill,Muang Chiang Mai Chiang Mai,2.8 m.,2009.0,2.0,5.0,78.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,18.82314843243239,98.96144562595781,"300 Chang Phuak Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand"
287,Baan Suan La Salle,Bang Na Bangkok,,2010.0,3.0,7.0,,,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,13.654552232432392,100.6451215259578,"Soi Lasalle, Bang Na Tai, Bang Na, Bangkok 10260, Thailand"
288,Baan Suan Lalana,Bang Lamung Chonburi,,1991.0,9.0,5.0,459.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,12.876277932432393,100.89307632595781,"444 Chaiyapruek Soi 1 Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand"
289,Baan Suan Lalana - Suan Luang,Prawet Bangkok,,1993.0,24.0,6.0,576.0,,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,12.876277932432393,100.89307632595781,"444 Chaiyapruek Soi 1 Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand"
290,Baan Suan Palm,Pak Kret Nonthaburi,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.840216432432392,100.5096992259578,"เลขที่ 27 Nakhon In Rd, Tambon Bang Khen, อำเภอ เมือง, Nonthaburi 11000, Thailand"
291,Baan Suan Sukhumvit,Suan Luang Bangkok,,1994.0,1.0,7.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.706835932432393,100.6327420259578,"อ่อนนุช 46 Bangkok 10250, Thailand"
292,Baan Suan Thon,Thung Khru Bangkok,,,68.0,6.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.82670197106645,100.5834441928716,"346/62 Phahonyothin 30 Alley, Chan Kasem, Chatuchak, Bangkok 10900, Thailand"
293,Baan Suan Thon Ratchada,Chatuchak Bangkok,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.826700832432392,100.5834455259578,"346/62 Phahonyothin 30 Alley, Chan Kasem, Chatuchak, Bangkok 10900, Thailand"
294,Baan Suanpetch,Watthana Bangkok,,1993.0,1.0,33.0,130.0,,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,13.731739432432393,100.5714887259578,"18 Soi Sukhumvit 39, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand"
295,Baan Suanthon Srinakarin,Bang Plee Samut Prakarn,- m.,1995.0,24.0,6.0,,,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,13.641290832432393,100.6505437259578,"JMR2+M7Q, Soi Mu Ban Suan Thon, Bang Kaeo, Bang Phli District, Samut Prakan 10540, Thailand"
296,Baan Sukhothai,Dusit Bangkok,0 m.,2001.0,1.0,4.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.749842732432393,100.5328326259578,"119/159 ซ.เฉลิมหล้า, Phaya Thai Rd, Thanon Phetchaburi, Ratchathewi, Bangkok 10400, Thailand"
297,Baan Sukhothai Ramkhamhaeng,Bang Kapi Bangkok,,1994.0,18.0,10.0,,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.757671632432393,100.6343320259578,"Ramkhamhaeng 30/1 Alley, Hua Mak, Bang Kapi District, Bangkok 10240, Thailand"
298,Baan Sukhumvit,Khlong Toei Bangkok,,1998.0,1.0,14.0,150.0,,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,13.718851671066451,100.5754773928716,"129 Napha Sap 5 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand"
299,"Baan Sukhumvit ,Sukhumvit 34",Watthana Bangkok,,,,,0.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,13.71844817106645,100.5734720928716,"119 Napha Sap Alley, Lane 5, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand"
300,Baan Suksan,Watthana Bangkok,,1999.0,1.0,8.0,89.0,,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,13.743045032432393,100.5646932259578,"ซอย สุขุมวิท 23 Soi Petchaburi 38, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand"
301,Baan Tanarak Phuket,Muang Phuket Phuket,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8745280324323925,98.3863973259578,"V9FP+RH6, Rattankosin, Soi Rat Uthit 200 Pi 2, Muang, Phuket 83000, Thailand"
302,Baan Thanon Sarasin,Pathum Wan Bangkok,,2006.0,1.0,7.0,22.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.745953932432393,100.5691153259578,"194, ซอยสวัสดี ถนนสุขุมวิท 31, แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร, 10110 10110, Thailand"
303,Baan Thepharak,Muang Samut Prakarn Samut Prakarn,,,,12.0,,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.59953647106645,100.6790646928716,"136 350 Bang Phli Yai, Bang Phli District, Samut Prakan 10540, Thailand"
304,Baan Thew Lom Cha Am,Cha-Am Petchburi,2.4 m.,2015.0,4.0,8.0,808.0,,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,12.771817932432393,99.9728927259578,"339/270 โครงการทิวลม ถนน Chao Lai, Cha-am District, Phetchaburi 76120, Thailand"
305,Baan Thew Talay Aquamarine,Cha-Am Petchburi,,2014.0,5.0,4.0,270.0,,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,12.759279132432393,99.9694820259578,"779 Phetkasem Road, Cha Am, Cha-am District, Phetchaburi 76120, Thailand"
306,Baan Thew Talay Blue Sapphire (Phase II),Cha-Am Petchburi,- m.,2015.0,3.0,4.0,421.0,35.0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,12.757048032432392,99.9706193259578,"756 ชะอำใต้ 4 Cha-am, Cha-am District, Phetchaburi 76120, Thailand"
307,Baan Thippayadej,Khlong Toei Bangkok,,2014.0,2.0,7.0,21.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.728871732432392,100.5668096259578,"35/1 Soi Methi Niwet, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand"
308,Baan Yen Akard,Yan Nawa Bangkok,,2005.0,1.0,20.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.711442732432392,100.5435645259578,"PG6V+HCG, Chong Nonsi, Yan Nawa, Bangkok 10120, Thailand"
309,Babylon Sky Garden,Muang Phuket Phuket,,2018.0,1.0,7.0,41.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,7.779648432432393,98.3307332259578,"39/14 Soi Lamkayai, Rawai, Mueang Phuket District, Phuket 83130, Thailand"
310,Ban Auea Arthorn Muang Mai Bang Phli,Bang Sao Thong Samut Prakarn,- m.,,,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.557098032432393,100.7663393259578,"Bang Sao Thong, Bang Sao Thong District, Samut Prakan 10540, Thailand"
311,Ban Auea Arthorn Na Chom Thian,Sattahip Chonburi,- m.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02816917106645,100.6635979928716,"Khlong Sam, Khlong Luang District, Pathum Thani 12120, Thailand"
312,Ban Chang Cliff Beach,Ban Chang Rayong,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.671511732432393,101.0546801259578,"M3C3+JV3, Phla, Ban Chang District, Rayong 21130, Thailand"
313,Ban Uae R-Thorn Phuket (Sirea) Authority,Thalang Phuket,- m.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.154121032432393,98.2978603259578,"Mai Khao, Thalang District, Phuket 83110, Thailand"
314,Bang Aor Riverside Tower,Bang Phlat Bangkok,,,3.0,,,,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.804033532432392,100.5137366259578,"Riverside Tower B Juristic Office, 730 Charan Sanit Wong 94/1 Alley, Bang Ao, Bang Phlat, Bangkok 10700, Thailand"
315,Bang Khen Housing (Klong Thanon ),Sai Mai Bangkok,- m.,,,5.0,,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13.84695587106645,100.5607074928716,"Lat Yao, Chatuchak, Bangkok 10900, Thailand"
316,Bang Saen Condotel,Muang Chon Buri Chonburi,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.301119032432393,100.9007657259578,"146 15 Bangsaen Sai 1, Saen Suk, Chon Buri District, Chon Buri 20130, Thailand"
317,Bang Saray Beach Resort,Sattahip Chonburi,,2013.0,2.0,8.0,150.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,12.765193932432393,100.8967011259578,"108 Moo 2, Bang Saray, Sattahip, Chon Buri 20250, Thailand"
318,Bang Saray Condominium,Sattahip Chonburi,,,,,0.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,12.765000371066451,100.8968769928716,"Bang Sare, Sattahip District, Chon Buri 20250, Thailand"
319,Bangkapi Condotown,Bang Kapi Bangkok,,1992.0,5.0,11.0,1553.0,,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,13.772632632432392,100.6440762259578,"281 ซอย 121 ถนนลาดพร้าว Khlong Chan, Khet Bang Kapi, Bangkok 10240, Thailand"
320,Bangkapi Grand Condo,Bang Kapi Bangkok,,1996.0,2.0,8.0,428.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75911057106645,100.6506643928716,"54 Ramkhamhaeng 60/2 Alley, Hua Mak, Bang Kapi District, Bangkok 10240, Thailand"
321,Bangkapi Mansion,Khlong Toei Bangkok,,1998.0,1.0,21.0,52.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,13.734656132432393,100.5584873259578,"89 Sukhumvit 12 Alley, Khlong Toei, Bangkok 10110, Thailand"
322,Bangkhae Condotown,Phasi Charoen Bangkok,- m.,1997.0,1.0,21.0,726.0,,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,13.713124871066452,100.4221116928716,"Petchkasem Rd, Bang Khae Nuea, Bang Khae, Bangkok 10160, Thailand"
323,Bangkok Feliz @ Bangkae Station,Bang Khae Bangkok,,2017.0,1.0,7.0,79.0,,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.710975732432393,100.4198476259578,"PC69+9WX, Phet Kasem 39/2 Alley, Bang Khae, Bangkok 10160, Thailand"
324,Bangkok Feliz @ Krungthonburi 5 - 2,Thon Buri Bangkok,,2014.0,1.0,8.0,79.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,13.722437932432392,100.5044078259578,"249 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand"
325,Bangkok Feliz Major Ratchayothin,Chatuchak Bangkok,,2009.0,1.0,8.0,79.0,,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,13.829287232432392,100.5701533259578,"1452 ซอย พหลโยธิน 30 Chan Kasem, Chatuchak, Bangkok 10900, Thailand"
326,Bangkok Feliz Sathorn - Taksin,Khlong San Bangkok,,,1.0,8.0,200.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,13.721859632432393,100.5048331259578,"PGC3+PWW, Soi Krung Thonburi 5, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand"
327,Bangkok Feliz Sukhumvit 69,Watthana Bangkok,,2014.0,1.0,8.0,71.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,13.715548132432392,100.5919495259578,"39 Sukhumvit 69 Alley, Phra Khanong Nuea, Watthana, Bangkok 10110, Thailand"
328,Bangkok Feliz Sukhumvit 69 - 2,Phra Khanong Bangkok,,2014.0,1.0,8.0,61.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,13.715548132432392,100.5919495259578,"39 Sukhumvit 69 Alley, Phra Khanong Nuea, Watthana, Bangkok 10110, Thailand"
329,Bangkok Feliz Vibhavadi 30,Chatuchak Bangkok,,2013.0,1.0,8.0,154.0,35.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.823174732432392,100.5629145259578,"15 Phahon Yothin 21 Alley, Chatuchak, Bangkok 10900, Thailand"
330,Bangkok Garden,Yan Nawa Bangkok,,1998.0,8.0,10.0,841.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.701612232432392,100.5359639259578,"289 Naradhiwas Rajanakarindra 24 Alley, Chong Nonsi, Yan Nawa, Bangkok 10120, Thailand"
331,Bangkok Horizon Lite @ Phekasem 48 Station,Phasi Charoen Bangkok,2.6 m.,2019.0,3.0,8.0,741.0,38.0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,13.71751397106645,100.4458698928716,"46/2 99 46/2 Bang Wa, Phasi Charoen, Bangkok 10160, Thailand"
332,Bangkok Horizon P 48,Phasi Charoen Bangkok,2.6 m.,2012.0,1.0,19.0,275.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,13.715716071066451,100.4456279928716,"254 Petchkasem Rd, Bang Wa, Phasi Charoen, Bangkok 10160, Thailand"
333,Bangkok Horizon Phetkasem,Phasi Charoen Bangkok,- m.,2011.0,1.0,27.0,418.0,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,13.71393507106645,100.4410065928716,"Thanon Phetkasem Rd Bang Wa, บางแค Bangkok 10160, Thailand"
334,Bangkok Horizon Ramkhamhaeng,Bang Kapi Bangkok,,2010.0,1.0,39.0,596.0,30.0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,13.762414832432393,100.6487708259578,"788 Ramkhamhaeng Rd, Hua Mak, Bang Kapi District, Bangkok 10240, Thailand"
335,Bangkok Horizon Ratchada - Thapra,Thon Buri Bangkok,,2014.0,2.0,8.0,710.0,,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,13.707709332432392,100.4800810259578,"ถนนรัชดา-ท่าพระ, ท่าพระ, Ratchadaphisek Rd, Dao Khanong, Thon Buri, Bangkok 10600, Thailand"
336,Bangkok Horizon Sathorn - Narathiwas,Sathon Bangkok,- m.,2014.0,1.0,24.0,268.0,,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,13.712737232432392,100.5331414259578,"14 Naradhiwas Rajanagarindra Rd, Thung Wat Don, Sathon, Bangkok 10120, Thailand"
337,Bangkok River Marina,Bang Phlat Bangkok,,1993.0,1.0,33.0,106.0,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,13.787824932432393,100.5041889259578,"248,264,266,270 Charan Sanit Wong Rd, Bang Phlat, Bangkok 10700, Thailand"
338,Bangkok river park,Samphanthawong Bangkok,- m.,1994.0,1.0,36.0,97.0,,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,13.739354032432393,100.5024612259578,"432 Trok Saphan Yao, Chakkrawat, Samphanthawong, Bangkok 10100, Thailand"
339,Bangna Complex,Bang Na Bangkok,,1987.0,1.0,20.0,272.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,13.671156471066451,100.6370407928716,"39 Bang Na-Trat 25 Alley, Bang Na Nuea, Bang Na, Bangkok 10260, Thailand"
340,Bangna Place,Bang Na Bangkok,,1996.0,4.0,9.0,,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,13.672970771066451,100.5954707928716,"333 ซอย คอมเซเว่นบางนาใต้ Bang Na Tai, Bang Na, Bangkok 10260, Thailand"
341,Bangna Residence,Bang Na Bangkok,,2003.0,2.0,30.0,410.0,,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,13.674861871066451,100.5990952928716,"324/, 13 Sanphawut Rd, Bang Na Nuea, Bang Na, Bangkok 10260, Thailand"
342,Bangrak Condominium,Sathon Bangkok,- m.,1983.0,1.0,11.0,220.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,,
343,Bangsaen Royal Beach,Muang Chon Buri Chonburi,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.300317132432392,100.9000337259578,"148, ถ.บางแสนสาย, ต.แสนสุข อ.เมือง จ.ชลบุรี, 20130 20130, Thailand"
344,Bangyeekhan Condominium,Bang Phlat Bangkok,,1996.0,2.0,9.0,,,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,13.776095532432393,100.4853155259578,"88 Charan Sanit Wong Rd, Bang Yi Khan, Bang Phlat, Bangkok 10700, Thailand"
345,Bann Eua Ar Thon Chiang Mai Night Safari,Hang Dong Chiang Mai,- m.,,,4.0,428.0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,18.742348332432393,98.9173234259578,"33, Nong Kwai, Hang Dong District, Chiang Mai 50230, Thailand"
346,"Banyan Terrace 1,2,3",Muang Rayong Rayong,,2015.0,3.0,7.0,0.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,12.68522897106645,101.2177363928716,"Thap Ma, Mueang Rayong District, Rayong 21000, Thailand"
347,Banyan Tree Residences Riverside Bangkok,Khlong San Bangkok,3.25 m.,2019.0,1.0,45.0,133.0,,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,13.732392932432392,100.5096352259578,"1188 Soi Somdet Chao Phraya 17, Khlong San, Bangkok 10600, Thailand"
348,Baxtor Paholyothin 14,Phaya Thai Bangkok,- m.,2009.0,1.0,8.0,58.0,35.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,13.78661587106645,100.5529853928716,"Thailand, 69 ซอย อินทามระ 4 Samsen Nai, Phaya Thai, Bangkok 10400, Thailand"
349,Bay House,Bang Lamung Chonburi,- m.,1970.0,1.0,6.0,37.0,,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,12.90911037106645,100.88433609287159,"Soi Thepprasit 6 Nongprue, Bang Lamung District, Chon Buri 20150, Thailand"
350,Bay View Resort,Bang Lamung Chonburi,,1990.0,3.0,6.0,260.0,,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,12.914699371066451,100.8650856928716,"WV78+V2P Unnamed Road Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand"
351,Bayphere Premier Suites,Sattahip Chonburi,,,1.0,8.0,119.0,,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,12.841400332432393,100.9056833259578,"Na Chom Thian 18 Alley, Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand"
352,Be Condo Phaholyothin,Khlong Luang Pathumthani,- m.,2015.0,2.0,8.0,236.0,,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,14.034048332432393,100.6147051259578,"Phahonyothin Road, Khlong Nueng, Khlong Luang District, Pathum Thani 12120, Thailand"
353,Be You Chokchai 4,Wang Thonglang Bangkok,- m.,2011.0,2.0,8.0,374.0,28.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,13.799630432432393,100.5971787259578,"QHXW+VV3, Chok Chai 4 Soi 8, Saphansong, Lat Phrao, Bangkok 10230, Thailand"
354,Beach Villa Viphavadi,Sattahip Chonburi,- m.,2000.0,2.0,15.0,60.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,12.841163732432392,100.9056908259578,"RWR4+F78, Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand"
355,Beach and Mountain,Bang Lamung Chonburi,,2008.0,1.0,5.0,0.0,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,12.88179307106645,100.8923535928716,"หมู่ที่ 12 32/104 Chaiyapruek 2, Bang Lamung District, Chon Buri 20150, Thailand"
356,Beachfront Jomtien Residence,Sattahip Chonburi,- m.,2012.0,2.0,7.0,80.0,,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,12.855365532432392,100.8992319259578,"VV4X+4MX, Na Chom Thian, Sattahip District, Chon Buri 20150, Thailand"
357,Beat Bangwa Interchange,Phasi Charoen Bangkok,2.45 m.,2021.0,2.0,8.0,402.0,39.0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,13.716219432432393,100.4556807259578,"PF84+F7M, Thanon Thoet Thai, Bang Wa, Phasi Charoen, Bangkok 10160, Thailand"
358,Beatniq Sukhumvit 32,Khlong Toei Bangkok,2.8 m.,2018.0,1.0,34.0,197.0,90.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,13.726173032432392,100.57563432595781,"Soi Sukhumvit 32, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand"
359,Bel Air Panwa Resort,Muang Phuket Phuket,,,1.0,5.0,87.0,,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,7.820922232432393,98.4004195259578,"89 ถ. ศักดิเดช Wichit, Muang |, Phuket 83000, Thailand"
360,Belgravia Residences,Khlong Toei Bangkok,,2008.0,2.0,7.0,48.0,33.0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,13.726314032432393,100.5738180259578,"30/1 Sukhumvit Road, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand"
361,Bella costa Hua - hin,Pran Buri Prachaubkirikhan,,2015.0,6.0,7.0,323.0,50.0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,12.420020932432392,99.98031502595781,"Pak Nam Pran, Pran Buri District, Prachuap Khiri Khan 77220, Thailand"
