unit_type_id,project_id,project_name,unit_type
3132,1489,Niche id Phetkasem - Bang Khae,1 Bedroom (28.0 - 29.0 sq.m.)
3133,1490,Niche id Serithai - Wongwoen,1 Bedroom (26.0 - 30.0 sq.m.)
3134,1491,Niche id Sukhumvit 113,1 Bedroom (28.0 sq.m.)
3135,1492,Nimit Langsuan,No information
3136,1493,Niran Condo,No information
3137,1494,Nirun City Ladprao 101,No information
3138,1495,Nirun Residence 2,No information
3139,1496,Nirun Residence 3,No information
3140,1497,Nirun Residence 5,No information
3141,1498,Nirun Residence 8,No information
3142,1499,Nirvana Place,No information
3143,1500,Nivati Residence,C1 (178.69 sq.m.)
3144,1500,Nivati Residence,D1 (112.60 - 113.05 sq.m.)
3145,1500,Nivati Residence,D2 (128.66 sq.m.)
3146,1500,Nivati Residence,D3 (159.01 sq.m.)
3147,1500,Nivati Residence,B1 (104.17 - 110.03 sq.m.)
3148,1500,Nivati Residence,D5 (206.02 sq.m.)
3149,1500,Nivati Residence,D6 (221.85 sq.m.)
3150,1500,Nivati Residence,B4 (138.73 sq.m.)
3151,1500,Nivati Residence,D4 (113.05 - 189.94 sq.m.)
3152,1500,Nivati Residence,B3 (130.43 - 130.71 sq.m.)
3153,1500,Nivati Residence,B2 (119.21 sq.m.)
3154,1500,Nivati Residence,A1 (77.19 - 77.81 sq.m.)
3155,1501,Noble 09 Ruamrudee,3 Bedrooms (108.37 - 0.0 sq.m.)
3156,1501,Noble 09 Ruamrudee,2 Bedrooms (91.94 - 0.0 sq.m.)
3157,1501,Noble 09 Ruamrudee,1 Bedroom (57.50 - 63.71 sq.m.)
3158,1502,Noble Above Wireless - Ruamrudee,1 Bedroom (54.34 - 85.60 sq.m.)
3159,1502,Noble Above Wireless - Ruamrudee,2 Bedrooms (87.51 - 119.56 sq.m.)
3160,1503,Noble Ambience Sarasin,2 Bedroom (78.0 - 114.0 sq.m.)
3161,1503,Noble Ambience Sarasin,1 Bedroom (46.0 - 48.0 sq.m.)
3162,1504,Noble Ambience Sukhumvit 42,2 Bedrooms (42.80 - 61.20 sq.m.)
3163,1504,Noble Ambience Sukhumvit 42,1 Bedroom (25.20 - 41.50 sq.m.)
3164,1505,Noble Around Ari,1 Bedroom Plus (41.60 - 44.70 sq.m.)
3165,1505,Noble Around Ari,1 Bedroom (26.40 - 34.90 sq.m.)
3166,1506,Noble Around Sukhumvit 33,2 Bedrooms (54.0 - 65.0 sq.m.)
3167,1506,Noble Around Sukhumvit 33,1 Bedroom (27.0 - 51.0 sq.m.)
3168,1507,Noble BE 19,1 Bedroom (33.0 - 50.0 sq.m.)
3169,1507,Noble BE 19,2 Bedroom (51.0 - 73.0 sq.m.)
3170,1507,Noble BE 19,Penthouse (86.0 - 146.0 sq.m.)
3171,1508,Noble BE 33,2 Bedrooms (51.0 - 59.0 sq.m.)
3172,1508,Noble BE 33,3 Bedrooms (76.0 - 0.0 sq.m.)
3173,1508,Noble BE 33,1 Bedroom (34.0 - 43.0 sq.m.)
3174,1508,Noble BE 33,Penthouse (109.0 - 139.0 sq.m.)
3175,1509,Noble House Phayathai,2 Bedroom (70.0 - 0.0 sq.m.)
3176,1509,Noble House Phayathai,1 Bedroom (44.0 - 0.0 sq.m.)
3177,1510,Noble House Ruamrudee,No information
3178,1511,Noble Lite,3 Bedroom (109.49 - 148.43 sq.m.)
3179,1511,Noble Lite,2 Bedroom (80.31 - 106.68 sq.m.)
3180,1511,Noble Lite,1 Bedroom (45.84 - 73.09 sq.m.)
3181,1511,Noble Lite,Studio (33.03 - 35.88 sq.m.)
3182,1512,Noble Ora Thonglor,No information
3183,1513,Noble Ploenchit,3 Bedrooms (110.0 - 133.0 sq.m.)
3184,1513,Noble Ploenchit,Duplex (144.0 - 199.0 sq.m.)
3185,1513,Noble Ploenchit,Penthouse (139.0 - 178.0 sq.m.)
3186,1513,Noble Ploenchit,1 Bedroom (43.0 - 61.0 sq.m.)
3187,1513,Noble Ploenchit,2 Bedrooms (69.0 - 119.0 sq.m.)
3188,1514,Noble RE D,Studio (32.0 sq.m.)
3189,1514,Noble RE D,1 Bedroom  (34.0 - 54.0 sq.m.)
3190,1514,Noble RE D,2 Bedroom (62.0 - 113.0 sq.m.)
3191,1515,Noble Recole,1 Bedroom (34.53 - 44.68 sq.m.)
3192,1515,Noble Recole,2 Bedrooms (61.97 - 70.12 sq.m.)
3193,1516,Noble Refine,1 Bedroom (50.0 - 57.0 sq.m.)
3194,1516,Noble Refine,Studio (30.0 - 35.0 sq.m.)
3195,1516,Noble Refine,2 Bedroom (68.0 - 80.0 sq.m.)
3196,1517,Noble Reflex,No information
3197,1518,Noble Reform,No information
3198,1519,Noble Remix,2 Bedroom (65.0 - 249.0 sq.m.)
3199,1519,Noble Remix,3 Bedroom (121.0 - 142.0 sq.m.)
3200,1519,Noble Remix,1 Bedroom (38.0 - 68.0 sq.m.)
3201,1520,Noble Remix 2,1 Bedroom (38.93 - 50.0 sq.m.)
3202,1520,Noble Remix 2,2 Bedrooms (70.0 - 118.0 sq.m.)
3203,1521,Noble Reveal,1 Bedroom A4 (47.86 - 0.0 sq.m.)
3204,1521,Noble Reveal,2 Bedroom B12 (74.84 - 74.90 sq.m.)
3205,1521,Noble Reveal,2 Bedroom B5 (67.0 - 0.0 sq.m.)
3206,1521,Noble Reveal,2 Bedroom B3 (117.80 - 0.0 sq.m.)
3207,1521,Noble Reveal,1 Bedroom A1 (48.66 - 48.70 sq.m.)
3208,1521,Noble Reveal,1 Bedroom A2 (45.21 - 45.25 sq.m.)
3209,1522,Noble Revent,No information
3210,1523,Noble Revo Silom,2 Bedroom (64.55 - 65.80 sq.m.)
3211,1523,Noble Revo Silom,1 Bedroom (31.32 - 55.33 sq.m.)
3212,1524,Noble Revolve Ari,2 Bedroom (52.0 - 63.09 sq.m.)
3213,1524,Noble Revolve Ari,1 Bedroom (25.49 - 35.0 sq.m.)
3214,1525,Noble Revolve Ratchada,2 Bedrooms (52.82 - 54.0 sq.m.)
3215,1525,Noble Revolve Ratchada,Penthouse (51.61 - 51.70 sq.m.)
3216,1525,Noble Revolve Ratchada,1 Bedroom (21.55 - 26.65 sq.m.)
3217,1526,Noble Revolve Ratchada 2,2 Bedroom (38.0 - 52.0 sq.m.)
3218,1526,Noble Revolve Ratchada 2,1 Bedroom (22.0 - 27.0 sq.m.)
3219,1527,Noble Solo,Studio (32.0 - 52.0 sq.m.)
3220,1527,Noble Solo,2 Bedroom (79.0 - 104.0 sq.m.)
3221,1527,Noble Solo,3 Bedroom (103.0 - 0.0 sq.m.)
3222,1527,Noble Solo,1 Bedroom (41.0 - 85.0 sq.m.)
3223,1528,Noble form Thonglor,Simplex (31.77 - 36.61 sq.m.)
3224,1528,Noble form Thonglor,Simplex (63.55 - 73.25 sq.m.)
3225,1528,Noble form Thonglor,Simplex (52.20 - 0.0 sq.m.)
3226,1528,Noble form Thonglor,Fullplex (46.35 - 53.94 sq.m.)
3227,1528,Noble form Thonglor,Fullplex (76.17 - 0.0 sq.m.)
3228,1529,Non City Tower,No information
3229,1530,Non Tower,No information
3230,1531,Nonsri Park View,No information
3231,1532,Nordic Park Hill,No information
3232,1533,Nordic Residence,No information
3233,1534,Nordic Terrace,No information
3234,1535,North Condo Serene Lake,1 BR-A (35.0 sq.m.)
3235,1536,North Park Place,No information
3236,1537,Northpoint Pattaya,2 Bedroom (N/A sq.m.)
3237,1537,Northpoint Pattaya,1 Bedroom (N/A sq.m.)
3238,1537,Northpoint Pattaya,Penthouse  (N/A sq.m.)
3239,1537,Northpoint Pattaya,Duplex (N/A sq.m.)
3240,1537,Northpoint Pattaya,3 Bedroom (N/A sq.m.)
3241,1538,Northshore,No information
3242,1539,Notting Hill Bearing,2 Bedroom (44.0 - 60.0 sq.m.)
3243,1539,Notting Hill Bearing,1 Bedroom (26.0 - 43.0 sq.m.)
3244,1540,Notting Hill Jatujak - Interchange,Suite (34.0 - 34.90 sq.m.)
3245,1540,Notting Hill Jatujak - Interchange,Deluxe S (24.50 - 26.0 sq.m.)
3246,1540,Notting Hill Jatujak - Interchange,Deluxe M (30.0 - 33.0 sq.m.)
3247,1540,Notting Hill Jatujak - Interchange,Penthouse (45.50 - 52.40 sq.m.)
3248,1541,Notting Hill Laemchabang - Sriracha,1 Bedroom (26.50 - 25.70 sq.m.)
3249,1541,Notting Hill Laemchabang - Sriracha,1 Bedroom Plus (32.20 - 45.0 sq.m.)
3250,1542,Notting Hill Phahol - Kaset,1 Bedroom (20.0 - 25.0 sq.m.)
3251,1542,Notting Hill Phahol - Kaset,2 Bedroom (42.0 - 52.0 sq.m.)
3252,1542,Notting Hill Phahol - Kaset,Duplex (30.0 sq.m.)
3253,1542,Notting Hill Phahol - Kaset,Penthouse (68.0 sq.m.)
3254,1543,Notting Hill Sukhumvit - Praksa,1 Bedroom Plus (35.0 - 40.0 sq.m.)
3255,1543,Notting Hill Sukhumvit - Praksa,1 Bedroom (23.0 - 23.50 sq.m.)
3256,1544,Notting Hill Sukhumvit 105,1 Bedroom Plus (29.50 - 34.0 sq.m.)
3257,1544,Notting Hill Sukhumvit 105,1 Bedroom (25.50 sq.m.)
3258,1544,Notting Hill Sukhumvit 105,2 Bedrooms (40.50 - 43.50 sq.m.)
3259,1545,Notting Hill The Exclusive Charoen Krung,1 Bedroom (27.0 - 36.0 sq.m.)
3260,1545,Notting Hill The Exclusive Charoen Krung,2 Bedroom (41.0 - 54.0 sq.m.)
3261,1546,Notting Hill Tiwanon - Kaerai,Studio (23.20 - 24.70 sq.m.)
3262,1546,Notting Hill Tiwanon - Kaerai,1 Bedroom Plus (30.0 sq.m.)
3263,1546,Notting Hill Tiwanon - Kaerai,2 Bedrooms (36.70 - 53.90 sq.m.)
3264,1546,Notting Hill Tiwanon - Kaerai,1 Bedroom (24.80 - 32.20 sq.m.)
3265,1547,Nova Atrium,2 Bedroom (116.0 sq.m.)
3266,1547,Nova Atrium,1 Bedroom (76.0 sq.m.)
3267,1548,Nova Mirage,No information
3268,1549,Nova Ocean View,No information
3269,1550,Novana Residence,No information
3270,1551,Nue Connex Donmueang,2 Bedrooms (48.50 sq.m.)
3271,1551,Nue Connex Donmueang,1 Bedroom (20.70 - 34.80 sq.m.)
3272,1552,Nue Cross Khu Khot Station,No information
3273,1553,Nue District R9 Rama 9,1 Bedroom M (26.0 - 0.0 sq.m.)
3274,1553,Nue District R9 Rama 9,1 Bedroom L (30.20 - 0.0 sq.m.)
3275,1553,Nue District R9 Rama 9,1 Bedroom Plus (34.80 - 0.0 sq.m.)
3276,1553,Nue District R9 Rama 9,2 Bedroom (46.0 - 0.0 sq.m.)
3277,1554,Nue Mega Plus Bangna,studio (21.41 - 22.42 sq.m.)
3278,1554,Nue Mega Plus Bangna,2 bedroom (45.83 - 66.72 sq.m.)
3279,1554,Nue Mega Plus Bangna,1 bedroom (26.25 - 34.06 sq.m.)
3280,1554,Nue Mega Plus Bangna,1 bedroom plus (34.80 - 44.62 sq.m.)
3281,1555,Nue Noble Centre Bangna,1 Bedroom (24.30 - 29.80 sq.m.)
3282,1555,Nue Noble Centre Bangna,1 Bedroom Plus (34.80 - 37.50 sq.m.)
3283,1555,Nue Noble Centre Bangna,2 Bedrooms Plus (52.0 - 0.0 sq.m.)
3284,1556,Nue Noble Chaengwattana,1 Bedroom (28.0 - 31.0 sq.m.)
3285,1556,Nue Noble Chaengwattana,2 Bedrooms (45.0 - 57.0 sq.m.)
3286,1557,Nue Noble Faichai - Wanglang,1 Bedroom (22.50 - 31.50 sq.m.)
3287,1557,Nue Noble Faichai - Wanglang,1 Bedroom Plus (33.80 - 34.50 sq.m.)
3288,1558,Nue Noble Ngamwongwan,1 Bedroom TYPE A2 (30.20 - 30.40 sq.m.)
3289,1558,Nue Noble Ngamwongwan,1 Bedroom TYPE S (22.0 - 22.30 sq.m.)
3290,1558,Nue Noble Ngamwongwan,1 Bedroom TYPE B (34.80 - 0.0 sq.m.)
3291,1558,Nue Noble Ngamwongwan,1 Bedroom TYPE A (26.0 - 26.40 sq.m.)
3292,1559,Nue Noble Ratchada - Lat Phrao,1 Bedroom Plus (34.80 - 0.0 sq.m.)
3293,1559,Nue Noble Ratchada - Lat Phrao,2 Bedrooms (42.60 - 0.0 sq.m.)
3294,1559,Nue Noble Ratchada - Lat Phrao,1 Bedroom (22.50 - 30.50 sq.m.)
3295,1560,Nue Noble Srinakarin - Lasalle,1 Bedroom TYPE S (22.0 - 22.80 sq.m.)
3296,1560,Nue Noble Srinakarin - Lasalle,1 Bedroom TYPE A (26.0 - 26.60 sq.m.)
3297,1560,Nue Noble Srinakarin - Lasalle,1 Bedroom TYPE A2 (30.40 - 0.0 sq.m.)
3298,1560,Nue Noble Srinakarin - Lasalle,1 Bedroom TYPE B (34.40 - 0.0 sq.m.)
3299,1561,Nue Riverest Ratburana,No information
3300,1562,Nueng Condominium Chaengwattana,No information
3301,1563,Numchok Condominium,No information
3302,1564,Nung Condominium Rattanathibet,No information
3303,1565,Nusa State Tower,2 Bedrooms (126.47 sq.m.)
3304,1565,Nusa State Tower,1 Bedroom (53.0 - 118.02 sq.m.)
3305,1566,Nusasiri Grand,Penthouse  (N/A sq.m.)
3306,1566,Nusasiri Grand,Studio (N/A sq.m.)
3307,1566,Nusasiri Grand,Duplex (N/A sq.m.)
3308,1566,Nusasiri Grand,1 Bedroom  (N/A sq.m.)
3309,1566,Nusasiri Grand,2 Bedroom (N/A sq.m.)
3310,1567,Nye by Sansiri,1 Bedroom (30.0 - 43.50 sq.m.)
3311,1567,Nye by Sansiri,2 Bedrooms (59.50 - 68.0 sq.m.)
3312,1567,Nye by Sansiri,Duplex (63.0 - 64.0 sq.m.)
3313,1568,O2 Hip,No information
3314,1569,OKA HAUS Sukhumvit 36,2 Bedrooms (40.50 - 49.50 sq.m.)
3315,1569,OKA HAUS Sukhumvit 36,1 Bedroom (26.50 - 34.75 sq.m.)
3316,1569,OKA HAUS Sukhumvit 36,3 Bedrooms (86.25 - 86.50 sq.m.)
3317,1570,ONCE PATTAYA,2 Bedrooms (51.80 - 59.80 sq.m.)
3318,1570,ONCE PATTAYA,1 Bedroom (34.0 - 34.80 sq.m.)
3319,1570,ONCE PATTAYA,Studio (28.0 - 28.60 sq.m.)
3320,1570,ONCE PATTAYA,Penthouse (N/A sq.m.)
3321,1571,ONEDER Kaset,Studio (21.50 - 23.55 sq.m.)
3322,1571,ONEDER Kaset,Studio Exclusive (23.75 - 25.35 sq.m.)
3323,1571,ONEDER Kaset,1 Bedroom Plus (35.0 - 36.05 sq.m.)
3324,1571,ONEDER Kaset,1 Bedroom (27.95 - 28.85 sq.m.)
3325,1572,Ocas Hua Hin,2 Bedroom (90.0 - 140.0 sq.m.)
3326,1572,Ocas Hua Hin,3 Bedroom  (150.0 sq.m.)
3327,1572,Ocas Hua Hin,Villa (380.0 - 450.0 sq.m.)
3328,1573,Ocean Grand Residence Mittraphap - Khon Kaen,"Type A,B,C,D,E,F (25.25 - 34.50 sq.m.)"
3329,1573,Ocean Grand Residence Mittraphap - Khon Kaen,Type S (22.50 - 22.75 sq.m.)
3330,1574,Ocean Horizon Beachfront Condo Pattaya,No information
3331,1575,Ocean Marina - San Marino,No information
3332,1576,Ocean Marina Yacht Club,4 Bedroom (238.0 - 313.0 sq.m.)
3333,1576,Ocean Marina Yacht Club,2 Bedroom (127.0 - 131.0 sq.m.)
3334,1576,Ocean Marina Yacht Club,1 Bedroom (80.0 - 91.0 sq.m.)
3335,1577,Ocean Portofino Jomtien,UNIT A Marina View (127.0 sq.m.)
3336,1577,Ocean Portofino Jomtien,UNIT A Pattaya View (127.0 sq.m.)
3337,1577,Ocean Portofino Jomtien,UNIT B Marina View (88.0 sq.m.)
3338,1577,Ocean Portofino Jomtien,UNIT B Pattaya View (88.0 sq.m.)
3339,1577,Ocean Portofino Jomtien,UNIT C Marina View (76.0 sq.m.)
3340,1577,Ocean Portofino Jomtien,UNIT C Pattaya View (76.0 sq.m.)
3341,1577,Ocean Portofino Jomtien,UNIT D (153.0 sq.m.)
3342,1578,Ocean Sands,Type B Family Suit Pool Access (45.58 sq.m.)
3343,1578,Ocean Sands,Type B Family suit (45.58 sq.m.)
3344,1578,Ocean Sands,Type A Pool access (30.10 sq.m.)
3345,1578,Ocean Sands,Type A (30.10 sq.m.)
3346,1579,Okas Sukumvit 105,1 Bedroom (22.50 - 27.50 sq.m.)
3347,1580,Olympus City Garden,1 Bedroom (25.0 - 40.0 sq.m.)
3348,1580,Olympus City Garden,2 Bedrooms (40.0 sq.m.)
3349,1580,Olympus City Garden,Studio (24.0 sq.m.)
3350,1581,Omni Tower,No information
3351,1582,One Ladprao 15,Studio (32.0 sq.m.)
3352,1582,One Ladprao 15,2 Bedrooms (74.50 sq.m.)
3353,1582,One Ladprao 15,1 Bedroom (N/A sq.m.)
3354,1583,One Ladprao 18,No information
3355,1584,One Ladprao Station,1 Bedroom (N/A sq.m.)
3356,1584,One Ladprao Station,Studio (N/A sq.m.)
3357,1584,One Ladprao Station,2 Bedrooms (N/A sq.m.)
3358,1585,One Plus Business Park 1,2 Bedrooms (46.67 sq.m.)
3359,1585,One Plus Business Park 1,1 Bedroom (25.70 - 38.01 sq.m.)
3360,1586,One Plus Business Park 2,1 Bedroom (34.0 sq.m.)
3361,1587,One Plus Business Park 3,1 Bedroom (27.30 - 37.15 sq.m.)
3362,1588,One Plus Business Park 4,2 Bedrooms (49.87 sq.m.)
3363,1588,One Plus Business Park 4,1 Bedroom (30.35 - 35.71 sq.m.)
3364,1589,One Plus Huay Kaew,1 Bedroom (35.0 sq.m.)
3365,1590,"One Plus Jed yod 1,2",1 Bedroom (34.0 sq.m.)
3366,1591,One Plus Jedyod 5,1 Bedroom (27.0 - 33.0 sq.m.)
3367,1591,One Plus Jedyod 5,2 Bedrooms (48.0 sq.m.)
3368,1592,One Plus Kamthieng,2 Bedroom (47.43 sq.m.)
3369,1592,One Plus Kamthieng,1 Bedroom (26.82 - 39.20 sq.m.)
3370,1593,"One Plus Klong Chon 2,3",1 Bedroom (34.0 sq.m.)
3371,1594,One Plus Mahidol,No information
3372,1595,One Plus Mahidol 5,1 Bedroom (30.46 - 35.30 sq.m.)
3373,1595,One Plus Mahidol 5,2 Bedrooms (57.16 sq.m.)
3374,1596,One Plus Mahidol 6,1 Bedroom TYPE B2 (32.24 - 0.0 sq.m.)
3375,1596,One Plus Mahidol 6,1 Bedroom TYPE B1 (32.27 - 32.53 sq.m.)
3376,1596,One Plus Mahidol 6,1 Bedroom TYPE A2 (34.13 - 0.0 sq.m.)
3377,1596,One Plus Mahidol 6,1 Bedroom TYPE A1 (34.07 - 34.44 sq.m.)
3378,1597,"One Plus Suan Dok 1,2,3",1 Bedroom (37.0 sq.m.)
3379,1598,"One Plus Suan Dok 4,5,6",2 Bedrooms (64.74 - 69.0 sq.m.)
3380,1598,"One Plus Suan Dok 4,5,6",1 Bedroom (33.35 - 45.0 sq.m.)
3381,1599,"One Plus Suan Dok 7,8",1 Bedroom (34.67 - 47.15 sq.m.)
3382,1599,"One Plus Suan Dok 7,8",2 Bedrooms (47.83 sq.m.)
3383,1600,One Plus Suandok 10,Type G (37.0 sq.m.)
3384,1600,One Plus Suandok 10,Type F (33.0 sq.m.)
3385,1600,One Plus Suandok 10,Type E (38.0 sq.m.)
3386,1600,One Plus Suandok 10,Type C2+ (36.0 sq.m.)
3387,1600,One Plus Suandok 10,Type C2 (30.0 sq.m.)
3388,1600,One Plus Suandok 10,Type D (32.0 sq.m.)
3389,1600,One Plus Suandok 10,Type C1 (31.0 sq.m.)
3390,1600,One Plus Suandok 10,Type B+ (45.0 sq.m.)
3391,1600,One Plus Suandok 10,Type B (33.0 sq.m.)
3392,1600,One Plus Suandok 10,Type A (31.0 sq.m.)
3393,1600,One Plus Suandok 10,Type C1+ (37.0 sq.m.)
3394,1601,One Plus Suandok 9,Type A (31.0 sq.m.)
3395,1601,One Plus Suandok 9,Type B (31.0 sq.m.)
3396,1601,One Plus Suandok 9,Type G (25.0 sq.m.)
3397,1601,One Plus Suandok 9,Type A+ (36.0 sq.m.)
3398,1602,One Ratchada-Ladprao,1 Bedroom (N/A sq.m.)
3399,1602,One Ratchada-Ladprao,2 Bedrooms (61.0 sq.m.)
3400,1602,One Ratchada-Ladprao,Studio (29.0 sq.m.)
3401,1603,One Sathorn,No information
3402,1604,One Siam,1 Bedroom (N/A sq.m.)
3403,1604,One Siam,Studio (N/A sq.m.)
3404,1604,One Siam,2 Bedrooms (N/A sq.m.)
3405,1605,One Soho,No information
3406,1606,One Sukhumvit 52,1 Bedroom  (N/A sq.m.)
3407,1606,One Sukhumvit 52,2 Bedroom (N/A sq.m.)
3408,1606,One Sukhumvit 52,Studio (N/A sq.m.)
3409,1607,One Thonglor Station,2 Bedrooms (70.0 sq.m.)
3410,1607,One Thonglor Station,Studio (32.0 sq.m.)
3411,1607,One Thonglor Station,1 Bedroom (50.0 sq.m.)
3412,1608,One Tower Pratamnak,No information
3413,1609,One X Sathorn-Narathiwat,1 Bedroom  (N/A sq.m.)
3414,1609,One X Sathorn-Narathiwat,Studio (30.0 sq.m.)
3415,1609,One X Sathorn-Narathiwat,2 Bedroom (75.0 sq.m.)
3416,1610,One X Sukhumvit 26,Studio (32.0 sq.m.)
3417,1610,One X Sukhumvit 26,1 Bedroom  (N/A sq.m.)
3418,1610,One X Sukhumvit 26,2 Bedroom (108.0 sq.m.)
3419,1611,"One plus CMU  (1,2,3)",1 Bedroom (36.12 - 59.12 sq.m.)
3420,1612,"One plus Jed Yod 3,4",No information
3421,1613,"One plus nineteen 1,2",1 Bedroom (35.33 - 35.86 sq.m.)
3422,1614,One9Five Asoke - Rama 9,2 Bedroom Deluxe (55.0 - 67.50 sq.m.)
3423,1614,One9Five Asoke - Rama 9,1 Bedroom Junior Suite (25.50 - 27.50 sq.m.)
3424,1614,One9Five Asoke - Rama 9,Penthouse (194.0 - 271.50 sq.m.)
3425,1614,One9Five Asoke - Rama 9,3 Bedroom Exclusive  (94.0 - 109.50 sq.m.)
3426,1614,One9Five Asoke - Rama 9,1 Bedroom Deluxe (35.0 - 69.50 sq.m.)
3427,1615,"Oneplus Nineteen 3,4",Type C (49.13 sq.m.)
3428,1615,"Oneplus Nineteen 3,4",Type C (28.63 sq.m.)
3429,1615,"Oneplus Nineteen 3,4",Type B (29.76 sq.m.)
3430,1615,"Oneplus Nineteen 3,4",Type A (35.50 sq.m.)
3431,1616,Onpa Tower,No information
3432,1617,Onvida Grand Condo,No information
3433,1618,Onyx Phaholyothin,Studio (25.0 - 25.50 sq.m.)
3434,1618,Onyx Phaholyothin,1 Bedroom  (29.50 - 41.0 sq.m.)
3435,1618,Onyx Phaholyothin,Duplex (25.0 - 67.50 sq.m.)
3436,1619,Orchid Place,No information
3437,1620,Oriental Residence,No information
3438,1621,Oriental Towers,No information
3439,1622,Origin Play Bangkhunnon Triple Station,1 Bedroom Duo Signature (28.0 sq.m.)
3440,1622,Origin Play Bangkhunnon Triple Station,1 Bedroom Plus (34.90 sq.m.)
3441,1622,Origin Play Bangkhunnon Triple Station,1 Bedroom Smart Ktichen (28.0 sq.m.)
3442,1623,Origin Play Sri Udom Station,No information
3443,1624,Origin Plug & Play Nonthaburi Station,Simplex (34.0 - 34.50 sq.m.)
3444,1624,Origin Plug & Play Nonthaburi Station,Duo Space (Loft) (34.50 - 48.50 sq.m.)
3445,1624,Origin Plug & Play Nonthaburi Station,Duo Space (Loft) (22.0 - 27.0 sq.m.)
3446,1624,Origin Plug & Play Nonthaburi Station,Simplex (22.0 - 27.0 sq.m.)
3447,1625,Origin Plug & Play Ramkhamhaeng Triple Station,1 Bedroom Duo Space (22.0 - 27.0 sq.m.)
3448,1625,Origin Plug & Play Ramkhamhaeng Triple Station,1 Bedroom Plus Duo Space (33.0 sq.m.)
3449,1626,Origin Plug & Play Sirindhorn Station,1 Bedroom (25.50 - 0.0 sq.m.)
3450,1626,Origin Plug & Play Sirindhorn Station,1 Bedroom Plus (34.90 - 0.0 sq.m.)
3451,1627,Origins Bangmod - Rama 2,1 Bedroom (26.50 - 46.50 sq.m.)
3452,1627,Origins Bangmod - Rama 2,2 Bedroom (56.0 sq.m.)
3453,1628,Origins Rama 2,1 Bedroom (28.76 sq.m.)
3454,1628,Origins Rama 2,2 Bedroom (57.0 sq.m.)
3455,1629,Oxygen Condominium,No information
3456,1630,P.M.Y. Beach Condominium,No information
3457,1631,P.P.H. Condo,No information
3458,1632,P.S.T. City Home,No information
3459,1633,P.S.T. Condoville,No information
3460,1634,P.Thana Tower,No information
3461,1635,P.W.T. Mansion,No information
3462,1636,PARK ORIGIN CHULA - SAMYAN,1 Bedroom Plus (34.70 - 60.20 sq.m.)
3463,1636,PARK ORIGIN CHULA - SAMYAN,1 Bedroom (23.40 - 27.80 sq.m.)
3464,1636,PARK ORIGIN CHULA - SAMYAN,Penthouse (130.90 - 133.0 sq.m.)
3465,1637,PARK ORIGIN PHAYATHAI,1 Bedroom (23.80 - 31.0 sq.m.)
3466,1637,PARK ORIGIN PHAYATHAI,1 Bedroom Plus (31.70 - 37.30 sq.m.)
3467,1637,PARK ORIGIN PHAYATHAI,2 Bedrooms (48.70 - 58.50 sq.m.)
3468,1638,PARK ORIGIN PHROM PHONG,1 Bedroom (27.0 - 38.0 sq.m.)
3469,1638,PARK ORIGIN PHROM PHONG,2 Bedrooms (52.0 - 54.0 sq.m.)
3470,1638,PARK ORIGIN PHROM PHONG,Duplex (80.0 - 106.0 sq.m.)
3471,1639,PARK ORIGIN RATCHATHEWI,1 Bedroom Plus (34.80 - 58.60 sq.m.)
3472,1639,PARK ORIGIN RATCHATHEWI,Penthouse (70.90 - 114.80 sq.m.)
3473,1639,PARK ORIGIN RATCHATHEWI,1 Bedroom (33.90 - 34.0 sq.m.)
3474,1640,PARK ORIGIN THONGLOR,2 Bedrooms (40.50 - 67.50 sq.m.)
3475,1640,PARK ORIGIN THONGLOR,Penthouse (55.0 - 97.0 sq.m.)
3476,1640,PARK ORIGIN THONGLOR,Duo Space (32.50 - 51.50 sq.m.)
3477,1640,PARK ORIGIN THONGLOR,1 Bedroom (30.0 - 36.0 sq.m.)
3478,1641,PARK ROYAL 1 Pratumnak,No information
3479,1642,PAUSE SUKUMVIT 103,2 Bedroom (40.97 - 44.73 sq.m.)
3480,1642,PAUSE SUKUMVIT 103,1 Bedroom Plus (33.52 - 39.46 sq.m.)
3481,1642,PAUSE SUKUMVIT 103,1 Bedroom  (25.60 - 32.78 sq.m.)
3482,1642,PAUSE SUKUMVIT 103,Studio (20.71 - 24.30 sq.m.)
3483,1643,PB Penthouse 2,No information
3484,1644,PG 2 Rama IX,2 Bedroom (51.0 sq.m.)
3485,1644,PG 2 Rama IX,1 Bedroom  (33.0 - 43.0 sq.m.)
3486,1644,PG 2 Rama IX,Studio (26.0 - 35.0 sq.m.)
3487,1645,PG Rama IX,1 Bedroom  (61.0 sq.m.)
3488,1645,PG Rama IX,Studio (20.0 sq.m.)
3489,1646,PHILO LADPRAO 18,2 Bedrooms (59.81 sq.m.)
3490,1646,PHILO LADPRAO 18,1 Bedroom (24.74 - 37.0 sq.m.)
3491,1647,PJ ione,1 Bedroom (33.0 sq.m.)
3492,1648,PLUM CONDO RANGSIT ALIVE 2,1 Bedroom (26.25 sq.m.)
3493,1648,PLUM CONDO RANGSIT ALIVE 2,2 Bedrooms (52.50 sq.m.)
3494,1648,PLUM CONDO RANGSIT ALIVE 2,1 Bedroom Plus (34.50 sq.m.)
3495,1649,PM Riverside,No information
3496,1650,PP Condo Chiangmai,No information
3497,1651,PP Plus Sukhumvit 71,No information
3498,1652,PPR Residence,2 Bedroom (100.0 - 120.0 sq.m.)
3499,1653,Pabhada Silom,No information
