unit_type_id,project_id,project_name,unit_type
1,1,101 Mansion,No information
2,2,103 Central Condominium,No information
3,3,103 Condominium 2,No information
4,4,103 Condominium 3,No information
5,5,107 Baring Condo,No information
6,6,125 SATHORN,No information
7,7,15 Suite,No information
8,8,15 Sukhumvit Residences,3 Bedroom (125.0 sq.m.)
9,8,15 Sukhumvit Residences,Studio (23.0 sq.m.)
10,8,15 Sukhumvit Residences,1 Bedroom  (36.0 sq.m.)
11,8,15 Sukhumvit Residences,2 Bedroom (66.0 sq.m.)
12,9,168 Sukhumvit 36,Studio  (27.42 - 29.12 sq.m.)
13,9,168 Sukhumvit 36,2 Bedrooms (64.86 - 85.60 sq.m.)
14,9,168 Sukhumvit 36,Penthouse (85.0 - 125.0 sq.m.)
15,9,168 Sukhumvit 36,1 Bedroom (28.81 - 56.60 sq.m.)
16,10,185 Ratchadamri,Duplex (135.0 - 151.0 sq.m.)
17,10,185 Ratchadamri,Duplex (346.0 - 356.0 sq.m.)
18,10,185 Ratchadamri,3 Bedroom (161.0 - 226.0 sq.m.)
19,10,185 Ratchadamri,1 Bedroom (61.0 - 70.0 sq.m.)
20,10,185 Ratchadamri,4 Bedroom (300.0 sq.m.)
21,10,185 Ratchadamri,2 Bedroom (100.0 - 155.0 sq.m.)
22,11,23 Degree Condo,3 Bedroom (97.0 sq.m.)
23,11,23 Degree Condo,2 Bedroom (74.0 - 97.0 sq.m.)
24,11,23 Degree Condo,1 Bedroom (50.50 - 52.0 sq.m.)
25,12,28 Chidlom,1 Bedroom (40.0 - 50.0 sq.m.)
26,12,28 Chidlom,2 Bedroom (69.0 - 91.0 sq.m.)
27,12,28 Chidlom,3 Bedroom (120.0 - 200.0 sq.m.)
28,12,28 Chidlom,Penthouse (100.0 - 190.0 sq.m.)
29,12,28 Chidlom,studio (33.0 sq.m.)
30,13,33 Tower,No information
31,14,333 Riverside,Villa (141.70 - 192.70 sq.m.)
32,14,333 Riverside,2 Bedroom (83.20 - 94.10 sq.m.)
33,14,333 Riverside,1 Bedroom (45.50 - 51.10 sq.m.)
34,15,38 Mansion,2 Bedroom (N/A sq.m.)
35,15,38 Mansion,1 Bedroom  (N/A sq.m.)
36,15,38 Mansion,Studio (N/A sq.m.)
37,16,39 Suite,No information
38,17,39 by Sansiri,1 Bedroom (50.0 - 59.50 sq.m.)
39,17,39 by Sansiri,2 Bedrooms (65.0 - 82.50 sq.m.)
40,17,39 by Sansiri,3 Bedrooms (118.0 - 132.50 sq.m.)
41,17,39 by Sansiri,Duplex (3 Bedrooms) (106.0 sq.m.)
42,17,39 by Sansiri,Penthouse (306.50 - 323.0 sq.m.)
43,18,49 Plus,No information
44,19,49 Plus 2,No information
45,20,49 Suite,No information
46,21,59 Heritage,3 Bedroom (N/A sq.m.)
47,21,59 Heritage,2 Bedroom (N/A sq.m.)
48,21,59 Heritage,1 Bedroom (N/A sq.m.)
49,22,624 Condolette Ladprao,No information
50,23,624 Condolette Ratchada 36,Studio (23.16 sq.m.)
51,23,624 Condolette Ratchada 36,1 Bedroom (27.80 - 27.95 sq.m.)
52,23,624 Condolette Ratchada 36,2 Bedroom (47.14 - 55.35 sq.m.)
53,24,88 The Terminal,Studio (32.0 sq.m.)
54,24,88 The Terminal,1 Bedroom  (30.0 - 37.50 sq.m.)
55,24,88 The Terminal,2 Bedroom (64.0 - 117.50 sq.m.)
56,25,9 Sriracha,No information
57,26,98 wireless,Super Penthouse (1.00 sq.m.)
58,26,98 wireless,Penthouse (553.50 sq.m.)
59,26,98 wireless,Duplex (231.50 - 245.50 sq.m.)
60,26,98 wireless,3 Bedrooms (237.75 - 366.25 sq.m.)
61,26,98 wireless,2 Bedrooms (119.75 - 143.50 sq.m.)
62,27,@ City Sukhumvit 101/1,No information
63,28,A Plus 2 @ Rattanathibet,No information
64,29,A Plus Condo,1 Bedroom (28.0 - 32.0 sq.m.)
65,30,A Pool Bangna,1 Bedroom (24.50 - 25.75 sq.m.)
66,30,A Pool Bangna,2 Bedroom (51.50 sq.m.)
67,31,A Space Asoke - Ratchada,1 Bedroom (34.95 sq.m.)
68,31,A Space Asoke - Ratchada,Studio (25.0 sq.m.)
69,32,A Space Hideaway Asoke - Ratchada,1 Bedroom  (34.95 sq.m.)
70,32,A Space Hideaway Asoke - Ratchada,2 Bedroom (52.50 sq.m.)
71,32,A Space Hideaway Asoke - Ratchada,Studio (25.0 sq.m.)
72,33,A Space ID Asoke - Ratchada,2 Bedroom (66.86 - 72.10 sq.m.)
73,33,A Space ID Asoke - Ratchada,1 Bedroom (33.0 sq.m.)
74,34,A Space Kaset - Nawamin,Studio (31.40 sq.m.)
75,35,A Space ME Bangna,1 Bedroom (25.0 - 32.10 sq.m.)
76,36,A Space Me Rattanathibet,1 Bedroom (25.0 - 32.10 sq.m.)
77,37,A Space Me Sukhumvit 77,1 Bedroom (28.13 sq.m.)
78,38,A Space Mega 2,2 Bedrooms (56.32 - 62.42 sq.m.)
79,38,A Space Mega 2,1 Bedroom (28.52 - 31.06 sq.m.)
80,39,A Space Play Ratchada - Sutthisarn,Studio (25.0 sq.m.)
81,39,A Space Play Ratchada - Sutthisarn,2 Bedroom (70.0 - 75.0 sq.m.)
82,39,A Space Play Ratchada - Sutthisarn,1 Bedroom  (32.75 sq.m.)
83,40,A Space Sukhumvit 77,Studio (31.40 sq.m.)
84,40,A Space Sukhumvit 77,1 Bedroom (34.95 sq.m.)
85,41,A space mega,1 Bedroom (28.52 - 34.97 sq.m.)
86,41,A space mega,2 Bedrooms (56.73 sq.m.)
87,42,A.D Resort,No information
88,43,AD Bangsaray Lake & Resort,No information
89,44,AD Hyatt,No information
90,45,AD Racha Residence,No information
91,46,AD Wongamat,1 bedroom (25.50 sq.m.)
92,46,AD Wongamat,studio (25.50 sq.m.)
93,46,AD Wongamat,2 bedroom (54.32 - 72.00 sq.m.)
94,47,ALBAR PENINSULA,2 Bedrooms (43.0 - 65.0 sq.m.)
95,47,ALBAR PENINSULA,1 Bedroom (33.0 - 39.0 sq.m.)
96,47,ALBAR PENINSULA,Studio (23.0 - 29.0 sq.m.)
97,48,AMF Condominium,No information
98,49,ANDROMEDA Khao Phra Tamnak,1 Bedroom (28.0 - 54.0 sq.m.)
99,49,ANDROMEDA Khao Phra Tamnak,2 Bedrooms (60.0 - 75.0 sq.m.)
100,50,APUS Condominium,No information
101,51,AQ Alix Residence Soonvijai,1 Bedroom (27.75 - 37.60 sq.m.)
102,52,ARC condominium,No information
103,53,ARISE Condo Ratchada 19,1 Bedroom (22.70 - 32.60 sq.m.)
104,53,ARISE Condo Ratchada 19,2 Bedrooms (49.51 sq.m.)
105,53,ARISE Condo Ratchada 19,1 Bedroom Plus (36.80 sq.m.)
106,54,AROM JOMTIEN - PATTAYA,No information
107,55,AROM WONGAMAT,No information
108,56,AROON,1 Bedroom (25.07 - 49.30 sq.m.)
109,56,AROON,1 Bedroom Plus (47.11 - 49.06 sq.m.)
110,57,ARTi Sukhumvit 71,1 Bedroom Loft (25.0 - 38.50 sq.m.)
111,57,ARTi Sukhumvit 71,1 Bedroom (23.0 - 38.75 sq.m.)
112,57,ARTi Sukhumvit 71,Studio (20.25 sq.m.)
113,57,ARTi Sukhumvit 71,2 Bedrooms (44.75 - 53.25 sq.m.)
114,57,ARTi Sukhumvit 71,Penthouse (105.0 - 134.75 sq.m.)
115,58,ASHER PRIVÉ SUTTHISAN,1 Bedroom Plus (39.0 - 40.0 sq.m.)
116,58,ASHER PRIVÉ SUTTHISAN,1 Bedroom (26.0 - 28.0 sq.m.)
117,59,ASHER Ratchada - Huai Khwang,1 Bedroom (25.0 - 33.0 sq.m.)
118,60,ASPIRE Rattanathibet-Weston,1 Bedroom TYPE A (30.50 - 0.0 sq.m.)
119,60,ASPIRE Rattanathibet-Weston,1 Bedroom TYPE B (30.50 - 0.0 sq.m.)
120,60,ASPIRE Rattanathibet-Weston,1 Bedroom TYPE C (45.0 - 0.0 sq.m.)
121,61,Aashiana Sukhumvit 26,No information
122,62,Abac Condotown,No information
123,63,Abaconi Living Condo (ABAC Bangna Campus),No information
124,64,Ables Ladprao 27,No information
125,65,Abstracts Phahonyothin Park,2 Bedrooms (58.10 - 58.25 sq.m.)
126,65,Abstracts Phahonyothin Park,1 Bedroom (37.35 - 66.0 sq.m.)
127,65,Abstracts Phahonyothin Park,Studio (25.10 sq.m.)
128,66,Abstracts Sukhumvit 66/1,2 Bedroom (49.39 - 61.36 sq.m.)
129,66,Abstracts Sukhumvit 66/1,1 Bedroom (36.25 - 46.12 sq.m.)
130,67,Acadamia Grand Tower,No information
131,68,Acqua,No information
132,69,Adamas Phahonyotin,No information
133,70,Addera Chaengwattana,2 Bedrooms (52.95 - 60.60 sq.m.)
134,70,Addera Chaengwattana,1 Bedroom (32.95 - 43.55 sq.m.)
135,70,Addera Chaengwattana,Studio (25.90 - 26.65 sq.m.)
136,71,Aequa Sukhumvit 49,No information
137,72,Aeras Pattaya,Penthouse  (N/A sq.m.)
138,72,Aeras Pattaya,1 Bedroom (35.0 - 49.50 sq.m.)
139,72,Aeras Pattaya,2 Bedroom (71.50 - 219.50 sq.m.)
140,72,Aeras Pattaya,3 Bedroom (133.0 sq.m.)
141,72,Aeras Pattaya,Duplex  (N/A sq.m.)
142,73,Aguston Sukhumvit 22,1 Bedroom (50.0 - 58.0 sq.m.)
143,73,Aguston Sukhumvit 22,2 Bedrooms (80.0 - 96.0 sq.m.)
144,73,Aguston Sukhumvit 22,3 Bedrooms (100.0 - 155.0 sq.m.)
145,73,Aguston Sukhumvit 22,Penthouse (140.0 - 280.0 sq.m.)
146,74,Airlink Residence,Studio (28.13 - 29.0 sq.m.)
147,74,Airlink Residence,2 Bedroom (40.0 - 55.25 sq.m.)
148,74,Airlink Residence,1 Bedroom  (30.99 - 35.28 sq.m.)
149,75,Airport Home Condominium,No information
150,76,Akesin Place,No information
151,77,Akesin Tower,1 Bedroom  (60.50 sq.m.)
152,77,Akesin Tower,Studio (30.50 sq.m.)
153,78,Akra Collection Layan,No information
154,79,Aland Condo,No information
155,80,Alisha Court,No information
156,81,Aliss Tiwanon,No information
157,82,Aliss Wongwianyai,No information
158,83,All Season Mansion,No information
159,84,Altitude Define,2 Bedrooms (40.0 - 48.30 sq.m.)
160,84,Altitude Define,1 Bedroom (28.40 - 33.50 sq.m.)
161,85,Altitude Samyan - Silom,2 Bedroom (41.38 - 49.50 sq.m.)
162,85,Altitude Samyan - Silom,1 Bedroom (29.30 - 37.0 sq.m.)
163,86,Altitude Symphony Charoenkrung,1 Bedroom (30.10 - 39.35 sq.m.)
164,86,Altitude Symphony Charoenkrung,2 Bedrooms (61.90 - 73.66 sq.m.)
165,86,Altitude Symphony Charoenkrung,LOFT (42.17 - 125.56 sq.m.)
166,86,Altitude Symphony Charoenkrung,Duplex (95.62 sq.m.)
167,86,Altitude Symphony Charoenkrung,Penthouse (104.24 - 147.58 sq.m.)
168,87,Altitude Unicorn Sathorn - Thapra,1 Bedroom (24.07 sq.m.)
169,87,Altitude Unicorn Sathorn - Thapra,1 Bedroom Plus (36.98 sq.m.)
170,87,Altitude Unicorn Sathorn - Thapra,LOFT (50.78 sq.m.)
171,88,Amanta Lumpini,3 Bedroom (137.0 - 197.0 sq.m.)
172,88,Amanta Lumpini,2 Bedroom (77.0 - 127.0 sq.m.)
173,88,Amanta Lumpini,1 Bedroom (43.0 - 69.0 sq.m.)
174,89,Amanta Ratchada,No information
175,90,Amaranta Residence,1 Bedroom (29.99 - 41.35 sq.m.)
176,90,Amaranta Residence,2 Bedrooms (54.47 - 76.66 sq.m.)
177,91,Amari Residence Huahin,3 Bedroom (154.49 sq.m.)
178,91,Amari Residence Huahin,1 Bedroom (41.16 - 50.67 sq.m.)
179,91,Amari Residence Huahin,2 Bedroom (82.81 - 97.83 sq.m.)
180,92,Amari Residences Pattaya,No information
181,93,Amari Residences Phuket,1 Bedroom (44.0 - 52.0 sq.m.)
182,93,Amari Residences Phuket,2 Bedrooms (92.0 - 102.0 sq.m.)
183,94,Amata Miracle Condo,No information
184,95,Amazon Residence Pattaya,1 Bedroom  (35.0 - 41.0 sq.m.)
185,95,Amazon Residence Pattaya,Studio (35.0 sq.m.)
186,95,Amazon Residence Pattaya,2 Bedroom (N/A sq.m.)
187,96,Amber by Eastern Star,1 Bedroom (25.90 - 29.50 sq.m.)
188,96,Amber by Eastern Star,1 Bedrooms Duplex (25.90 - 33.90 sq.m.)
189,96,Amber by Eastern Star,1 Bedrooms Plus Duplex (43.40 - 43.60 sq.m.)
190,96,Amber by Eastern Star,2 Bedroom (51.40 - 58.40 sq.m.)
191,96,Amber by Eastern Star,2 Bedrooms Duplex (66.70 - 71.0 sq.m.)
192,97,Anantara Baan Rajprasong,2 Bedrooms (N/A sq.m.)
193,97,Anantara Baan Rajprasong,1 Bedroom (N/A sq.m.)
194,98,Ananya Beachfront Naklua,No information
195,99,Ananya Beachfront Wong Amat,No information
196,100,Andaman Riviera,No information
197,101,Angket Condominium,No information
198,102,Angket Pavillian,No information
199,103,Anil Sathorn 12,2 Bedrooms (62.0 - 114.50 sq.m.)
200,103,Anil Sathorn 12,1 Bedroom (45.0 - 46.0 sq.m.)
201,103,Anil Sathorn 12,3 Bedrooms (109.50 sq.m.)
202,103,Anil Sathorn 12,Duplex (104.0 sq.m.)
203,104,Anna Condo Bang Phlu,1 Bedroom (30.0 - 33.0 sq.m.)
204,105,Anna Condo Ladprao,No information
205,106,Anusoawaree Condominium,No information
206,107,Apple Sukhumvit - Bearing,2 Bedrooms (52.0 - 55.0 sq.m.)
207,107,Apple Sukhumvit - Bearing,1 Bedroom (33.0 - 55.0 sq.m.)
208,108,Arcadia Beach Continental,Type 1B-C (35.50 sq.m.)
209,108,Arcadia Beach Continental,Type 1B-D (36.0 sq.m.)
210,108,Arcadia Beach Continental,Type 1B-B (31.0 sq.m.)
211,108,Arcadia Beach Continental,Type 2B-D (57.50 sq.m.)
212,108,Arcadia Beach Continental,Type 2B-E (63.50 sq.m.)
213,108,Arcadia Beach Continental,Type  1B-A (26.0 sq.m.)
214,108,Arcadia Beach Continental,Type 2B-A (52.0 sq.m.)
215,109,Arcadia Beach Resort,Type A (25.0 sq.m.)
216,109,Arcadia Beach Resort,Type B (49.0 sq.m.)
217,109,Arcadia Beach Resort,Type D (50.0 sq.m.)
218,110,Arcadia Center Suites,Type 1B-A (27.0 sq.m.)
219,110,Arcadia Center Suites,Type 1B-B (28.0 sq.m.)
220,110,Arcadia Center Suites,Type 2B (67.50 sq.m.)
221,111,Arcadia Millennium Tower,No information
222,112,Arcadia Tower,No information
223,113,Aree Place Phahonyothin,No information
224,114,Aree Place Sukhumvit 26,No information
225,115,Arise Condo Mahidol,2 Bedrooms (44.40 - 65.80 sq.m.)
226,115,Arise Condo Mahidol,Studio (26.90 - 27.30 sq.m.)
227,115,Arise Condo Mahidol,1 Bedroom (31.80 - 44.80 sq.m.)
228,116,Art @ Patong,No information
229,117,Art @ Thonglor 25,1 Bedroom (36.50 sq.m.)
230,117,Art @ Thonglor 25,2 Bedroom (71.50 sq.m.)
231,118,Art on the Hill,No information
232,119,Artemis Sukhumvit 77,1 Bedroom (26.58 - 30.62 sq.m.)
233,119,Artemis Sukhumvit 77,2 Bedroom (53.97 - 45.07 sq.m.)
234,120,Artisan Ratchada,2 Bedrooms (75.0 - 77.0 sq.m.)
235,120,Artisan Ratchada,1 Bedroom (28.0 - 44.0 sq.m.)
236,121,Arunothai Condo,No information
237,122,Arunroj Tower,No information
238,123,Asa Ayuthaya - Rojana,1 Bedroom (23.32 - 36.17 sq.m.)
239,123,Asa Ayuthaya - Rojana,2 Bedroom (47.30 - 52.0 sq.m.)
240,123,Asa Ayuthaya - Rojana,Duo Type (31.43 - 32.52 sq.m.)
241,124,Asa Garden,No information
242,125,Asakan City Ramkhamhaeng 186,Suite 1 Bedroom (29.50 - 32.0 sq.m.)
243,125,Asakan City Ramkhamhaeng 186,Suite 2 Bedroom (37.80 - 40.60 sq.m.)
244,125,Asakan City Ramkhamhaeng 186,Deluxe 2 Bedroom (36.20 sq.m.)
245,125,Asakan City Ramkhamhaeng 186,Deluxe 1 Bedroom (23.80 - 26.0 sq.m.)
246,125,Asakan City Ramkhamhaeng 186,Exclusive 2 Bed 1 Bath (47.50 sq.m.)
247,125,Asakan City Ramkhamhaeng 186,Exclusive 2 Bed 2 Bath (55.30 - 58.50 sq.m.)
248,126,Asakan Place Ladprao 85,No information
249,127,Asakan Place Ramkhamhaeng - Wongwean,No information
250,128,Asakan Place Ramkhamhaeng 105/1,No information
251,129,Asakan Place Srinakarindra,No information
252,130,Ascott Sathorn,No information
253,131,Asean Condominium 1,No information
254,132,Asean city resort,No information
255,133,Asher  Ratchada,1 Bedroom (27.0 sq.m.)
256,134,Asher Sutthisan,1 Bedroom (21.0 - 28.0 sq.m.)
257,135,Ashton Asoke,2 Bedrooms (46.0 - 64.0 sq.m.)
258,135,Ashton Asoke,1 Bedroom (30.0 - 34.0 sq.m.)
259,136,Ashton Asoke - Rama 9,1 Bedroom (32.50 - 46.50 sq.m.)
260,136,Ashton Asoke - Rama 9,2 Bedrooms (61.0 - 68.50 sq.m.)
261,137,Ashton Chula - Silom,2 Bedroom (55.0 - 65.0 sq.m.)
262,137,Ashton Chula - Silom,1 Bedroom (24.50 - 34.50 sq.m.)
263,138,Ashton Morph 38,Penthouse (120.06 sq.m.)
264,138,Ashton Morph 38,Duplex (93.0 sq.m.)
265,138,Ashton Morph 38,2 Bedroom (52.0 sq.m.)
266,138,Ashton Morph 38,1 Bedroom (52.0 sq.m.)
267,139,Ashton Residence 41,3 Bedroom (130.50 - 215.50 sq.m.)
268,139,Ashton Residence 41,Duplex (133.50 sq.m.)
269,139,Ashton Residence 41,2 Bedroom (67.0 - 124.50 sq.m.)
270,140,Ashton Silom,1 Bedroom (31.0 - 49.50 sq.m.)
271,140,Ashton Silom,2 Bedroom (71.50 - 86.50 sq.m.)
272,141,Asoke Place,2 Bedroom (133.0 sq.m.)
273,141,Asoke Place,1 Bedroom (61.0 sq.m.)
274,142,Asoke Tower,No information
275,143,Aspen Lasalle,Type C (34.30 - 35.0 sq.m.)
276,143,Aspen Lasalle,Type A (23.80 - 24.30 sq.m.)
277,143,Aspen Lasalle,Type B (26.20 - 27.10 sq.m.)
278,144,Aspire  Pinklao - Arunammarin,1 Bedroom (31.0 - 34.50 sq.m.)
279,144,Aspire  Pinklao - Arunammarin,1 Bedroom Plus (38.50 - 0.0 sq.m.)
280,144,Aspire  Pinklao - Arunammarin,2 Bedroom (51.0 - 0.0 sq.m.)
281,144,Aspire  Pinklao - Arunammarin,Studio (26.0 - 0.0 sq.m.)
282,145,Aspire Asoke - Ratchada,1 Bedroom Plus (35.0 - 0.0 sq.m.)
283,145,Aspire Asoke - Ratchada,2 Bedrooms (49.50 - 51.0 sq.m.)
284,145,Aspire Asoke - Ratchada,Studio (25.0 - 0.0 sq.m.)
285,145,Aspire Asoke - Ratchada,1 Bedroom (30.0 - 35.0 sq.m.)
286,146,Aspire Erawan,1 Bedroom Plus A (35.0 - 0.0 sq.m.)
287,146,Aspire Erawan,1 Bedroom (29.50 - 30.0 sq.m.)
288,146,Aspire Erawan,1 Bedroom Plus B (35.0 - 0.0 sq.m.)
289,146,Aspire Erawan,2 Bedroom (47.0 - 0.0 sq.m.)
290,147,Aspire Erawan Prime,2 Bedrooms (46.0 - 48.50 sq.m.)
291,147,Aspire Erawan Prime,Studio (27.0 - 0.0 sq.m.)
292,147,Aspire Erawan Prime,1 Bedroom (27.0 - 38.0 sq.m.)
293,148,Aspire Ladprao 113,Studio (24.50 sq.m.)
294,148,Aspire Ladprao 113,1 Bedroom  (28.50 sq.m.)
295,149,Aspire Ngamwongwan,1 Bedroom TYPE A (28.0 - 0.0 sq.m.)
296,149,Aspire Ngamwongwan,1 Bedroom TYPE B (28.0 - 0.0 sq.m.)
297,150,Aspire Onnut Station,2 Bedroom (53.0 sq.m.)
298,150,Aspire Onnut Station,1 Bedroom Plus (35.0 sq.m.)
299,150,Aspire Onnut Station,1 Bedroom (27.0 - 32.0 sq.m.)
300,151,Aspire Rama 4,1 Bedroom TYPE B (28.0 - 0.0 sq.m.)
301,151,Aspire Rama 4,2 Bedroom TYPE E (46.50 - 0.0 sq.m.)
302,151,Aspire Rama 4,1 Bedroom TYPE D (39.0 - 0.0 sq.m.)
303,151,Aspire Rama 4,1 Bedroom TYPE C (36.50 - 0.0 sq.m.)
304,151,Aspire Rama 4,1 Bedroom TYPE A (28.0 - 0.0 sq.m.)
305,152,Aspire Rama 9,1 Bedroom (32.20 - 39.20 sq.m.)
306,152,Aspire Rama 9,2 Bedroom (49.20 - 66.20 sq.m.)
307,153,Aspire Ratchada - Wongsawang,2 Bedroom (45.0 - 0.0 sq.m.)
308,153,Aspire Ratchada - Wongsawang,1 Bedroom  (26.0 - 0.0 sq.m.)
309,153,Aspire Ratchada - Wongsawang,Studio (22.50 - 0.0 sq.m.)
310,154,Aspire Ratchayothin,No information
311,155,Aspire Rattanathibet,2 Bedroom (45.70 - 48.70 sq.m.)
312,155,Aspire Rattanathibet,1 Bedroom (20.0 - 30.20 sq.m.)
313,156,Aspire Rattanathibet 2,1 Bedroom TYPE B1 (30.0 sq.m.)
314,156,Aspire Rattanathibet 2,1 Bedroom TYPE B2 (30.0 sq.m.)
315,156,Aspire Rattanathibet 2,2 Bedroom TYPE C (45.50 sq.m.)
316,156,Aspire Rattanathibet 2,1 Bedroom TYPE A (24.50 sq.m.)
317,157,Aspire Sathorn - Ratchapruek,Studio  (26.0 sq.m.)
318,157,Aspire Sathorn - Ratchapruek,2 Bedroom (46.50 - 48.0 sq.m.)
319,157,Aspire Sathorn - Ratchapruek,1 Bedroom Plus (35.0 sq.m.)
320,157,Aspire Sathorn - Ratchapruek,1 Bedroom (31.50 - 32.0 sq.m.)
321,158,Aspire Sathorn - Taksin (Brick Zone),Studio (28.0 sq.m.)
322,159,Aspire Sathorn - Taksin (Copper Zone),Studio (22.50 sq.m.)
323,159,Aspire Sathorn - Taksin (Copper Zone),2 Bedroom (46.0 sq.m.)
324,159,Aspire Sathorn - Taksin (Copper Zone),1 Bedroom  (26.0 sq.m.)
325,160,Aspire Sathorn - Taksin (Timber Zone),1 Bedroom (26.0 sq.m.)
326,160,Aspire Sathorn - Taksin (Timber Zone),2 Bedroom (45.0 sq.m.)
327,161,Aspire Sathorn - Thapra,2 Bedroom TYPE D (38.0 sq.m.)
328,161,Aspire Sathorn - Thapra,1 Bedroom TYPE C (30.50 sq.m.)
329,161,Aspire Sathorn - Thapra,1 Bedroom TYPE B (26.50 sq.m.)
330,161,Aspire Sathorn - Thapra,Studio TYPE A (23.50 sq.m.)
331,161,Aspire Sathorn - Thapra,2 Bedroom TYPE E (46.0 sq.m.)
332,161,Aspire Sathorn - Thapra,2 Bedroom TYPE F (53.0 sq.m.)
333,162,Aspire Srinakarin,1 Bedroom (29.0 sq.m.)
334,163,Aspire Sukhumvit - Onnut,1 Bedroom Flexi (30.50 sq.m.)
335,163,Aspire Sukhumvit - Onnut,2 Bedrooms (41.0 - 52.0 sq.m.)
336,163,Aspire Sukhumvit - Onnut,1 Bedroom (36.0 sq.m.)
337,164,Aspire Sukhumvit - Rama 4,Studio (26.50 sq.m.)
338,164,Aspire Sukhumvit - Rama 4,2 Bedroom (55.0 sq.m.)
339,164,Aspire Sukhumvit - Rama 4,1 Bedroom (34.0 sq.m.)
340,164,Aspire Sukhumvit - Rama 4,1 Bedroom Plus (34.0 sq.m.)
341,164,Aspire Sukhumvit - Rama 4,Vertiplex TYPE G (25.0 sq.m.)
342,164,Aspire Sukhumvit - Rama 4,Vertiplex TYPE I (33.0 sq.m.)
343,165,Aspire Sukhumvit 48,1 Bedroom (25.0 - 38.0 sq.m.)
344,165,Aspire Sukhumvit 48,2 Bedroom (54.0 - 64.0 sq.m.)
345,166,Aspire Udon Thani,2 Bedroom (41.50 - 41.70 sq.m.)
346,166,Aspire Udon Thani,1 Bedroom (27.0 - 38.0 sq.m.)
347,167,Aspire Wutthakat,Studio (22.50 sq.m.)
348,167,Aspire Wutthakat,1 Bed (30.0 - 30.50 sq.m.)
349,167,Aspire Wutthakat,2 Bed (42.50 sq.m.)
350,168,Astra Sky River,Studio (28.90 - 29.48 sq.m.)
351,168,Astra Sky River,1 Bedroom (34.89 - 42.05 sq.m.)
352,168,Astra Sky River,1 Bedroom Plus (44.28 - 45.36 sq.m.)
353,168,Astra Sky River,1 Bedroom Plus Garden (47.80 - 48.40 sq.m.)
354,168,Astra Sky River,2 Bedroom Plus (73.61 - 73.82 sq.m.)
355,168,Astra Sky River,3 Bedroom (96.79 - 98.24 sq.m.)
356,169,Astro Chaeng Wattana,1 Bedroom (28.15 - 37.20 sq.m.)
357,169,Astro Chaeng Wattana,2 Bedroom (55.10 - 51.15 sq.m.)
358,169,Astro Chaeng Wattana,3 Bedroom (88.10 sq.m.)
359,169,Astro Chaeng Wattana,Duplex (80.15 - 114.80 sq.m.)
360,170,At First Sight,No information
361,171,At The Tree Condominium,No information
362,172,Athenee Residence,2 Bedroom (94.0 - 130.0 sq.m.)
363,172,Athenee Residence,3 Bedroom (189.0 - 209.0 sq.m.)
364,172,Athenee Residence,Penthouse (294.0 sq.m.)
365,173,Atlantis Condo Resort Pattaya,No information
366,174,Atmoz Bangna,1 Bedroom Plus (33.0 - 0.0 sq.m.)
367,174,Atmoz Bangna,1 Bedroom Extra (28.0 - 0.0 sq.m.)
368,174,Atmoz Bangna,1 Bedroom Exclusive (26.0 - 0.0 sq.m.)
369,174,Atmoz Bangna,1 Bedroom (23.0 - 0.0 sq.m.)
370,175,Atmoz Chaengwattana,1 Bedroom Plus (33.12 - 34.99 sq.m.)
371,175,Atmoz Chaengwattana,Studio (20.10 - 21.56 sq.m.)
372,175,Atmoz Chaengwattana,1 Bedroom Exclusive (29.04 - 31.64 sq.m.)
373,175,Atmoz Chaengwattana,1 Bedroom  (22.98 - 25.89 sq.m.)
374,176,Atmoz Flow Minburi,No information
375,177,Atmoz Ladprao 15,1 Bedroom Exclusive (28.21 - 29.12 sq.m.)
376,177,Atmoz Ladprao 15,1 Bedroom Plus (35.42 - 36.56 sq.m.)
377,177,Atmoz Ladprao 15,1 Bedroom (25.03 - 27.12 sq.m.)
378,178,Atmoz Ladprao 71,2 Bedroom (50.48 - 54.32 sq.m.)
379,178,Atmoz Ladprao 71,1 Bedroom Exclusive (28.94 - 41.59 sq.m.)
380,178,Atmoz Ladprao 71,1 Bedroom Plus (38.06 - 51.90 sq.m.)
381,178,Atmoz Ladprao 71,1 Bedroom (23.85 - 25.71 sq.m.)
382,179,Atmoz Ratchada - Huaikwang,2 Bedrooms (47.21 - 0.0 sq.m.)
383,179,Atmoz Ratchada - Huaikwang,Studio (21.10 - 0.0 sq.m.)
384,179,Atmoz Ratchada - Huaikwang,1 Bedroom (22.35 - 23.97 sq.m.)
385,179,Atmoz Ratchada - Huaikwang,1 Bedroom Exclusive (27.0 - 30.05 sq.m.)
386,179,Atmoz Ratchada - Huaikwang,1 Bedroom Plus (32.80 - 33.20 sq.m.)
387,180,Atrium Phahol - Suthisarn,No information
388,181,Atta\xa0Lakeside Resort Suite,2 Bedroom (97.50 - 185.0 sq.m.)
389,181,Atta\xa0Lakeside Resort Suite,Penthouse (203.0 - 235.0 sq.m.)
390,181,Atta\xa0Lakeside Resort Suite,1 Bedroom (65.0 - 83.0 sq.m.)
391,182,Attitude BU,Creative Type E (34.50 sq.m.)
392,182,Attitude BU,1 Bedroom Plus (34.50 sq.m.)
393,182,Attitude BU,1 Bedroom (27.0 - 30.0 sq.m.)
394,182,Attitude BU,Studio  (23.50 sq.m.)
395,183,Aue Pracha Condotown,No information
