place_type,place_name,link_name,num_rent,num_sale,num_avg,flag
MRTA Pink Line,Pak Kret Station,pak-kret-station,569,70,319.5,4
Chiang Mai,Suandok Park,suandok-park,224,407,315.5,4
School,Sarasas Witaed Chiang Mai School,sarasas-witaed-chiang-mai-school,277,351,314.0,4
BTS Sukhumvit Line,BTS Pu Chao,bts-pu-chao,508,118,313.0,4
Bangkok,Prawet,prawet,410,214,312.0,4
MRT Blue line,MRT Phet Kasem 48,mrt-phet-kasem-48,491,130,310.5,4
University/College,"Thammasat University, Rangsit Campus",thammasat-university-rangsit-campus,382,238,310.0,4
Chonburi,Rubberland,rubberland,147,467,307.0,4
University/College,Bangkok University,bangkok-university--4,380,234,307.0,4
MRT Blue line,MRT Bang Khun Non,mrt-bang-khun-non,489,124,306.5,4
Chiang Mai,Chiang Mai Provincial Land Transport Office,chiang-mai-provincial-land-transport-office,223,389,306.0,4
MRT Blue line,MRT Phasi Charoen,mrt-phasi-charoen,510,97,303.5,4
MRT Blue line,MRT Kamphaeng Phet,mrt-kamphaeng-phet,439,162,300.5,4
MRT Blue line,MRT Bang Aor,mrt-bang-aor,453,146,299.5,4
MRT Orange Line,MRT Ratchaprarop,mrt-ratchaprarop,386,213,299.5,4
University/College,Thepanya Hospital,thepanya-hospital,249,343,296.0,4
Grey Line,Sathu Pradit Station,sathu-pradit-station,400,190,295.0,4
School,Yupparaj Wittayalai School,yupparaj-wittayalai-school,245,344,294.5,4
MRT Purple line,MRT Sam Yaek Bang Yai,mrt-sam-yaek-bang-yai,495,93,294.0,4
Chiang Mai,U.S. Consulate General Chiang mai,u-s-consulate-general-chiang-mai,252,334,293.0,4
MRT Purple line,MRT Yaek Nonthaburi 1,mrt-yaek-nonthaburi-1,428,157,292.5,4
Grey Line,Ngamduplee Station,ngamduplee-station,385,200,292.5,4
Chonburi,King Power Pattaya Complex,king-power-pattaya-complex,140,445,292.5,4
Chonburi,Si Racha Post Center,si-racha-post-center,397,170,283.5,4
MRT Yellow Line,MRT Phawana,mrt-phawana,403,161,282.0,4
MRT Blue line,MRT Fai Chai,mrt-fai-chai,451,106,278.5,4
Chonburi,Nong Mai Daeng,nong-mai-daeng,480,77,278.5,4
Chiang Mai,Macro Chiang Mai,macro-chiang-mai,255,299,277.0,4
School,Chiang Mai University Demonstration School,chiang-mai-university-demonstration-school,196,356,276.0,4
Bangkok,Rat Burana,rat-burana,393,157,275.0,4
University/College,Payap University (Mae Khao Campus),payap-university-mae-khao-campus,240,303,271.5,4
MRT Yellow Line,MRT Lat Phrao 101,mrt-lat-phrao-101,413,129,271.0,4
BTS Sukhumvit Line,BTS Chang Erawan,bts-chang-erawan,462,77,269.5,4
University/College,Montfort College Secondary Section,montfort-college-secondary-section,252,287,269.5,4
MRT Blue line,MRT Khlong Toei,mrt-khlong-toei,346,192,269.0,4
MRT Yellow Line,MRT Si Kritha,mrt-si-kritha,327,208,267.5,4
Phuket,Muang Phuket Phuket,muang-phuket-phuket,234,297,265.5,4
University/College,Far Eastern University,far-eastern-university,195,334,264.5,4
Chiang Mai,Chiang Mai International Exhibition and Convention Centre,chiang-mai-international-exhibition-and-convention-centre,174,352,263.0,4
Grey Line,Saphan Rama 9 Station,saphan-rama-9-station,352,173,262.5,4
Chiang Mai,Bikky Arcade Chiang Mai,bikky-arcade-chiang-mai,232,293,262.5,4
University/College,Wat Manorom School,wat-manorom-school,364,158,261.0,4
BTS Sukhumvit Line,BTS Sai Yud,bts-sai-yud,425,96,260.5,4
University/College,Sriracha Technological College,sriracha-technological-college--3,363,158,260.5,4
MRTA Pink Line,Chaeng Watthana-Pak Kret 28 Station,chaeng-watthana-pak-kret-28-station,460,54,257.0,4
Gold Line,Klongsan Station,klongsan-station,334,174,254.0,4
SRT Light Red Line,Bang Bamru Station,bang-bamru-station,367,131,249.0,4
Nonthaburi,Bang Yai Nonthaburi,bang-yai-nonthaburi,411,83,247.0,4
MRTA Pink Line,Phranakhon Rajabhat University Station,phranakhon-rajabhat-university-station,385,108,246.5,4
Chiang Mai,Charoen Thai Post Office Chiang Mai,charoen-thai-post-office-chiang-mai,220,272,246.0,4
School,Navamindarajudis Phayap School,navamindarajudis-phayap-school,157,333,245.0,4
School,Thammasat Klong Luang Wittayakom,thammasat-klong-luang-wittayakom,342,147,244.5,4
MRT Purple line,MRT Sai Ma,mrt-sai-ma,426,56,241.0,4
School,Saipanyarangsit School,saipanyarangsit-school,163,317,240.0,4
Chonburi,Tukcom Chonburi,tukcom-chonburi,434,45,239.5,4
University/College,The Prince Royal College,the-prince-royal-college,213,265,239.0,4
School,Thanyaburi School,thanyaburi-school,162,316,239.0,4
School,Anuban Chonburi School,anuban-chonburi-school,432,44,238.0,4
Chonburi,Provincial Waterworks Authority Region 1,provincial-waterworks-authority-region-1,432,44,238.0,4
Chonburi,Provincial Waterworks Authority Chonburi,provincial-waterworks-authority-chonburi,432,44,238.0,4
School,Chonkanyanukoon School,chonkanyanukoon-school,432,44,238.0,4
School,Chonradsadornumrung School,chonradsadornumrung-school,432,44,238.0,4
Chiang Mai,Maya Chiang Mai,maya-chiang-mai,166,299,232.5,4
Pathumthani,Lumlukka Road,lumlukka-road,151,314,232.5,4
University/College,Mahachulalongkorn Rajavidyalaya University Chiang Mai,mahachulalongkorn-rajavidyalaya-university-chiang-mai,161,301,231.0,4
University/College,Chiang Mai University,chiang-mai-university,161,300,230.5,4
Bangkok,Somapa Nawamin School,somapa-nawamin-school,326,128,227.0,4
MRTA Pink Line,Lad Pla Khao Station,lad-pla-khao-station,373,77,225.0,4
MRT Blue line,MRT Charan 13,mrt-charan-13,340,110,225.0,4
Chonburi,Sattahip Chonburi,sattahip-chonburi,105,342,223.5,4
Chiang Mai,The Ring Avenue,the-ring-avenue,155,290,222.5,4
MRTA Pink Line,Synphae Station,synphae-station,368,76,222.0,4
School,Wat Noen Sutthawat Municipal School,wat-noen-sutthawat-municipal-school,406,38,222.0,4
Bangkok,Siam Park,siam-park,361,83,222.0,4
MRT Blue line,MRT Lak Song,mrt-lak-song,341,100,220.5,4
MRT Purple line,MRT Khlong Bang Phai,mrt-khlong-bang-phai,359,80,219.5,4
BTS Silom Line,BTS National Stadium,bts-national-stadium,286,146,216.0,4
School,Inthapanya Municipal School (Wat Yai Intharam),inthapanya-municipal-school-wat-yai-intharam,401,29,215.0,4
School,Wat Kampaeng Udom Pittayakon School,wat-kampaeng-udom-pittayakon-school,401,29,215.0,4
School,Su Aree Wittaya School,su-aree-wittaya-school,401,29,215.0,4
School,Sarasas Witaed Chonburi School,sarasas-witaed-chonburi-school,401,29,215.0,4
University/College,Chiang Mai Vocational College,chiang-mai-vocational-college,174,255,214.5,4
University/College,Asian Institute of Technology (AIT),asian-institute-of-technology-ait,318,107,212.5,4
Chiang Mai,Baan Kang Wat,baan-kang-wat,148,272,210.0,4
MRT Yellow Line,MRT Chok chai 4,mrt-chok-chai-4,278,140,209.0,4
Bangkok,Don Mueang,don-mueang,340,75,207.5,4
University/College,King Mongkut Institute of Technology Ladkrabang,king-mongkut-institute-of-technology-ladkrabang,285,125,205.0,4
SRT Dark Red Line,Wat Samian Nari Station,wat-samian-nari-station,330,79,204.5,4
Bangkok,Min Buri,min-buri,359,50,204.5,4
School,Kawila Wittayalai School,kawila-wittayalai-school,200,205,202.5,4
School,Samut Prakan School,samut-prakan-school,316,89,202.5,4
Samut Prakarn,Metropolitan Electricty Authority Samut Prakan,metropolitan-electricty-authority-samut-prakan,316,89,202.5,4
SRT Dark Red Line,Bang Khen Station,bang-khen-station,365,35,200.0,4
University/College,Ramkhamhaeng University 2,ramkhamhaeng-university-2,255,136,195.5,4
University/College,Rajamangala University of Technology Lanna (Jedyod),rajamangala-university-of-technology-lanna-jedyod--aff909f7,136,248,192.0,4
BTS Sukhumvit Line,BTS Saphan Mai,bts-saphan-mai,314,67,190.5,4
Gold Line,Prajadhipok Station,prajadhipok-station,269,109,189.0,4
Pathumthani,Thanyaburi Pathumthani,thanyaburi-pathumthani,121,254,187.5,4
Grey Line,Khlong Phum Station,khlong-phum-station,282,92,187.0,4
School,Won Naphasap School,won-naphasap-school,249,125,187.0,4
Chiang Mai,Chiang Mai Police Station,chiang-mai-police-station,165,204,184.5,4
MRT Yellow Line,MRT Thipphawan,mrt-thipphawan,332,37,184.5,4
School,Sansuk School,sansuk-school,246,122,184.0,4
Bangkok,Bang Khun Thian,bang-khun-thian,262,101,181.5,4
Samut Prakarn,Bang Phli Industrial Estate,bang-phli-industrial-estate,287,73,180.0,4
SRT Dark Red Line,Lak Si Station,lak-si-station,290,70,180.0,4
BTS Sukhumvit Line,BTS Phahon Yothin 59,bts-phahon-yothin-59,270,89,179.5,4
School,Sarasas Witaed Minburi School,sarasas-witaed-minburi-school,308,48,178.0,4
University/College,Assumption University Bang Na Campus (Abac Bang Na),assumption-university-bang-na-campus-abac-bang-na,280,69,174.5,4
University/College,Burapha University,burapha-university--b88009f3,239,109,174.0,4
School,Satree Phuket School,satree-phuket-school,180,154,167.0,4
School,Phuket Wittayalai School,phuket-wittayalai-school,180,154,167.0,4
MRT Blue line,MRT Bang Phai,mrt-bang-phai,258,75,166.5,4
Chonburi,Laem Chabang Industrial Estate,laem-chabang-industrial-estate,231,97,164.0,4
School,Thetsaban Tambon Laem Chabang 2 School,thetsaban-tambon-laem-chabang-2-school,230,96,163.0,4
MRTA Pink Line,Khu Bon Station,khu-bon-station,264,58,161.0,4
MRT Yellow Line,MRT Si Udom,mrt-si-udom,232,89,160.5,4
Bangkok,Lang Suan Road,lang-suan-road,169,150,159.5,4
University/College,Chiang Mai Technical College,chiang-mai-technical-college,134,185,159.5,4
Samut Prakarn,Bang Pu Industrial Estate (North),bang-pu-industrial-estate-north,257,55,156.0,4
Bangkok,Sai Mai,sai-mai,253,56,154.5,4
School,Sarasas Witaed Suwanabhumi School,sarasas-witaed-suwanabhumi-school,228,70,149.0,4
Grey Line,Khlong Chong Nonsi Station,khlong-chong-nonsi-station,207,90,148.5,4
University/College,Chiang Mai Rajabhat University,chiang-mai-rajabhat-university,102,190,146.0,4
Phuket,Kathu Phuket,kathu-phuket,104,184,144.0,4
MRT Yellow Line,MRT Si Dan,mrt-si-dan,228,60,144.0,4
University/College,Boromarajonani Nursing College Chiang Mai,boromarajonani-nursing-college-chiang-mai,117,168,142.5,4
Chachoengsao,Wellgrow Industrial Estate,wellgrow-industrial-estate,223,59,141.0,4
MRTA Pink Line,Watcharaphon Station,watcharaphon-station,212,64,138.0,4
Nakhon Pathom,Salaya,salaya,233,41,137.0,4
Nakhon Pathom,Phuttha Mon Thon Nakhon Pathom,phuttha-mon-thon-nakhon-pathom,233,41,137.0,4
Nakhon Pathom,Tesco Lotus Salaya,tesco-lotus-salaya,233,41,137.0,4
MRT Blue line,MRT Bang Phat,mrt-bang-phat,241,32,136.5,4
SRT Dark Red Line,Don Mueang Station,don-mueang-station,218,55,136.5,4
University/College,Mahidol University Salaya,mahidol-university-salaya,233,40,136.5,4
University/College,Chiang Mai Physical Education College,chiang-mai-physical-education-college,95,175,135.0,4
Nakhon Pathom,Provincial Electricity Authority Salaya,provincial-electricity-authority-salaya,233,37,135.0,4
Samut Prakarn,Bang Bo Samut Prakarn,bang-bo-samut-prakarn,216,49,132.5,4
MRTA Pink Line,Bangkok Government Complex Station,bangkok-government-complex-station,222,41,131.5,4
Chiang Mai,Art in Paradise Chiang Mai,art-in-paradise-chiang-mai,127,135,131.0,4
Samut Prakarn,Phra Pra Daeng Samut Prakarn,phra-pra-daeng-samut-prakarn,184,76,130.0,4
SRT Dark Red Line,Chiang Rak Station,chiang-rak-station--2,182,77,129.5,4
Bangkok,Ladprao 101 (Lat Phrao 101),ladprao-101-lat-phrao-101,198,61,129.5,4
MRT Yellow Line,MRT Si Thepha,mrt-si-thepha,199,55,127.0,4
University/College,Mahamakut Buddhist University (Lanna),mahamakut-buddhist-university-lanna,113,140,126.5,4
Chiang Mai,Lanna Folklife Museum,lanna-folklife-museum,101,141,121.0,4
Chiang Mai,Chiang Mai Zoo,chiang-mai-zoo,77,160,118.5,4
MRTA Pink Line,Maiyalap Station,maiyalap-station,188,47,117.5,4
BTS Sukhumvit Line,BTS Bang Bua,bts-bang-bua,159,67,113.0,4
Prachaubkirikhan,Hua Hin Prachaubkirikhan,hua-hin-prachaubkirikhan,58,165,111.5,4
Rayong,Muang Rayong,muang-rayong,187,31,109.0,4
MRTA Pink Line,Setthabutbamphen Station,setthabutbamphen-station,175,43,109.0,4
University/College,Muang Chiang Mai Stadium,muang-chiang-mai-stadium,74,143,108.5,4
Bangkok,Lat Phao 71,lat-phao-71,173,43,108.0,4
MRT Orange Line,MRT Din Daeng,mrt-din-daeng,141,74,107.5,4
Grey Line,Saphan Rama 3 Station,saphan-rama-3-station,150,64,107.0,4
BTS Sukhumvit Line,BTS Phraek Sa,bts-phraek-sa,178,34,106.0,4
Bangkok,Ramkhamhaeng 43/1,ramkhamhaeng-43-1,163,47,105.0,4
School,Satri Witthaya School,satri-witthaya-school,166,36,101.0,4
MRTA Pink Line,East Outer Ring Road station,east-outer-ring-road-station,158,40,99.0,4
Samut Prakarn,Sukumvit 109,sukumvit-109,129,65,97.0,4
School,Taweethapisek School,taweethapisek-school,156,36,96.0,4
MRTA Pink Line,Pak Kret Bypass Station,pak-kret-bypass-station,172,20,96.0,4
BTS Sukhumvit Line,BTS Royal Thai Naval Academy,bts-royal-thai-naval-academy,151,40,95.5,4
MRT Yellow Line,MRT Si Iam,mrt-si-iam,154,35,94.5,4
BTS Sukhumvit Line,BTS Pak Nam,bts-pak-nam,139,47,93.0,4
SRT Dark Red Line,Chatuchak Station,chatuchak-station,140,44,92.0,4
SRT Dark Red Line,Bang Sue Grand Station Station,bang-sue-grand-station-station,121,62,91.5,4
Pathumthani,Muang Ek,muang-ek,45,138,91.5,4
SRT Dark Red Line,Lak Hok Station,lak-hok-station,45,138,91.5,4
Rayong,Laemtong Shopping Plaza Rayong,laemtong-shopping-plaza-rayong,152,27,89.5,4
Grey Line,Kaset-Nawamin Station,kaset-nawamin-station,126,50,88.0,4
MRTA Pink Line,Ram Inthra Km.4 Station,ram-inthra-km-4-station,134,34,84.0,4
School,Wat Khot Khimtharam Municipal School,wat-khot-khimtharam-municipal-school,141,26,83.5,4
Rayong,IRPC Public Company Limited,irpc-public-company-limited,139,25,82.0,4
SRT Dark Red Line,Pradiphat Station,pradiphat-station,80,83,81.5,4
MRT Yellow Line,MRT Si Bearing,mrt-si-bearing,152,9,80.5,4
International School,Anuban Taksin Rayong International School,anuban-taksin-rayong-international-school,129,25,77.0,4
School,Matthayomtaksin Rayong School,matthayomtaksin-rayong-school,129,25,77.0,4
MRTA Pink Line,TOT Station,tot-station,137,14,75.5,4
Rayong,Map Ta Phut Industrial Estate,map-ta-phut-industrial-estate,130,19,74.5,4
School,Wat Lum Mahachai Chumpon Municipal School,wat-lum-mahachai-chumpon-municipal-school,124,25,74.5,4
Pathumthani,Lam Luk Ka,lam-luk-ka,65,79,72.0,4
Samut Prakarn,Sukumvit 117,sukumvit-117,144,0,72.0,4
School,Sarasas Witaed Thonburi School,sarasas-witaed-thonburi-school,110,32,71.0,4
Prachaubkirikhan,Hua Hin Bus Station,hua-hin-bus-station,42,99,70.5,4
Rayong,Asia Terminal Industrial Estate,asia-terminal-industrial-estate,122,17,69.5,4
MRT Orange Line,MRT Kheha Ramkhamhaeng,mrt-kheha-ramkhamhaeng--ab72094b,133,5,69.0,4
University/College,North Bangkok University Rangsit Campus,north-bangkok-university-rangsit-campus,33,101,67.0,4
School,Laem Chabang 3 School,laem-chabang-3-school,101,29,65.0,4
MRT Orange Line,MRT Min Buri,mrt-min-buri,121,3,62.0,4
School,St.Joseph Rayong,st-joseph-rayong,106,17,61.5,4
University/College,Assumption College Rayong,assumption-college-rayong,105,17,61.0,4
Pathumthani,Muang Pathum Thani Pathumthani,muang-pathum-thani-pathumthani,97,24,60.5,4
School,Nonthaburi Wittayalai School,nonthaburi-wittayalai-school,101,18,59.5,4
MRTA Pink Line,Bang Chan Station,bang-chan-station,109,9,59.0,4
Bangkok,Ramkhamhaeng 24,ramkhamhaeng-24,105,9,57.0,4
MRT Purple line,MRT Bang Rak Yai,mrt-bang-rak-yai,96,16,56.0,4
Phuket,Thalang Phuket,thalang-phuket,9,103,56.0,4
Nonthaburi,The Crystal SB,the-crystal-sb,76,34,55.0,4
Bangkok,Ratchadapisek 10,ratchadapisek-10,73,36,54.5,4
University/College,Chiang Mai College Of Dramatic Arts,chiang-mai-college-of-dramatic-arts,56,52,54.0,4
Bangkok,Ladprao 1 (Lat Phrao),ladprao-1-lat-phrao,71,35,53.0,4
Rayong,Muang Rayong District Office,muang-rayong-district-office,90,16,53.0,4
University/College,Samut Prakan Polytechnic College Chumchon Mueang Mai Bang Phli,samut-prakan-polytechnic-college-chumchon-mueang-mai-bang-phli,79,25,52.0,4
Grey Line,Sri Wara Station,sri-wara-station,78,25,51.5,4
Bangkok,Taling Chan,taling-chan,67,35,51.0,4
MRT Yellow Line,MRT Kalantan,mrt-kalantan,89,13,51.0,4
Samut Prakarn,Bang Sao Thong Samut Prakarn,bang-sao-thong-samut-prakarn,73,29,51.0,4
MRT Orange Line,MRT Sanam Luang,mrt-sanam-luang,86,15,50.5,4
SRT Dark Red Line,Khlong Nueng Station,khlong-nueng-station,25,75,50.0,4
Chiang Mai,Chiang Mai Provincial Government Offices,chiang-mai-provincial-government-offices,37,63,50.0,4
Grey Line,Pracha Uthit Station,pracha-uthit-station,71,28,49.5,4
Petchburi,Cha-Am Petchburi,cha-am-petchburi,28,70,49.0,4
Bangkok,Sukumvit 35,sukumvit-35,54,43,48.5,4
Bangkok,Thung Khru,thung-khru,84,13,48.5,4
MRTA Pink Line,Samakkhi Station,samakkhi-station,73,22,47.5,4
Chiang Mai,San Sai Chiang Mai,san-sai-chiang-mai,49,45,47.0,4
Samut Prakarn,Sukumvit 113,sukumvit-113,66,27,46.5,4
SRT Dark Red Line,Thung Song Hong Station,thung-song-hong-station,85,8,46.5,4
School,Pathum Wilai School,pathum-wilai-school,78,14,46.0,4
Songkhla,Hat Yai Songkhla,hat-yai-songkhla,50,41,45.5,4
Songkhla,Diana Plaza Hat Yai,diana-plaza-hat-yai,49,41,45.0,4
Bangkok,Bang Bon,bang-bon,81,9,45.0,4
University/College,Prince of Songkla University,prince-of-songkla-university--2,49,41,45.0,4
Prachaubkirikhan,Hua Hin Market Village,hua-hin-market-village,34,54,44.0,4
Bangkok,Nimmana Haeminda Road,nimmana-haeminda-road,33,53,43.0,4
Samut Prakarn,Sukumvit 115,sukumvit-115,58,27,42.5,4
Chiang Mai,Promenada Chiang Mai,promenada-chiang-mai,22,60,41.0,4
Nonthaburi,Bang Kruai Nonthaburi,bang-kruai-nonthaburi,66,15,40.5,4
Chonburi,Amata Nakorn,amata-nakorn,48,33,40.5,4
Chonburi,Ammata Nakhon Industrial Estate,ammata-nakhon-industrial-estate,48,33,40.5,4
University/College,Hat Yai University,hat-yai-university,40,36,38.0,4
Chonburi,Department of Public Works and Town & Country Planning Chon Buri District,department-of-public-works-and-town-country-planning-chon-buri-district,42,29,35.5,4
School,Rattana Chai Suksa School,rattana-chai-suksa-school,31,40,35.5,4
Bangkok,Samphanthawong,samphanthawong,29,38,33.5,4
Bangkok,Ratchadapisek 32,ratchadapisek-32,56,10,33.0,4
School,Ban Sala School,ban-sala-school,19,43,31.0,4
School,Muang Pattaya 1 School,muang-pattaya-1-school,10,52,31.0,4
Phuket,Surin Circle Clock Tower,surin-circle-clock-tower,14,45,29.5,4
University/College,Stamford International University Hua Hin,stamford-international-university-hua-hin,12,47,29.5,4
School,Laem Chabang 1 School,laem-chabang-1-school,44,14,29.0,4
University/College,Rajamangala University of Technology Thanyaburi,rajamangala-university-of-technology-thanyaburi,36,21,28.5,4
University/College,Eastern Asia University,eastern-asia-university,36,21,28.5,4
Khon Kaen,Bueng Thung Sang Health Garden,bueng-thung-sang-health-garden,35,22,28.5,4
Khon Kaen,Hugzmall,hugzmall,35,22,28.5,4
Khon Kaen,Muang Khon Kaen Khon Kaen,muang-khon-kaen-khon-kaen,35,22,28.5,4
Khon Kaen,Chao Por Lak Muang Khon Kaen Shrine,chao-por-lak-muang-khon-kaen-shrine,35,22,28.5,4
Khon Kaen,TUKCOM Shopping Plaza Khonkaen,tukcom-shopping-plaza-khonkaen,35,22,28.5,4
Khon Kaen,Bung Nong Khot Khon Kaen,bung-nong-khot-khon-kaen,35,22,28.5,4
Bangkok,Khlong Sam Wa,khlong-sam-wa,54,2,28.0,4
Songkhla,Southern Region Industrial Estate Songkhla,southern-region-industrial-estate-songkhla,35,21,28.0,4
School,Sanambin School,sanambin-school,34,22,28.0,4
Khon Kaen,Thai-China Mittrapap Kanchanapisek Khon Kaen-Nan Ning,thai-china-mittrapap-kanchanapisek-khon-kaen-nan-ning,34,22,28.0,4
University/College,Khon Kaen Vocational Education College,khon-kaen-vocational-education-college,34,22,28.0,4
Khon Kaen,Fairy Plaza,fairy-plaza,34,22,28.0,4
Khon Kaen,Wufoo Wholesale Market,wufoo-wholesale-market,34,22,28.0,4
MRTA Pink Line,Min Buri Market station,min-buri-market-station,44,12,28.0,4
BTS Sukhumvit Line,BTS 11 Infantry Regiment,bts-11-infantry-regiment,49,7,28.0,4
Khon Kaen,Bueng Kaen Nakhon Khon Kaen,bueng-kaen-nakhon-khon-kaen,34,22,28.0,4
Chiang Mai,Chiang Mai Government Center,chiang-mai-government-center,19,36,27.5,4
MRT Yellow Line,MRT Suan Luang Ro 9,mrt-suan-luang-ro-9,45,9,27.0,4
University/College,Sripatum University Khon Kaen,sripatum-university-khon-kaen,32,22,27.0,4
University/College,Northeastern Vocation Institute,northeastern-vocation-institute,31,22,26.5,4
School,Kanlayanawat School,kanlayanawat-school,31,22,26.5,4
Khon Kaen,Pratunam Khonkaen,pratunam-khonkaen,31,22,26.5,4
Chiang Mai,Chiangmai Night Safari,chiangmai-night-safari,18,35,26.5,4
Grey Line,Nuan Chan Station,nuan-chan-station,38,14,26.0,4
University/College,Suan Dusit Rajabhat University Hua Hin,suan-dusit-rajabhat-university-hua-hin,11,41,26.0,4
School,Thanyasitsil School,thanyasitsil-school,35,16,25.5,4
University/College,Hua Chieo Chaloem Phrakiat University,hua-chieo-chaloem-phrakiat-university,37,14,25.5,4
School,Sarasas Witaed Rangsit School,sarasas-witaed-rangsit-school,35,16,25.5,4
Pathumthani,Thanyarat School,thanyarat-school,35,16,25.5,4
Samut Prakarn,Srivaree Plaza,srivaree-plaza,36,14,25.0,4
University/College,Northeast Public Health Development and Training Center,northeast-public-health-development-and-training-center,31,19,25.0,4
University/College,Khon Kaen Technical College,khon-kaen-technical-college,31,19,25.0,4
Samut Prakarn,Bronson and Jacobs International,bronson-and-jacobs-international,37,13,25.0,4
Samut Prakarn,Srithai Engineering Products,srithai-engineering-products,36,14,25.0,4
MRT Yellow Line,MRT Lat Phrao 71,mrt-lat-phrao-71,41,9,25.0,4
Samut Prakarn,N.Y.C. Industry,n-y-c-industry,36,14,25.0,4
Songkhla,Hat Yai Bus Terminal,hat-yai-bus-terminal,24,26,25.0,4
Samut Prakarn,MK Restaurant Group Public Company,mk-restaurant-group-public-company,36,14,25.0,4
School,Anuban Mueang Mai Chon Buri School,anuban-mueang-mai-chon-buri-school,33,16,24.5,4
Samut Prakarn,International Laboratories,international-laboratories,36,13,24.5,4
Chonburi,Khao Chi Chan,khao-chi-chan,19,29,24.0,4
Chiang Mai,Muang Chiang Mai District Office,muang-chiang-mai-district-office,16,31,23.5,4
Nakhon Ratchasima,Muang Nakhon Ratchasima Nakhon Ratchasima,muang-nakhon-ratchasima-nakhon-ratchasima,43,3,23.0,4
Khon Kaen,Chompon Sarit Thanarat Monument,chompon-sarit-thanarat-monument,24,22,23.0,4
MRT Yellow Line,MRT Lat Phrao 83,mrt-lat-phrao-83,36,10,23.0,4
Udon Thani,TUKCOM LANDMARK Udon Thani,tukcom-landmark-udon-thani--2,39,6,22.5,4
Khon Kaen,Dino Water Park,dino-water-park,26,19,22.5,4
Udon Thani,Muang Udon Thani Udon Thani,muang-udon-thani-udon-thani,39,6,22.5,4
Udon Thani,Udon Thani city pillar shrine,udon-thani-city-pillar-shrine,39,6,22.5,4
University/College,Udon Thani Rajabhat University,udon-thani-rajabhat-university,39,6,22.5,4
School,Udonpittayanukoon School,udonpittayanukoon-school,39,6,22.5,4
Udon Thani,Thai-Chinese Cultural Centre Udon Thani,thai-chinese-cultural-centre-udon-thani,39,6,22.5,4
University/College,Udon Thani Vocational College,udon-thani-vocational-college,39,6,22.5,4
Udon Thani,Nong Prachak,nong-prachak,39,6,22.5,4
School,Satri Rachinuthit School Udon Thani,satri-rachinuthit-school-udon-thani,39,6,22.5,4
Udon Thani,Udonthani Bus station,udonthani-bus-station,39,6,22.5,4
University/College,Udon Thani Polytechnic College,udon-thani-polytechnic-college,39,6,22.5,4
Udon Thani,Udon Thani Museum,udon-thani-museum,39,6,22.5,4
BTS Sukhumvit Line,BTS Srinagarindra,bts-srinagarindra,41,3,22.0,4
Nakhon Ratchasima,"Klang Plaza, Jomsurang",klang-plaza-jomsurang,40,3,21.5,4
Khon Kaen,Khonkaen Exotic Pet,khonkaen-exotic-pet--2,25,18,21.5,4
University/College,Chiang Mai Inter Bussiness Collage,chiang-mai-inter-bussiness-collage,9,34,21.5,4
University/College,Mahamakut Buddhist University (Isan),mahamakut-buddhist-university-isan,25,18,21.5,4
University/College,Nakhon Rachasima Vocational Education College,nakhon-rachasima-vocational-education-college,39,3,21.0,4
School,Wat Klang Municipal School,wat-klang-municipal-school,26,16,21.0,4
School,Tessaban 3 Yommaratsamakki School Nakhon Ratchasima,tessaban-3-yommaratsamakki-school-nakhon-ratchasima,39,3,21.0,4
University/College,Nakhon Ratchasima Rajabhat University,nakhon-ratchasima-rajabhat-university,39,3,21.0,4
School,Thetsaban 1 School Burapha Witthayakon Nakhon Ratchasima,thetsaban-1-school-burapha-witthayakon-nakhon-ratchasima,39,3,21.0,4
School,Anuban Nakhon Ratchasima,anuban-nakhon-ratchasima,39,3,21.0,4
School,Phanthong School,phanthong-school,24,17,20.5,4
MRTA Pink Line,Sanambin Nam Station,sanambin-nam-station,29,11,20.0,4
BTS Sukhumvit Line,BTS Royal Forest Department,bts-royal-forest-department,35,5,20.0,4
Samut Prakarn,Market Village Suvarnaphumi,market-village-suvarnaphumi,31,9,20.0,4
University/College,Khon Kaen Management Technological College,khon-kaen-management-technological-college,24,15,19.5,4
Samut Sakhon,Krathum Baen Samut Sakhon,krathum-baen-samut-sakhon,12,26,19.0,4
School,Maree Witthaya Nakhon Ratchasima,maree-witthaya-nakhon-ratchasima,35,3,19.0,4
School,Chon Buri Physical Education School,chon-buri-physical-education-school,24,14,19.0,4
Chonburi,Institute of Physical Education,institute-of-physical-education,24,14,19.0,4
Chonburi,Bus New Terminal Chon buri Nong Mai Daeng,bus-new-terminal-chon-buri-nong-mai-daeng,24,14,19.0,4
MRTA Pink Line,Ram Inthra Km.6 Station,ram-inthra-km-6-station,23,14,18.5,4
MRTA Pink Line,Nopparat Rajathanee Station,nopparat-rajathanee-station,24,13,18.5,4
School,Phongsiri Wittaya School Chon Buri,phongsiri-wittaya-school-chon-buri,23,14,18.5,4
University/College,Nakhon Ratchasima Technical College,nakhon-ratchasima-technical-college,34,3,18.5,4
Rayong,Eastern Seaboard Industrial Estate,eastern-seaboard-industrial-estate--2,11,26,18.5,4
Chonburi,Ammata City Industrial Estate,ammata-city-industrial-estate,9,26,17.5,4
Grey Line,Lat Prao 87 Station,lat-prao-87-station,32,3,17.5,4
Bangkok,Dusit,dusit,15,19,17.0,4
